uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_evals,n_stalled_evals,max_accel,phys_fp
n4_chain_4491d2a9,3,4,chain,10.0,6-8,1.0,0.55,wm_planner,ok,18.8,65.5,40.364,26.852,True,0.9227,0.3283,0,7,10.34,14.6,1.2877,aa1574f,0,300.0,16,16,True,,16,4,6,6,0,205,6,160,0,12.0,058289b6e9fe
n4_chain_08683310,1,4,chain,10.0,6-8,1.0,0.55,wm_planner,ok,22.4,86.2,60.222,31.021,True,0.7005,0.3207,0,4,14.184,18.3,1.224,aa1574f,1,300.0,16,16,True,,17,4,7,4,2,332,7,192,0,12.0,058289b6e9fe
n4_chain_08683310,1,4,chain,10.0,6-8,1.0,0.55,lower_bound,ok,18.3,,,,,,,,,0.0,18.3,1.0,aa1574f,0,300.0,,,,,,,,,,,,,,,058289b6e9fe
n4_chain_08683310,1,4,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,18.3,,aa1574f,0,300.0,,,,,,,,,,,,,,,058289b6e9fe
n4_chain_08683310,1,4,chain,10.0,6-8,1.0,0.55,wm_planner,ok,22.2,85.8,61.173,29.861,True,0.7001,0.32,0,2,13.83,18.3,1.2131,aa1574f,0,300.0,16,16,True,,13,4,5,3,1,359,5,192,0,12.0,058289b6e9fe
n4_chain_97f1fb98,2,4,chain,10.0,6-8,1.0,0.55,wm_planner,ok,21.1,70.9,56.365,19.796,True,0.932,0.321,0,4,11.28,16.6,1.2711,aa1574f,1,300.0,16,16,False,,19,4,9,6,0,314,9,184,0,12.0,058289b6e9fe
n4_chain_97f1fb98,2,4,chain,10.0,6-8,1.0,0.55,wm_planner,ok,20.6,69.4,56.876,17.873,True,0.9231,0.3201,0,2,11.328,16.6,1.241,aa1574f,2,300.0,16,16,True,,12,4,5,3,0,311,5,176,0,12.0,058289b6e9fe
n4_chain_5bb0d77b,4,4,chain,10.0,6-8,1.0,0.55,lower_bound,ok,16.2,,,,,,,,,0.0,16.2,1.0,aa1574f,0,300.0,,,,,,,,,,,,,,,058289b6e9fe
n4_chain_5bb0d77b,4,4,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,16.2,,aa1574f,0,300.0,,,,,,,,,,,,,,,058289b6e9fe
n4_chain_5bb0d77b,4,4,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,60.8,41.875,22.024,False,1.2078,0.3201,0,1,9.93,16.2,1.358,aa1574f,0,300.0,16,16,True,deadlock: no team progress,9,2,3,4,0,283,3,184,0,12.0,058289b6e9fe
