uid,planner_seed,replan_idx,cluster_id,mode_idx,members,agent_tokens,k,density,y_exit,dt_delay,stalled
n2_chain_5fca519e,0,1,0,13,"0,1","[[0.48842898961482817, 0.32356724053273256, -1.1971706466750327, -0.0823555696943684, 1.0, 0.0, 0.0, 0.0], [-0.48842898961482817, -0.323567240532733, 0.8642770142750356, -0.8324813749963599, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,1,0,14,"0,1","[[0.48842898961482817, 0.32356724053273256, -1.1971706466750327, -0.0823555696943684, 1.0, 0.0, 0.0, 0.0], [-0.48842898961482817, -0.323567240532733, 0.8642770142750356, -0.8324813749963599, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,1,0,15,"0,1","[[0.48842898961482817, 0.32356724053273256, -1.1971706466750327, -0.0823555696943684, 1.0, 0.0, 0.0, 0.0], [-0.48842898961482817, -0.323567240532733, 0.8642770142750356, -0.8324813749963599, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,0,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,1,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,2,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,3,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,4,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,5,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
n2_chain_5fca519e,0,2,0,6,"0,1","[[-0.28608006043535905, 0.37150389322822663, -1.136006213759997, -0.38663921091720116, 1.0, 0.0, 0.0, 0.0], [0.28608006043535905, -0.3715038932282264, 0.5258503733549805, 0.6550430404503415, 1.0, 0.0, 0.0, 0.0]]",2,0.0707355302630646,1,0.0,0
