uid,agent,route_idx,n_routes,length,len1,len2,hx,hy,sx,sy
n4_chain_a69cce91,3,1,4,9.299202,6.744943,2.554259,0.153159,0.988202,1.637491,2.307782
n4_chain_a69cce91,3,2,4,9.319621,6.717748,2.601874,0.153159,0.988202,1.637491,2.307782
n4_chain_a69cce91,3,3,4,9.346817,6.744943,2.601874,0.153159,0.988202,1.637491,2.307782
n4_chain_a951ace4,0,0,4,11.011899,5.517288,5.494611,0.935935,-0.352172,2.983508,4.465064
n4_chain_a951ace4,0,1,4,11.039208,5.544597,5.494611,0.859092,-0.511822,2.983508,4.465064
n4_chain_a951ace4,0,2,4,13.122570,5.517288,7.605283,0.935935,-0.352172,2.983508,4.465064
n4_chain_a951ace4,0,3,4,13.149880,5.544597,7.605283,0.859092,-0.511822,2.983508,4.465064
n4_chain_a951ace4,1,0,4,9.093157,6.823112,2.270045,-0.797470,-0.603358,2.338490,9.755732
n4_chain_a951ace4,1,1,4,10.281165,6.823112,3.458052,-0.797470,-0.603358,2.338490,9.755732
n4_chain_a951ace4,1,2,4,10.738317,8.468273,2.270045,0.902949,-0.429748,2.338490,9.755732
n4_chain_a951ace4,1,3,4,11.926325,8.468273,3.458052,0.902949,-0.429748,2.338490,9.755732
n4_chain_a951ace4,2,0,1,7.393698,1.557275,5.836422,-0.099205,0.995067,6.602977,4.464153
n4_chain_a951ace4,3,0,2,14.124660,12.740605,1.384055,-0.455381,0.890297,8.389120,0.801839
n4_chain_a951ace4,3,1,2,14.446207,13.062152,1.384055,-0.328866,0.944377,8.389120,0.801839
n4_chain_aa5ac6d6,0,0,4,17.581559,9.488109,8.093450,-0.999851,0.017273,9.189092,1.095031
n4_chain_aa5ac6d6,0,1,4,18.117936,10.024486,8.093450,-0.298628,0.954370,9.189092,1.095031
n4_chain_aa5ac6d6,0,2,4,18.733772,9.488109,9.245663,-0.999851,0.017273,9.189092,1.095031
n4_chain_aa5ac6d6,0,3,4,19.270149,10.024486,9.245663,-0.298628,0.954370,9.189092,1.095031
n4_chain_aa5ac6d6,1,0,2,8.556329,7.800589,0.755740,0.234811,0.972041,4.562149,1.433842
n4_chain_aa5ac6d6,1,1,2,8.752749,7.997008,0.755740,0.040352,0.999186,4.562149,1.433842
n4_chain_aa5ac6d6,2,0,4,13.498861,5.313732,8.185130,0.200608,-0.979672,3.764335,5.921317
n4_chain_aa5ac6d6,2,1,4,13.894489,5.709360,8.185130,0.327599,-0.944817,3.764335,5.921317
n4_chain_aa5ac6d6,2,2,4,14.068328,5.313732,8.754596,0.200608,-0.979672,3.764335,5.921317
n4_chain_aa5ac6d6,2,3,4,14.463955,5.709360,8.754596,0.327599,-0.944817,3.764335,5.921317
n4_chain_aa5ac6d6,3,0,4,13.527630,7.437509,6.090121,-0.847453,-0.530871,9.844065,11.117546
n4_chain_aa5ac6d6,3,1,4,13.700159,7.437509,6.262650,-0.847453,-0.530871,9.844065,11.117546
n4_chain_aa5ac6d6,3,2,4,14.368817,8.278696,6.090121,0.763389,-0.645939,9.844065,11.117546
n4_chain_aa5ac6d6,3,3,4,14.541346,8.278696,6.262650,0.763389,-0.645939,9.844065,11.117546
n4_chain_aab3b4af,0,0,2,9.734110,7.113825,2.620285,0.965488,-0.260449,0.901810,6.433035
n4_chain_aab3b4af,0,1,2,9.879575,7.259290,2.620285,0.904296,-0.426906,0.901810,6.433035
n4_chain_aab3b4af,1,0,2,11.021152,6.414034,4.607119,0.288578,-0.957457,6.655746,6.871818
n4_chain_aab3b4af,1,1,2,11.081392,6.474274,4.607119,0.075238,-0.997166,6.655746,6.871818
n4_chain_aab3b4af,2,0,4,8.061978,1.597308,6.464670,-0.487047,-0.873376,7.511581,9.244909
n4_chain_aab3b4af,2,1,4,8.190703,1.597308,6.593396,-0.487047,-0.873376,7.511581,9.244909
n4_chain_aab3b4af,2,2,4,8.789443,2.324773,6.464670,-0.955044,-0.296465,7.511581,9.244909
n4_chain_aab3b4af,2,3,4,8.918168,2.324773,6.593396,-0.955044,-0.296465,7.511581,9.244909
n4_chain_aab3b4af,3,0,4,6.514721,4.673162,1.841559,0.973303,-0.229522,4.825503,9.155387
n4_chain_aab3b4af,3,1,4,6.974777,4.673162,2.301615,0.973303,-0.229522,4.825503,9.155387
n4_chain_aab3b4af,3,2,4,7.184028,5.342469,1.841559,0.973303,-0.229522,4.825503,9.155387
n4_chain_aab3b4af,3,3,4,7.644084,5.342469,2.301615,0.973303,-0.229522,4.825503,9.155387
n4_chain_ab1e5e1f,0,0,4,13.097425,2.950146,10.147278,-0.813062,0.582178,3.584496,5.837101
n4_chain_ab1e5e1f,0,1,4,13.141919,2.994641,10.147278,-0.678084,0.734984,3.584496,5.837101
n4_chain_ab1e5e1f,0,2,4,14.524431,2.950146,11.574284,-0.813062,0.582178,3.584496,5.837101
n4_chain_ab1e5e1f,0,3,4,14.568925,2.994641,11.574284,-0.678084,0.734984,3.584496,5.837101
n4_chain_ab1e5e1f,1,0,2,11.637452,11.170879,0.466573,-0.808837,-0.588032,11.288109,11.078229
n4_chain_ab1e5e1f,1,1,2,11.802958,11.336386,0.466573,-0.981525,-0.191333,11.288109,11.078229
n4_chain_ab1e5e1f,2,0,4,18.800756,6.303628,12.497128,-0.707604,0.706609,8.472689,6.453495
n4_chain_ab1e5e1f,2,1,4,19.437242,6.303628,13.133614,-0.707604,0.706609,8.472689,6.453495
n4_chain_ab1e5e1f,2,2,4,21.472975,8.975848,12.497128,-0.997161,0.075299,8.472689,6.453495
n4_chain_ab1e5e1f,2,3,4,22.109461,8.975848,13.133614,-0.997161,0.075299,8.472689,6.453495
n4_chain_ab1e5e1f,3,0,4,5.229580,4.624853,0.604727,0.553239,0.833022,3.545803,2.267172
n4_chain_ab1e5e1f,3,1,4,6.219752,4.624853,1.594899,0.553239,0.833022,3.545803,2.267172
n4_chain_ab1e5e1f,3,2,4,6.292020,5.687293,0.604727,0.728585,0.684956,3.545803,2.267172
n4_chain_ab1e5e1f,3,3,4,7.282192,5.687293,1.594899,0.728585,0.684956,3.545803,2.267172
n4_chain_ae4a6f9d,0,0,2,7.632730,3.309724,4.323007,0.114795,0.993389,7.959183,1.758104
n4_chain_ae4a6f9d,0,1,2,7.761039,3.309724,4.451315,0.114795,0.993389,7.959183,1.758104
n4_chain_ae4a6f9d,1,0,4,5.460052,1.667410,3.792642,-0.948111,-0.317940,4.925981,5.478854
n4_chain_ae4a6f9d,1,1,4,5.899100,1.667410,4.231690,-0.948111,-0.317940,4.925981,5.478854
n4_chain_ae4a6f9d,1,2,4,6.033654,2.241011,3.792642,-0.988356,0.152157,4.925981,5.478854
n4_chain_ae4a6f9d,1,3,4,6.472701,2.241011,4.231690,-0.988356,0.152157,4.925981,5.478854
n4_chain_ae4a6f9d,2,0,4,9.227284,4.682005,4.545279,0.267371,0.963594,1.015327,0.524707
n4_chain_ae4a6f9d,2,1,4,9.699494,5.154215,4.545279,0.962201,0.272342,1.015327,0.524707
n4_chain_ae4a6f9d,2,2,4,11.334430,4.682005,6.652425,0.267371,0.963594,1.015327,0.524707
n4_chain_ae4a6f9d,2,3,4,11.806641,5.154215,6.652425,0.962201,0.272342,1.015327,0.524707
n4_chain_ae4a6f9d,3,0,1,10.165795,8.269275,1.896520,0.539655,-0.841886,3.535678,7.642891
n4_chain_b08dfc56,0,0,4,11.618309,1.065613,10.552696,0.809214,0.587514,8.809770,10.207993
n4_chain_b08dfc56,0,1,4,12.397065,1.844370,10.552696,-0.047547,0.998869,8.809770,10.207993
n4_chain_b08dfc56,0,2,4,13.750518,1.065613,12.684905,0.809214,0.587514,8.809770,10.207993
n4_chain_b08dfc56,0,3,4,14.529275,1.844370,12.684905,-0.047547,0.998869,8.809770,10.207993
n4_chain_b08dfc56,1,0,4,16.579530,5.392835,11.186696,1.000000,-0.000994,6.102232,0.631241
n4_chain_b08dfc56,1,1,4,17.301988,5.392835,11.909153,1.000000,-0.000994,6.102232,0.631241
n4_chain_b08dfc56,1,2,4,17.823197,6.636502,11.186696,0.868150,0.496302,6.102232,0.631241
n4_chain_b08dfc56,1,3,4,18.545654,6.636502,11.909153,0.868150,0.496302,6.102232,0.631241
n4_chain_b08dfc56,2,0,2,16.369587,8.188712,8.180874,-0.201516,-0.979485,10.624940,6.954640
n4_chain_b08dfc56,2,1,2,17.603973,9.423099,8.180874,-0.998333,-0.057716,10.624940,6.954640
n4_chain_b08dfc56,3,0,2,9.100524,7.395967,1.704556,0.972200,0.234153,4.255158,7.201155
n4_chain_b08dfc56,3,1,2,9.653301,7.948745,1.704556,0.237101,0.971485,4.255158,7.201155
n4_chain_b144bac4,0,0,4,7.990018,4.247515,3.742502,0.941768,-0.336264,6.963017,7.717534
n4_chain_b144bac4,0,1,4,8.525182,4.782680,3.742502,0.953407,0.301688,6.963017,7.717534
n4_chain_b144bac4,0,2,4,8.840501,4.247515,4.592985,0.941768,-0.336264,6.963017,7.717534
n4_chain_b144bac4,0,3,4,9.375665,4.782680,4.592985,0.953407,0.301688,6.963017,7.717534
n4_chain_b144bac4,1,0,1,9.931630,1.553669,8.377961,-0.964654,0.263521,2.731226,10.793569
n4_chain_b144bac4,2,0,4,15.127114,8.084476,7.042638,0.534346,0.845266,9.361054,2.097872
n4_chain_b144bac4,2,1,4,15.729576,8.084476,7.645101,0.534346,0.845266,9.361054,2.097872
n4_chain_b144bac4,2,2,4,17.985573,10.942935,7.042638,-0.975871,0.218348,9.361054,2.097872
n4_chain_b144bac4,2,3,4,18.588036,10.942935,7.645101,-0.975871,0.218348,9.361054,2.097872
n4_chain_b144bac4,3,0,4,13.256719,7.483456,5.773264,0.993814,0.111053,2.918839,0.523399
n4_chain_b144bac4,3,1,4,13.442086,7.483456,5.958630,0.993814,0.111053,2.918839,0.523399
n4_chain_b144bac4,3,2,4,13.830937,8.057673,5.773264,0.993814,0.111053,2.918839,0.523399
n4_chain_b144bac4,3,3,4,14.016303,8.057673,5.958630,0.993814,0.111053,2.918839,0.523399
n4_chain_b304d1d6,0,0,4,12.032413,8.001548,4.030865,0.989974,-0.141252,2.262332,7.237936
n4_chain_b304d1d6,0,1,4,12.047207,8.016342,4.030865,0.977608,-0.210434,2.262332,7.237936
n4_chain_b304d1d6,0,2,4,12.132405,8.001548,4.130858,0.989974,-0.141252,2.262332,7.237936
n4_chain_b304d1d6,0,3,4,12.147199,8.016342,4.130858,0.977608,-0.210434,2.262332,7.237936
n4_chain_b304d1d6,1,0,4,13.207684,7.700633,5.507050,0.996817,0.079730,0.983362,0.892483
n4_chain_b304d1d6,1,1,4,13.432638,7.925588,5.507050,0.983438,0.181246,0.983362,0.892483
n4_chain_b304d1d6,1,2,4,13.503850,7.700633,5.803217,0.996817,0.079730,0.983362,0.892483
n4_chain_b304d1d6,1,3,4,13.728805,7.925588,5.803217,0.983438,0.181246,0.983362,0.892483
n4_chain_b304d1d6,2,0,4,14.231922,4.867486,9.364436,0.391391,-0.920225,6.163777,5.628266
n4_chain_b304d1d6,2,1,4,14.750433,5.385996,9.364436,-0.029235,-0.999573,6.163777,5.628266
n4_chain_b304d1d6,2,2,4,15.539728,4.867486,10.672242,0.391391,-0.920225,6.163777,5.628266
n4_chain_b304d1d6,2,3,4,16.058238,5.385996,10.672242,-0.029235,-0.999573,6.163777,5.628266
n4_chain_b304d1d6,3,0,2,10.421278,8.803115,1.618163,-0.998669,0.051572,10.588846,7.421489
n4_chain_b304d1d6,3,1,2,11.058423,9.440260,1.618163,-0.976089,-0.217370,10.588846,7.421489
n4_chain_b8620dea,0,0,4,11.548114,8.522097,3.026016,0.555737,-0.831358,2.437940,9.416880
n4_chain_b8620dea,0,1,4,11.799344,8.773327,3.026016,0.614895,-0.788609,2.437940,9.416880
n4_chain_b8620dea,0,2,4,12.590270,8.522097,4.068173,0.555737,-0.831358,2.437940,9.416880
n4_chain_b8620dea,0,3,4,12.841501,8.773327,4.068173,0.614895,-0.788609,2.437940,9.416880
n4_chain_b8620dea,1,0,2,11.506445,10.712342,0.794103,-0.580872,-0.813995,9.184863,9.116386
n4_chain_b8620dea,1,1,2,12.306573,11.512470,0.794103,-0.308332,-0.951279,9.184863,9.116386
n4_chain_b8620dea,2,0,4,11.468017,5.890210,5.577807,-0.263135,0.964759,4.493304,4.752137
n4_chain_b8620dea,2,1,4,12.017306,5.890210,6.127096,-0.263135,0.964759,4.493304,4.752137
n4_chain_b8620dea,2,2,4,12.195879,6.618072,5.577807,0.286025,0.958222,4.493304,4.752137
n4_chain_b8620dea,2,3,4,12.745168,6.618072,6.127096,0.286025,0.958222,4.493304,4.752137
n4_chain_b8620dea,3,0,2,10.636789,0.820081,9.816708,-0.140608,-0.990065,8.627479,4.562166
n4_chain_b8620dea,3,1,2,11.575769,0.820081,10.755688,-0.140608,-0.990065,8.627479,4.562166
n4_chain_ba36dfc1,0,0,4,11.553500,6.012025,5.541474,0.342031,-0.939689,1.564153,6.000559
n4_chain_ba36dfc1,0,1,4,12.142486,6.601011,5.541474,0.325043,0.945699,1.564153,6.000559
n4_chain_ba36dfc1,0,2,4,13.183605,6.012025,7.171580,0.342031,-0.939689,1.564153,6.000559
n4_chain_ba36dfc1,0,3,4,13.772591,6.601011,7.171580,0.325043,0.945699,1.564153,6.000559
n4_chain_ba36dfc1,1,0,4,7.034492,6.137181,0.897311,-0.979881,-0.199582,6.931410,5.035181
n4_chain_ba36dfc1,1,1,4,7.787300,6.137181,1.650119,-0.979881,-0.199582,6.931410,5.035181
n4_chain_ba36dfc1,1,2,4,8.747314,7.850004,0.897311,-0.647157,0.762357,6.931410,5.035181
n4_chain_ba36dfc1,1,3,4,9.500123,7.850004,1.650119,-0.647157,0.762357,6.931410,5.035181
n4_chain_ba36dfc1,2,0,4,7.246447,2.950504,4.295943,0.957962,-0.286897,4.217364,0.607255
n4_chain_ba36dfc1,2,1,4,8.366306,2.950504,5.415802,0.957962,-0.286897,4.217364,0.607255
n4_chain_ba36dfc1,2,2,4,10.006957,5.711014,4.295943,0.135194,0.990819,4.217364,0.607255
n4_chain_ba36dfc1,2,3,4,11.126816,5.711014,5.415802,0.135194,0.990819,4.217364,0.607255
n4_chain_ba36dfc1,3,0,4,3.422461,0.380811,3.041650,-0.476328,-0.879267,3.167032,3.755755
n4_chain_ba36dfc1,3,1,4,3.978657,0.380811,3.597846,-0.476328,-0.879267,3.167032,3.755755
n4_chain_ba36dfc1,3,2,4,4.445787,1.404137,3.041650,0.450564,-0.892744,3.167032,3.755755
n4_chain_ba36dfc1,3,3,4,5.001983,1.404137,3.597846,0.450564,-0.892744,3.167032,3.755755
n4_chain_ba439c51,0,0,4,3.539764,0.497608,3.042155,0.460966,0.887418,6.362120,2.941878
n4_chain_ba439c51,0,1,4,4.205827,1.163671,3.042155,0.691858,0.722034,6.362120,2.941878
n4_chain_ba439c51,0,2,4,6.804980,0.497608,6.307371,0.460966,0.887418,6.362120,2.941878
n4_chain_ba439c51,0,3,4,7.471043,1.163671,6.307371,0.691858,0.722034,6.362120,2.941878
n4_chain_ba439c51,1,0,4,7.584458,2.901246,4.683213,0.858448,0.512901,3.573544,2.051493
n4_chain_ba439c51,1,1,4,7.660698,2.901246,4.759452,0.858448,0.512901,3.573544,2.051493
n4_chain_ba439c51,1,2,4,7.744676,3.061463,4.683213,0.009508,0.999955,3.573544,2.051493
n4_chain_ba439c51,1,3,4,7.820915,3.061463,4.759452,0.009508,0.999955,3.573544,2.051493
n4_chain_ba439c51,2,0,4,3.040822,1.725939,1.314882,-0.243826,-0.969819,4.727693,6.912107
n4_chain_ba439c51,2,1,4,3.069010,1.754128,1.314882,-0.035120,-0.999383,4.727693,6.912107
n4_chain_ba439c51,2,2,4,3.241360,1.725939,1.515421,-0.243826,-0.969819,4.727693,6.912107
n4_chain_ba439c51,2,3,4,3.269549,1.754128,1.515421,-0.035120,-0.999383,4.727693,6.912107
n4_chain_ba439c51,3,0,4,12.263172,8.030099,4.233072,-0.084901,-0.996389,7.170844,5.935230
n4_chain_ba439c51,3,1,4,12.535275,8.030099,4.505176,-0.084901,-0.996389,7.170844,5.935230
n4_chain_ba439c51,3,2,4,13.664811,9.431739,4.233072,-0.846765,0.531968,7.170844,5.935230
n4_chain_ba439c51,3,3,4,13.936915,9.431739,4.505176,-0.846765,0.531968,7.170844,5.935230
n4_chain_ba5c2993,0,0,4,7.710948,3.137659,4.573289,0.568924,0.822390,2.217590,3.663018
n4_chain_ba5c2993,0,1,4,7.729724,3.156435,4.573289,0.684473,0.729038,2.217590,3.663018
n4_chain_ba5c2993,0,2,4,7.801775,3.137659,4.664116,0.568924,0.822390,2.217590,3.663018
n4_chain_ba5c2993,0,3,4,7.820551,3.156435,4.664116,0.684473,0.729038,2.217590,3.663018
n4_chain_ba5c2993,1,0,4,8.621471,4.479189,4.142283,-0.850815,-0.525466,6.401147,1.247934
n4_chain_ba5c2993,1,1,4,8.625914,4.479189,4.146725,-0.850815,-0.525466,6.401147,1.247934
n4_chain_ba5c2993,1,2,4,12.747451,8.605169,4.142283,-0.219517,0.975609,6.401147,1.247934
n4_chain_ba5c2993,1,3,4,12.751894,8.605169,4.146725,-0.219517,0.975609,6.401147,1.247934
n4_chain_ba5c2993,2,0,4,12.327386,6.034471,6.292915,0.090752,-0.995874,6.923606,7.245880
n4_chain_ba5c2993,2,1,4,12.349480,6.056565,6.292915,-0.050546,-0.998722,6.923606,7.245880
n4_chain_ba5c2993,2,2,4,13.375146,6.034471,7.340674,0.090752,-0.995874,6.923606,7.245880
n4_chain_ba5c2993,2,3,4,13.397239,6.056565,7.340674,-0.050546,-0.998722,6.923606,7.245880
n4_chain_ba5c2993,3,0,2,5.724212,0.726947,4.997265,0.759846,-0.650103,0.890245,5.983404
n4_chain_ba5c2993,3,1,2,5.907308,0.726947,5.180361,0.759846,-0.650103,0.890245,5.983404
n4_chain_bb209741,0,0,4,16.439430,9.401409,7.038021,0.436082,-0.899907,4.907995,8.553501
n4_chain_bb209741,0,1,4,17.009758,9.971737,7.038021,0.920211,-0.391422,4.907995,8.553501
n4_chain_bb209741,0,2,4,17.092307,9.401409,7.690898,0.436082,-0.899907,4.907995,8.553501
n4_chain_bb209741,0,3,4,17.662635,9.971737,7.690898,0.920211,-0.391422,4.907995,8.553501
n4_chain_bb209741,1,0,4,19.140876,9.874834,9.266043,-0.892397,-0.451252,9.919224,7.808727
n4_chain_bb209741,1,1,4,19.219901,9.953858,9.266043,-0.927098,-0.374820,9.919224,7.808727
n4_chain_bb209741,1,2,4,20.928505,9.874834,11.053672,-0.892397,-0.451252,9.919224,7.808727
n4_chain_bb209741,1,3,4,21.007530,9.953858,11.053672,-0.927098,-0.374820,9.919224,7.808727
n4_chain_bb209741,2,0,4,18.873363,11.223876,7.649487,0.131717,-0.991287,6.460176,10.630460
n4_chain_bb209741,2,1,4,18.942421,11.292934,7.649487,0.120968,-0.992656,6.460176,10.630460
n4_chain_bb209741,2,2,4,19.001977,11.223876,7.778101,0.131717,-0.991287,6.460176,10.630460
n4_chain_bb209741,2,3,4,19.071036,11.292934,7.778101,0.120968,-0.992656,6.460176,10.630460
n4_chain_bb209741,3,0,2,12.599149,11.194212,1.404938,-0.546965,0.837156,7.719234,2.002678
n4_chain_bb209741,3,1,2,12.873494,11.468556,1.404938,-0.488644,0.872483,7.719234,2.002678
n4_chain_bfd7ddae,0,0,4,7.690846,4.515720,3.175126,-0.164212,-0.986425,5.099693,7.170520
n4_chain_bfd7ddae,0,1,4,7.721473,4.546347,3.175126,-0.228392,-0.973569,5.099693,7.170520
n4_chain_bfd7ddae,0,2,4,8.383623,4.515720,3.867902,-0.164212,-0.986425,5.099693,7.170520
n4_chain_bfd7ddae,0,3,4,8.414249,4.546347,3.867902,-0.228392,-0.973569,5.099693,7.170520
n4_chain_bfd7ddae,1,0,4,13.278743,3.413164,9.865579,-0.689612,0.724179,11.061603,8.762916
n4_chain_bfd7ddae,1,1,4,13.535754,3.413164,10.122590,-0.689612,0.724179,11.061603,8.762916
n4_chain_bfd7ddae,1,2,4,13.576334,3.710755,9.865579,-0.751032,0.660266,11.061603,8.762916
n4_chain_bfd7ddae,1,3,4,13.833345,3.710755,10.122590,-0.751032,0.660266,11.061603,8.762916
n4_chain_bfd7ddae,2,0,4,14.906566,7.226405,7.680161,-0.839044,0.544064,10.747106,1.504328
n4_chain_bfd7ddae,2,1,4,15.470823,7.226405,8.244418,-0.839044,0.544064,10.747106,1.504328
n4_chain_bfd7ddae,2,2,4,16.923546,9.243385,7.680161,-0.981767,0.190089,10.747106,1.504328
n4_chain_bfd7ddae,2,3,4,17.487803,9.243385,8.244418,-0.981767,0.190089,10.747106,1.504328
n4_chain_bfd7ddae,3,0,4,13.123592,3.485131,9.638461,0.269402,-0.963028,7.878330,3.911531
n4_chain_bfd7ddae,3,1,4,13.407685,3.485131,9.922554,0.269402,-0.963028,7.878330,3.911531
n4_chain_bfd7ddae,3,2,4,13.560416,3.921955,9.638461,-0.387016,-0.922073,7.878330,3.911531
n4_chain_bfd7ddae,3,3,4,13.844509,3.921955,9.922554,-0.387016,-0.922073,7.878330,3.911531
n4_chain_c09c402a,0,0,4,11.470566,7.740228,3.730339,0.498712,-0.866768,0.505911,3.988449
n4_chain_c09c402a,0,1,4,11.662084,7.931745,3.730339,0.498712,-0.866768,0.505911,3.988449
n4_chain_c09c402a,0,2,4,11.769897,7.740228,4.029669,0.498712,-0.866768,0.505911,3.988449
n4_chain_c09c402a,0,3,4,11.961414,7.931745,4.029669,0.498712,-0.866768,0.505911,3.988449
n4_chain_c09c402a,1,0,4,18.511787,8.655298,9.856489,-0.670851,-0.741593,9.163067,7.373677
n4_chain_c09c402a,1,1,4,18.690407,8.655298,10.035109,-0.670851,-0.741593,9.163067,7.373677
n4_chain_c09c402a,1,2,4,19.440761,9.584272,9.856489,-0.001658,-0.999999,9.163067,7.373677
n4_chain_c09c402a,1,3,4,19.619381,9.584272,10.035109,-0.001658,-0.999999,9.163067,7.373677
n4_chain_c09c402a,2,0,4,13.441177,6.103658,7.337518,0.997780,-0.066594,1.036939,6.823150
n4_chain_c09c402a,2,1,4,13.463819,6.126300,7.337518,1.000000,-0.000758,1.036939,6.823150
n4_chain_c09c402a,2,2,4,14.260653,6.103658,8.156995,0.997780,-0.066594,1.036939,6.823150
n4_chain_c09c402a,2,3,4,14.283295,6.126300,8.156995,1.000000,-0.000758,1.036939,6.823150
n4_chain_c09c402a,3,0,2,8.578232,2.260105,6.318127,-0.993903,-0.110256,3.056361,9.494878
n4_chain_c09c402a,3,1,2,8.870076,2.260105,6.609971,-0.993903,-0.110256,3.056361,9.494878
n4_chain_c0b9857f,0,0,4,19.048738,8.262366,10.786372,0.976980,-0.213332,5.309728,5.834388
n4_chain_c0b9857f,0,1,4,19.166897,8.380526,10.786372,0.996575,0.082692,5.309728,5.834388
n4_chain_c0b9857f,0,2,4,19.621000,8.262366,11.358634,0.976980,-0.213332,5.309728,5.834388
n4_chain_c0b9857f,0,3,4,19.739160,8.380526,11.358634,0.996575,0.082692,5.309728,5.834388
n4_chain_c0b9857f,1,0,1,5.954782,4.452806,1.501976,0.397589,0.917564,1.216696,0.561887
n4_chain_c0b9857f,2,0,2,15.941872,8.291501,7.650371,-0.997612,-0.069072,9.636836,11.316325
n4_chain_c0b9857f,2,1,2,16.600034,8.949663,7.650371,-0.802041,-0.597269,9.636836,11.316325
n4_chain_c0b9857f,3,0,2,14.932694,8.144797,6.787897,-0.642307,0.766448,10.540911,8.290276
n4_chain_c0b9857f,3,1,2,16.550980,9.763083,6.787897,-0.355694,-0.934602,10.540911,8.290276
n4_chain_c1641c9d,0,0,4,7.129971,4.195049,2.934922,-0.986889,-0.161400,4.691164,4.535969
n4_chain_c1641c9d,0,1,4,7.215987,4.195049,3.020938,-0.986889,-0.161400,4.691164,4.535969
n4_chain_c1641c9d,0,2,4,7.932406,4.997483,2.934922,-0.832329,0.554282,4.691164,4.535969
n4_chain_c1641c9d,0,3,4,8.018421,4.997483,3.020938,-0.832329,0.554282,4.691164,4.535969
n4_chain_c1641c9d,1,0,1,3.370791,1.764433,1.606358,0.782604,0.622520,6.271070,1.063828
n4_chain_c1641c9d,2,0,4,10.657929,4.789094,5.868835,0.729688,0.683780,0.924386,2.694479
n4_chain_c1641c9d,2,1,4,10.727339,4.858504,5.868835,0.821896,0.569638,0.924386,2.694479
n4_chain_c1641c9d,2,2,4,10.817561,4.789094,6.028467,0.729688,0.683780,0.924386,2.694479
n4_chain_c1641c9d,2,3,4,10.886971,4.858504,6.028467,0.821896,0.569638,0.924386,2.694479
n4_chain_c1641c9d,3,0,4,4.312795,0.328852,3.983943,0.641487,0.767134,1.242204,5.460842
n4_chain_c1641c9d,3,1,4,4.719517,0.735574,3.983943,0.769114,-0.639111,1.242204,5.460842
n4_chain_c1641c9d,3,2,4,5.459475,0.328852,5.130622,0.641487,0.767134,1.242204,5.460842
n4_chain_c1641c9d,3,3,4,5.866197,0.735574,5.130622,0.769114,-0.639111,1.242204,5.460842
n4_chain_c1ea0c6c,0,0,4,10.528786,6.152751,4.376035,0.671986,0.740564,4.535191,0.889821
n4_chain_c1ea0c6c,0,1,4,11.402537,6.152751,5.249786,0.671986,0.740564,4.535191,0.889821
n4_chain_c1ea0c6c,0,2,4,11.475879,7.099843,4.376035,0.671986,0.740564,4.535191,0.889821
n4_chain_c1ea0c6c,0,3,4,12.349629,7.099843,5.249786,0.671986,0.740564,4.535191,0.889821
n4_chain_c1ea0c6c,1,0,4,4.943122,2.656022,2.287100,0.980961,-0.194207,1.342763,2.511695
n4_chain_c1ea0c6c,1,1,4,5.470416,3.183316,2.287100,0.909004,0.416787,1.342763,2.511695
n4_chain_c1ea0c6c,1,2,4,5.742497,2.656022,3.086475,0.980961,-0.194207,1.342763,2.511695
n4_chain_c1ea0c6c,1,3,4,6.269791,3.183316,3.086475,0.909004,0.416787,1.342763,2.511695
n4_chain_c1ea0c6c,2,0,4,14.755393,7.939929,6.815463,-0.978564,-0.205941,5.881713,6.900217
n4_chain_c1ea0c6c,2,1,4,15.706264,7.939929,7.766334,-0.978564,-0.205941,5.881713,6.900217
n4_chain_c1ea0c6c,2,2,4,16.717622,9.902159,6.815463,0.845133,-0.534557,5.881713,6.900217
n4_chain_c1ea0c6c,2,3,4,17.668493,9.902159,7.766334,0.845133,-0.534557,5.881713,6.900217
n4_chain_c1ea0c6c,3,0,4,6.074615,2.527310,3.547305,0.413405,0.910547,3.187162,4.960809
n4_chain_c1ea0c6c,3,1,4,7.217411,2.527310,4.690101,0.413405,0.910547,3.187162,4.960809
n4_chain_c1ea0c6c,3,2,4,7.247889,3.700584,3.547305,-0.118194,0.992991,3.187162,4.960809
n4_chain_c1ea0c6c,3,3,4,8.390686,3.700584,4.690101,-0.118194,0.992991,3.187162,4.960809
n4_chain_c23ab1f7,0,0,4,13.303604,7.497914,5.805690,-0.826074,0.563561,7.296994,1.088591
n4_chain_c23ab1f7,0,1,4,13.699815,7.497914,6.201900,-0.826074,0.563561,7.296994,1.088591
n4_chain_c23ab1f7,0,2,4,15.144218,9.338528,5.805690,-0.998445,-0.055752,7.296994,1.088591
n4_chain_c23ab1f7,0,3,4,15.540429,9.338528,6.201900,-0.998445,-0.055752,7.296994,1.088591
n4_chain_c23ab1f7,1,0,4,7.294340,2.244626,5.049714,0.104409,0.994534,5.452864,5.516680
n4_chain_c23ab1f7,1,1,4,8.165989,3.116275,5.049714,0.887622,0.460572,5.452864,5.516680
n4_chain_c23ab1f7,1,2,4,8.291813,2.244626,6.047187,0.104409,0.994534,5.452864,5.516680
n4_chain_c23ab1f7,1,3,4,9.163462,3.116275,6.047187,0.887622,0.460572,5.452864,5.516680
n4_chain_c23ab1f7,2,0,4,13.065352,4.289923,8.775428,-0.941745,-0.336328,5.681346,9.199962
