uid,agent,route_idx,n_routes,length,len1,len2,hx,hy,sx,sy
n3_chain_e78b719a,2,3,4,3.018066,2.275761,0.742305,-0.993291,-0.115645,6.657871,6.290484
n3_chain_e947cc7a,0,0,2,9.721423,6.984923,2.736501,-0.849911,-0.526926,9.308908,7.943027
n3_chain_e947cc7a,0,1,2,9.863617,7.127117,2.736501,-0.938944,-0.344071,9.308908,7.943027
n3_chain_e947cc7a,1,0,4,11.998981,7.548034,4.450946,0.277655,-0.960681,2.366953,8.148791
n3_chain_e947cc7a,1,1,4,12.158499,7.707552,4.450946,0.277655,-0.960681,2.366953,8.148791
n3_chain_e947cc7a,1,2,4,12.908905,7.548034,5.360871,0.277655,-0.960681,2.366953,8.148791
n3_chain_e947cc7a,1,3,4,13.068423,7.707552,5.360871,0.277655,-0.960681,2.366953,8.148791
n3_chain_e947cc7a,2,0,2,8.721306,4.308842,4.412463,0.940375,0.340139,4.392453,6.147211
n3_chain_e947cc7a,2,1,2,8.729097,4.308842,4.420255,0.940375,0.340139,4.392453,6.147211
n3_chain_eafa6271,0,0,4,12.616513,9.507706,3.108806,0.088327,-0.996092,0.817562,4.963776
n3_chain_eafa6271,0,1,4,12.712629,9.603823,3.108806,0.088327,-0.996092,0.817562,4.963776
n3_chain_eafa6271,0,2,4,12.838844,9.507706,3.331137,0.088327,-0.996092,0.817562,4.963776
n3_chain_eafa6271,0,3,4,12.934960,9.603823,3.331137,0.088327,-0.996092,0.817562,4.963776
n3_chain_eafa6271,1,0,4,14.989034,7.618993,7.370041,0.138075,0.990422,5.549483,1.392117
n3_chain_eafa6271,1,1,4,15.383777,7.618993,7.764784,0.138075,0.990422,5.549483,1.392117
n3_chain_eafa6271,1,2,4,16.441877,9.071836,7.370041,0.955439,0.295187,5.549483,1.392117
n3_chain_eafa6271,1,3,4,16.836620,9.071836,7.764784,0.955439,0.295187,5.549483,1.392117
n3_chain_eafa6271,2,0,2,2.263566,1.925210,0.338357,0.500530,0.865719,8.117790,6.491222
n3_chain_eafa6271,2,1,2,2.305524,1.967168,0.338357,-0.038919,0.999242,8.117790,6.491222
n3_chain_eb2291eb,0,0,4,9.288015,3.857108,5.430907,-0.990455,-0.137836,6.393411,4.034227
n3_chain_eb2291eb,0,1,4,9.450124,4.019217,5.430907,-0.826040,-0.563612,6.393411,4.034227
n3_chain_eb2291eb,0,2,4,9.689178,3.857108,5.832069,-0.990455,-0.137836,6.393411,4.034227
n3_chain_eb2291eb,0,3,4,9.851286,4.019217,5.832069,-0.826040,-0.563612,6.393411,4.034227
n3_chain_eb2291eb,1,0,4,9.982320,5.301967,4.680353,0.996785,-0.080121,1.097373,3.642874
n3_chain_eb2291eb,1,1,4,10.259257,5.578904,4.680353,0.974280,0.225340,1.097373,3.642874
n3_chain_eb2291eb,1,2,4,10.388945,5.301967,5.086979,0.996785,-0.080121,1.097373,3.642874
n3_chain_eb2291eb,1,3,4,10.665882,5.578904,5.086979,0.974280,0.225340,1.097373,3.642874
n3_chain_eb2291eb,2,0,4,11.207844,4.388059,6.819785,-0.806416,-0.591348,3.826572,4.577516
n3_chain_eb2291eb,2,1,4,11.265907,4.388059,6.877848,-0.806416,-0.591348,3.826572,4.577516
n3_chain_eb2291eb,2,2,4,11.294165,4.474380,6.819785,-0.986658,-0.162805,3.826572,4.577516
n3_chain_eb2291eb,2,3,4,11.352228,4.474380,6.877848,-0.986658,-0.162805,3.826572,4.577516
n3_chain_ec5a702f,0,0,2,5.464470,1.057864,4.406606,-0.587672,0.809099,7.361648,1.853209
n3_chain_ec5a702f,0,1,2,5.737884,1.057864,4.680019,-0.587672,0.809099,7.361648,1.853209
n3_chain_ec5a702f,1,0,4,10.247677,3.351021,6.896656,-0.956671,0.291170,1.652498,0.613109
n3_chain_ec5a702f,1,1,4,10.731376,3.351021,7.380354,-0.956671,0.291170,1.652498,0.613109
n3_chain_ec5a702f,1,2,4,10.924411,4.027755,6.896656,-0.955657,0.294483,1.652498,0.613109
n3_chain_ec5a702f,1,3,4,11.408109,4.027755,7.380354,-0.955657,0.294483,1.652498,0.613109
n3_chain_ec5a702f,2,0,4,2.694772,0.841985,1.852787,-0.017875,0.999840,1.037941,3.296264
n3_chain_ec5a702f,2,1,4,2.899688,0.841985,2.057703,-0.017875,0.999840,1.037941,3.296264
n3_chain_ec5a702f,2,2,4,2.934421,1.081634,1.852787,0.538216,0.842807,1.037941,3.296264
n3_chain_ec5a702f,2,3,4,3.139337,1.081634,2.057703,0.538216,0.842807,1.037941,3.296264
n3_chain_ee5ce96a,0,0,4,4.022944,2.339340,1.683604,0.210912,0.977505,5.659385,1.708513
n3_chain_ee5ce96a,0,1,4,4.090644,2.407040,1.683604,0.480412,0.877043,5.659385,1.708513
n3_chain_ee5ce96a,0,2,4,5.069371,2.339340,2.730031,0.210912,0.977505,5.659385,1.708513
n3_chain_ee5ce96a,0,3,4,5.137071,2.407040,2.730031,0.480412,0.877043,5.659385,1.708513
n3_chain_ee5ce96a,1,0,4,4.061564,2.700959,1.360605,-0.999830,0.018455,4.003194,5.595820
n3_chain_ee5ce96a,1,1,4,4.353813,2.993208,1.360605,-0.969390,-0.245527,4.003194,5.595820
n3_chain_ee5ce96a,1,2,4,5.340581,2.700959,2.639622,-0.999830,0.018455,4.003194,5.595820
n3_chain_ee5ce96a,1,3,4,5.632830,2.993208,2.639622,-0.969390,-0.245527,4.003194,5.595820
n3_chain_ee5ce96a,2,0,4,8.618715,1.598136,7.020579,-0.974902,-0.222635,7.707708,9.464887
n3_chain_ee5ce96a,2,1,4,9.163470,1.598136,7.565334,-0.974902,-0.222635,7.707708,9.464887
n3_chain_ee5ce96a,2,2,4,10.002950,2.982370,7.020579,-0.999947,-0.010310,7.707708,9.464887
n3_chain_ee5ce96a,2,3,4,10.547705,2.982370,7.565334,-0.999947,-0.010310,7.707708,9.464887
n3_chain_ef971634,0,0,4,7.230828,0.830460,6.400369,0.272826,-0.962063,2.082677,6.393004
n3_chain_ef971634,0,1,4,7.919611,0.830460,7.089151,0.272826,-0.962063,2.082677,6.393004
n3_chain_ef971634,0,2,4,8.418040,2.017672,6.400369,0.740346,0.672226,2.082677,6.393004
n3_chain_ef971634,0,3,4,9.106823,2.017672,7.089151,0.740346,0.672226,2.082677,6.393004
n3_chain_ef971634,1,0,4,10.377813,4.056517,6.321295,0.979390,-0.201977,5.218315,7.313263
n3_chain_ef971634,1,1,4,10.827001,4.505705,6.321295,0.979390,-0.201977,5.218315,7.313263
n3_chain_ef971634,1,2,4,12.823217,4.056517,8.766700,0.979390,-0.201977,5.218315,7.313263
n3_chain_ef971634,1,3,4,13.272405,4.505705,8.766700,0.979390,-0.201977,5.218315,7.313263
n3_chain_ef971634,2,0,4,8.443456,7.457898,0.985558,-0.291301,-0.956631,7.347663,5.613073
n3_chain_ef971634,2,1,4,9.738260,7.457898,2.280362,-0.291301,-0.956631,7.347663,5.613073
n3_chain_ef971634,2,2,4,10.944405,9.958847,0.985558,-0.300334,0.953834,7.347663,5.613073
n3_chain_ef971634,2,3,4,12.239209,9.958847,2.280362,-0.300334,0.953834,7.347663,5.613073
n3_chain_ef9b675c,0,0,4,11.936147,7.602460,4.333687,-0.913948,-0.405831,7.959183,1.758104
n3_chain_ef9b675c,0,1,4,12.616388,8.282701,4.333687,-0.699827,0.714313,7.959183,1.758104
n3_chain_ef9b675c,0,2,4,12.965574,7.602460,5.363114,-0.913948,-0.405831,7.959183,1.758104
n3_chain_ef9b675c,0,3,4,13.645815,8.282701,5.363114,-0.699827,0.714313,7.959183,1.758104
n3_chain_ef9b675c,1,0,4,10.362334,3.994283,6.368051,0.888444,-0.458986,4.925981,5.478854
n3_chain_ef9b675c,1,1,4,10.723798,4.355747,6.368051,0.497662,-0.867371,4.925981,5.478854
n3_chain_ef9b675c,1,2,4,10.881452,3.994283,6.887169,0.888444,-0.458986,4.925981,5.478854
n3_chain_ef9b675c,1,3,4,11.242916,4.355747,6.887169,0.497662,-0.867371,4.925981,5.478854
n3_chain_ef9b675c,2,0,4,10.458260,5.286843,5.171417,0.267371,0.963594,1.015327,0.524707
n3_chain_ef9b675c,2,1,4,10.891674,5.720257,5.171417,0.962201,0.272342,1.015327,0.524707
n3_chain_ef9b675c,2,2,4,11.329331,5.286843,6.042489,0.267371,0.963594,1.015327,0.524707
n3_chain_ef9b675c,2,3,4,11.762745,5.720257,6.042489,0.962201,0.272342,1.015327,0.524707
n3_chain_f1425044,0,0,4,4.773836,1.894364,2.879472,-0.360115,0.932908,4.750333,1.297958
n3_chain_f1425044,0,1,4,4.913679,2.034206,2.879472,-0.654727,0.755866,4.750333,1.297958
n3_chain_f1425044,0,2,4,5.240946,1.894364,3.346582,-0.360115,0.932908,4.750333,1.297958
n3_chain_f1425044,0,3,4,5.380789,2.034206,3.346582,-0.654727,0.755866,4.750333,1.297958
n3_chain_f1425044,1,0,2,8.833745,1.910609,6.923136,-0.075573,-0.997140,7.429906,5.555234
n3_chain_f1425044,1,1,2,10.292463,1.910609,8.381854,-0.075573,-0.997140,7.429906,5.555234
n3_chain_f1425044,2,0,4,10.707379,5.995932,4.711446,0.899268,-0.437397,2.101974,7.304400
n3_chain_f1425044,2,1,4,11.430529,5.995932,5.434597,0.899268,-0.437397,2.101974,7.304400
n3_chain_f1425044,2,2,4,11.533586,6.822139,4.711446,0.994201,-0.107541,2.101974,7.304400
n3_chain_f1425044,2,3,4,12.256736,6.822139,5.434597,0.994201,-0.107541,2.101974,7.304400
n3_chain_f142f748,0,0,4,13.054256,5.637156,7.417099,0.968399,0.249405,3.584496,5.837101
n3_chain_f142f748,0,1,4,13.141472,5.724373,7.417099,0.878871,0.477060,3.584496,5.837101
n3_chain_f142f748,0,2,4,13.973670,5.637156,8.336513,0.968399,0.249405,3.584496,5.837101
n3_chain_f142f748,0,3,4,14.060887,5.724373,8.336513,0.878871,0.477060,3.584496,5.837101
n3_chain_f142f748,1,0,1,15.513851,10.208610,5.305240,-0.015443,-0.999881,11.288109,11.078229
n3_chain_f142f748,2,0,4,7.232774,2.338654,4.894120,-0.922842,-0.385179,8.472689,6.453495
n3_chain_f142f748,2,1,4,7.300963,2.406843,4.894120,-0.845858,-0.533408,8.472689,6.453495
n3_chain_f142f748,2,2,4,7.662040,2.338654,5.323387,-0.922842,-0.385179,8.472689,6.453495
n3_chain_f142f748,2,3,4,7.730229,2.406843,5.323387,-0.845858,-0.533408,8.472689,6.453495
n3_chain_f49a4229,0,0,4,20.194185,10.662522,9.531663,-0.659290,0.751888,10.666386,5.680009
n3_chain_f49a4229,0,1,4,20.648604,11.116941,9.531663,-0.590454,0.807071,10.666386,5.680009
n3_chain_f49a4229,0,2,4,23.658475,10.662522,12.995953,-0.659290,0.751888,10.666386,5.680009
n3_chain_f49a4229,0,3,4,24.112894,11.116941,12.995953,-0.590454,0.807071,10.666386,5.680009
n3_chain_f49a4229,1,0,4,12.738766,6.410290,6.328476,0.842004,0.539472,8.131347,1.679280
n3_chain_f49a4229,1,1,4,13.351825,6.410290,6.941536,0.842004,0.539472,8.131347,1.679280
n3_chain_f49a4229,1,2,4,13.479135,7.150659,6.328476,0.842004,0.539472,8.131347,1.679280
n3_chain_f49a4229,1,3,4,14.092195,7.150659,6.941536,0.842004,0.539472,8.131347,1.679280
n3_chain_f49a4229,2,0,1,1.873317,1.060986,0.812331,0.949956,-0.312384,1.649979,2.720982
n3_chain_f67d5131,0,0,4,15.041737,8.166809,6.874929,-0.315141,0.949045,6.902174,3.446167
n3_chain_f67d5131,0,1,4,15.043105,8.166809,6.876296,-0.315141,0.949045,6.902174,3.446167
n3_chain_f67d5131,0,2,4,15.084769,8.209841,6.874929,-0.214635,0.976694,6.902174,3.446167
n3_chain_f67d5131,0,3,4,15.086137,8.209841,6.876296,-0.214635,0.976694,6.902174,3.446167
n3_chain_f67d5131,1,0,4,5.410347,2.722214,2.688133,-0.995422,0.095581,7.933810,5.736428
n3_chain_f67d5131,1,1,4,6.014795,2.722214,3.292581,-0.995422,0.095581,7.933810,5.736428
n3_chain_f67d5131,1,2,4,6.094437,3.406304,2.688133,0.198387,0.980124,7.933810,5.736428
n3_chain_f67d5131,1,3,4,6.698885,3.406304,3.292581,0.198387,0.980124,7.933810,5.736428
n3_chain_f67d5131,2,0,4,21.591652,11.452731,10.138921,0.778037,0.628219,2.378028,2.934868
n3_chain_f67d5131,2,1,4,21.768467,11.629546,10.138921,0.854921,0.518759,2.378028,2.934868
n3_chain_f67d5131,2,2,4,23.156959,11.452731,11.704228,0.778037,0.628219,2.378028,2.934868
n3_chain_f67d5131,2,3,4,23.333774,11.629546,11.704228,0.854921,0.518759,2.378028,2.934868
n3_chain_f84c8b09,0,0,4,9.702279,6.136274,3.566006,-0.216223,-0.976344,7.312074,6.554602
n3_chain_f84c8b09,0,1,4,10.015047,6.136274,3.878773,-0.216223,-0.976344,7.312074,6.554602
n3_chain_f84c8b09,0,2,4,11.141750,7.575745,3.566006,-0.999752,-0.022253,7.312074,6.554602
n3_chain_f84c8b09,0,3,4,11.454517,7.575745,3.878773,-0.999752,-0.022253,7.312074,6.554602
n3_chain_f84c8b09,1,0,2,5.013653,1.407709,3.605944,-0.094844,-0.995492,3.809466,7.097186
n3_chain_f84c8b09,1,1,2,5.031391,1.425448,3.605944,0.106936,-0.994266,3.809466,7.097186
n3_chain_f84c8b09,2,0,2,4.613393,4.233873,0.379520,-0.145802,0.989314,4.015319,1.981797
n3_chain_f84c8b09,2,1,2,5.545126,4.233873,1.311253,-0.145802,0.989314,4.015319,1.981797
n3_chain_f9a865c2,0,0,4,7.059164,0.839869,6.219295,0.316381,0.948632,1.564153,6.000559
n3_chain_f9a865c2,0,1,4,8.229771,2.010475,6.219295,0.325043,0.945699,1.564153,6.000559
n3_chain_f9a865c2,0,2,4,8.767934,0.839869,7.928065,0.316381,0.948632,1.564153,6.000559
n3_chain_f9a865c2,0,3,4,9.938540,2.010475,7.928065,0.325043,0.945699,1.564153,6.000559
n3_chain_f9a865c2,1,0,4,2.647874,2.365459,0.282414,-0.938965,-0.344012,6.931410,5.035181
n3_chain_f9a865c2,1,1,4,2.789326,2.506911,0.282414,-0.979881,-0.199582,6.931410,5.035181
n3_chain_f9a865c2,1,2,4,3.237513,2.365459,0.872054,-0.938965,-0.344012,6.931410,5.035181
n3_chain_f9a865c2,1,3,4,3.378965,2.506911,0.872054,-0.979881,-0.199582,6.931410,5.035181
n3_chain_f9a865c2,2,0,4,7.448262,0.290996,7.157266,-0.979218,0.202813,4.217364,0.607255
n3_chain_f9a865c2,2,1,4,7.933098,0.775833,7.157266,0.957802,-0.287430,4.217364,0.607255
n3_chain_f9a865c2,2,2,4,8.474283,0.290996,8.183287,-0.979218,0.202813,4.217364,0.607255
n3_chain_f9a865c2,2,3,4,8.959119,0.775833,8.183287,0.957802,-0.287430,4.217364,0.607255
n3_chain_fc634fd9,0,0,4,16.712347,8.488822,8.223526,-0.373806,0.927507,9.108455,2.803939
n3_chain_fc634fd9,0,1,4,16.888727,8.665201,8.223526,-0.192988,0.981201,9.108455,2.803939
n3_chain_fc634fd9,0,2,4,16.910159,8.488822,8.421338,-0.373806,0.927507,9.108455,2.803939
n3_chain_fc634fd9,0,3,4,17.086539,8.665201,8.421338,-0.192988,0.981201,9.108455,2.803939
n3_chain_fc634fd9,1,0,4,11.472392,8.273278,3.199115,-0.912082,-0.410007,8.812330,9.430222
n3_chain_fc634fd9,1,1,4,11.528492,8.273278,3.255214,-0.912082,-0.410007,8.812330,9.430222
n3_chain_fc634fd9,1,2,4,12.552516,9.353401,3.199115,-0.422349,-0.906433,8.812330,9.430222
n3_chain_fc634fd9,1,3,4,12.608615,9.353401,3.255214,-0.422349,-0.906433,8.812330,9.430222
n3_chain_fc634fd9,2,0,4,7.361885,4.575208,2.786677,0.968007,0.250924,0.950918,4.518102
n3_chain_fc634fd9,2,1,4,8.343882,5.557205,2.786677,0.956081,-0.293104,0.950918,4.518102
n3_chain_fc634fd9,2,2,4,8.751453,4.575208,4.176245,0.968007,0.250924,0.950918,4.518102
n3_chain_fc634fd9,2,3,4,9.733450,5.557205,4.176245,0.956081,-0.293104,0.950918,4.518102
n3_chain_ffc42c4a,0,0,4,11.882635,6.277987,5.604647,0.302237,-0.953233,1.918861,9.424103
n3_chain_ffc42c4a,0,1,4,12.922430,7.317783,5.604647,0.999772,0.021364,1.918861,9.424103
n3_chain_ffc42c4a,0,2,4,13.159485,6.277987,6.881498,0.302237,-0.953233,1.918861,9.424103
n3_chain_ffc42c4a,0,3,4,14.199281,7.317783,6.881498,0.999772,0.021364,1.918861,9.424103
n3_chain_ffc42c4a,1,0,4,14.748144,7.005088,7.743056,-0.931519,-0.363694,5.829978,6.609021
n3_chain_ffc42c4a,1,1,4,14.759409,7.016353,7.743056,-0.994125,-0.108235,5.829978,6.609021
n3_chain_ffc42c4a,1,2,4,15.804228,7.005088,8.799140,-0.931519,-0.363694,5.829978,6.609021
n3_chain_ffc42c4a,1,3,4,15.815493,7.016353,8.799140,-0.994125,-0.108235,5.829978,6.609021
n3_chain_ffc42c4a,2,0,4,7.273773,2.358673,4.915100,-0.446214,-0.894927,7.810747,4.943692
n3_chain_ffc42c4a,2,1,4,8.096703,3.181603,4.915100,-0.582427,-0.812883,7.810747,4.943692
n3_chain_ffc42c4a,2,2,4,8.380506,2.358673,6.021833,-0.446214,-0.894927,7.810747,4.943692
n3_chain_ffc42c4a,2,3,4,9.203436,3.181603,6.021833,-0.582427,-0.812883,7.810747,4.943692
n3_fork_010f8837,0,0,4,11.882635,6.277987,5.604647,0.302237,-0.953233,1.918861,9.424103
n3_fork_010f8837,0,1,4,12.922430,7.317783,5.604647,0.999772,0.021364,1.918861,9.424103
n3_fork_010f8837,0,2,4,13.159485,6.277987,6.881498,0.302237,-0.953233,1.918861,9.424103
n3_fork_010f8837,0,3,4,14.199281,7.317783,6.881498,0.999772,0.021364,1.918861,9.424103
n3_fork_010f8837,1,0,4,14.748144,7.005088,7.743056,-0.931519,-0.363694,5.829978,6.609021
n3_fork_010f8837,1,1,4,14.759409,7.016353,7.743056,-0.994125,-0.108235,5.829978,6.609021
n3_fork_010f8837,1,2,4,15.804228,7.005088,8.799140,-0.931519,-0.363694,5.829978,6.609021
n3_fork_010f8837,1,3,4,15.815493,7.016353,8.799140,-0.994125,-0.108235,5.829978,6.609021
n3_fork_010f8837,2,0,4,7.273773,2.358673,4.915100,-0.446214,-0.894927,7.810747,4.943692
n3_fork_010f8837,2,1,4,8.096703,3.181603,4.915100,-0.582427,-0.812883,7.810747,4.943692
n3_fork_010f8837,2,2,4,8.380506,2.358673,6.021833,-0.446214,-0.894927,7.810747,4.943692
n3_fork_010f8837,2,3,4,9.203436,3.181603,6.021833,-0.582427,-0.812883,7.810747,4.943692
n3_fork_02e14e52,0,0,4,16.055874,7.643950,8.411924,-0.570870,-0.821040,2.437940,9.416880
n3_fork_02e14e52,0,1,4,16.356271,7.944346,8.411924,0.555737,-0.831358,2.437940,9.416880
n3_fork_02e14e52,0,2,4,16.834961,7.643950,9.191011,-0.570870,-0.821040,2.437940,9.416880
n3_fork_02e14e52,0,3,4,17.135358,7.944346,9.191011,0.555737,-0.831358,2.437940,9.416880
n3_fork_02e14e52,1,0,2,15.325179,8.384577,6.940601,-0.981718,0.190339,9.184863,9.116386
n3_fork_02e14e52,1,1,2,16.504006,9.563405,6.940601,-0.580872,-0.813995,9.184863,9.116386
n3_fork_02e14e52,2,0,4,7.710768,3.559679,4.151089,-0.538136,-0.842858,4.493304,4.752137
n3_fork_02e14e52,2,1,4,9.611520,3.559679,6.051841,-0.538136,-0.842858,4.493304,4.752137
n3_fork_02e14e52,2,2,4,9.768133,5.617045,4.151089,0.199173,-0.979964,4.493304,4.752137
n3_fork_02e14e52,2,3,4,11.668885,5.617045,6.051841,0.199173,-0.979964,4.493304,4.752137
n3_fork_05b7bd40,0,0,4,12.506283,4.092946,8.413337,-0.254595,-0.967048,4.709724,8.104992
n3_fork_05b7bd40,0,1,4,12.741231,4.092946,8.648285,-0.254595,-0.967048,4.709724,8.104992
n3_fork_05b7bd40,0,2,4,13.500081,5.086744,8.413337,-0.254595,-0.967048,4.709724,8.104992
n3_fork_05b7bd40,0,3,4,13.735029,5.086744,8.648285,-0.254595,-0.967048,4.709724,8.104992
n3_fork_05b7bd40,1,0,2,11.710685,4.653057,7.057629,0.828103,0.560576,1.320747,2.879286
n3_fork_05b7bd40,1,1,2,13.246975,4.653057,8.593918,0.828103,0.560576,1.320747,2.879286
n3_fork_05b7bd40,2,0,4,11.145151,9.041129,2.104022,-0.969084,0.246731,9.554584,4.061211
n3_fork_05b7bd40,2,1,4,11.195240,9.091218,2.104022,-0.995970,0.089686,9.554584,4.061211
n3_fork_05b7bd40,2,2,4,12.234948,9.041129,3.193819,-0.969084,0.246731,9.554584,4.061211
n3_fork_05b7bd40,2,3,4,12.285037,9.091218,3.193819,-0.995970,0.089686,9.554584,4.061211
n3_fork_066e5a92,0,0,4,19.175461,8.766563,10.408898,-0.979251,0.202652,5.095942,3.276830
n3_fork_066e5a92,0,1,4,20.031131,8.766563,11.264568,-0.979251,0.202652,5.095942,3.276830
n3_fork_066e5a92,0,2,4,20.703321,10.294424,10.408898,0.913793,0.406180,5.095942,3.276830
n3_fork_066e5a92,0,3,4,21.558992,10.294424,11.264568,0.913793,0.406180,5.095942,3.276830
n3_fork_066e5a92,1,0,4,20.656241,9.909677,10.746564,-0.933767,0.357881,10.320353,5.975792
n3_fork_066e5a92,1,1,4,21.429609,10.683045,10.746564,-0.970574,0.240805,10.320353,5.975792
n3_fork_066e5a92,1,2,4,21.586500,9.909677,11.676823,-0.933767,0.357881,10.320353,5.975792
n3_fork_066e5a92,1,3,4,22.359868,10.683045,11.676823,-0.970574,0.240805,10.320353,5.975792
n3_fork_066e5a92,2,0,4,18.083403,8.934454,9.148949,0.999996,0.002803,2.164500,3.690854
n3_fork_066e5a92,2,1,4,18.812326,8.934454,9.877872,0.999996,0.002803,2.164500,3.690854
n3_fork_066e5a92,2,2,4,19.131240,9.982291,9.148949,0.253995,0.967206,2.164500,3.690854
n3_fork_066e5a92,2,3,4,19.860163,9.982291,9.877872,0.253995,0.967206,2.164500,3.690854
n3_fork_09b01bcb,0,0,4,12.399659,5.886908,6.512751,0.139072,-0.990282,5.868859,10.655026
n3_fork_09b01bcb,0,1,4,12.597409,6.084659,6.512751,0.049099,-0.998794,5.868859,10.655026
n3_fork_09b01bcb,0,2,4,13.806723,5.886908,7.919815,0.139072,-0.990282,5.868859,10.655026
n3_fork_09b01bcb,0,3,4,14.004474,6.084659,7.919815,0.049099,-0.998794,5.868859,10.655026
n3_fork_09b01bcb,1,0,2,5.781343,3.608672,2.172671,-0.976764,0.214318,7.720221,7.329975
n3_fork_09b01bcb,1,1,2,6.965982,4.793311,2.172671,-0.874063,-0.485813,7.720221,7.329975
n3_fork_09b01bcb,2,0,4,14.713283,7.897729,6.815553,-0.243214,0.969973,7.538056,1.992860
n3_fork_09b01bcb,2,1,4,14.720692,7.905139,6.815553,-0.215378,0.976531,7.538056,1.992860
n3_fork_09b01bcb,2,2,4,16.169478,7.897729,8.271749,-0.243214,0.969973,7.538056,1.992860
n3_fork_09b01bcb,2,3,4,16.176888,7.905139,8.271749,-0.215378,0.976531,7.538056,1.992860
n3_fork_0a3b5f48,0,0,4,7.676884,5.817456,1.859428,0.999226,0.039333,1.981783,0.645426
n3_fork_0a3b5f48,0,1,4,8.678134,5.817456,2.860678,0.999226,0.039333,1.981783,0.645426
n3_fork_0a3b5f48,0,2,4,8.698264,6.838836,1.859428,0.375680,0.926749,1.981783,0.645426
n3_fork_0a3b5f48,0,3,4,9.699514,6.838836,2.860678,0.375680,0.926749,1.981783,0.645426
n3_fork_0a3b5f48,1,0,4,11.985131,8.671007,3.314124,0.799608,0.600522,1.191639,4.095196
n3_fork_0a3b5f48,1,1,4,13.197549,9.883425,3.314124,0.987576,-0.157142,1.191639,4.095196
n3_fork_0a3b5f48,1,2,4,14.013455,8.671007,5.342449,0.799608,0.600522,1.191639,4.095196
n3_fork_0a3b5f48,1,3,4,15.225873,9.883425,5.342449,0.987576,-0.157142,1.191639,4.095196
n3_fork_0a3b5f48,2,0,4,11.542787,6.451318,5.091468,-0.496688,0.867929,9.389376,3.695896
n3_fork_0a3b5f48,2,1,4,11.695442,6.451318,5.244124,-0.496688,0.867929,9.389376,3.695896
n3_fork_0a3b5f48,2,2,4,12.854701,7.763232,5.091468,-0.161027,0.986950,9.389376,3.695896
n3_fork_0a3b5f48,2,3,4,13.007356,7.763232,5.244124,-0.161027,0.986950,9.389376,3.695896
n3_fork_0c76ed21,0,0,2,7.574019,1.992427,5.581592,0.617020,0.786948,4.691164,4.535969
n3_fork_0c76ed21,0,1,2,7.583300,1.992427,5.590873,0.617020,0.786948,4.691164,4.535969
n3_fork_0c76ed21,1,0,4,12.160087,5.543333,6.616754,0.782604,0.622520,6.271070,1.063828
n3_fork_0c76ed21,1,1,4,12.588874,5.543333,7.045541,0.782604,0.622520,6.271070,1.063828
n3_fork_0c76ed21,1,2,4,14.842184,8.225430,6.616754,-0.960766,0.277360,6.271070,1.063828
n3_fork_0c76ed21,1,3,4,15.270971,8.225430,7.045541,-0.960766,0.277360,6.271070,1.063828
n3_fork_0c76ed21,2,0,2,3.298670,1.989698,1.308972,0.831630,0.555330,0.924386,2.694479
n3_fork_0c76ed21,2,1,2,4.397495,1.989698,2.407797,0.831630,0.555330,0.924386,2.694479
n3_fork_0cd47134,0,0,2,3.677147,2.373476,1.303671,0.150698,0.988580,5.846453,1.323693
n3_fork_0cd47134,0,1,2,4.718281,3.414610,1.303671,-0.239691,0.970849,5.846453,1.323693
n3_fork_0cd47134,1,0,2,3.915261,0.160076,3.755185,0.872604,0.488429,1.029526,2.872840
n3_fork_0cd47134,1,1,2,4.933541,0.160076,4.773465,0.872604,0.488429,1.029526,2.872840
n3_fork_0cd47134,2,0,4,7.006172,2.503254,4.502918,-0.802470,-0.596692,5.479420,5.461802
n3_fork_0cd47134,2,1,4,7.133164,2.630246,4.502918,-0.951287,-0.308307,5.479420,5.461802
n3_fork_0cd47134,2,2,4,8.122162,2.503254,5.618908,-0.802470,-0.596692,5.479420,5.461802
n3_fork_0cd47134,2,3,4,8.249154,2.630246,5.618908,-0.951287,-0.308307,5.479420,5.461802
n3_fork_12409f65,0,0,4,13.254253,2.105282,11.148972,0.087360,-0.996177,0.674379,4.580930
n3_fork_12409f65,0,1,4,14.117315,2.968344,11.148972,0.948025,-0.318195,0.674379,4.580930
n3_fork_12409f65,0,2,4,15.019013,2.105282,12.913731,0.087360,-0.996177,0.674379,4.580930
n3_fork_12409f65,0,3,4,15.882075,2.968344,12.913731,0.948025,-0.318195,0.674379,4.580930
n3_fork_12409f65,1,0,2,13.693435,7.001992,6.691442,0.878125,-0.478430,4.177437,4.961413
n3_fork_12409f65,1,1,2,14.350364,7.658922,6.691442,0.975636,-0.219396,4.177437,4.961413
n3_fork_12409f65,2,0,4,12.496974,4.001168,8.495806,-0.538445,-0.842660,10.061131,5.321355
n3_fork_12409f65,2,1,4,12.539960,4.044154,8.495806,-0.538445,-0.842660,10.061131,5.321355
n3_fork_12409f65,2,2,4,13.504709,4.001168,9.503540,-0.538445,-0.842660,10.061131,5.321355
n3_fork_12409f65,2,3,4,13.547695,4.044154,9.503540,-0.538445,-0.842660,10.061131,5.321355
n3_fork_12ae5ae2,0,0,4,15.041737,8.166809,6.874929,-0.315141,0.949045,6.902174,3.446167
n3_fork_12ae5ae2,0,1,4,15.043105,8.166809,6.876296,-0.315141,0.949045,6.902174,3.446167
n3_fork_12ae5ae2,0,2,4,15.084769,8.209841,6.874929,-0.214635,0.976694,6.902174,3.446167
