uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,max_accel,phys_fp
n3_none_eacc8283,8,3,none,12.0,2-3,1.0,0.55,wm_planner,ok,16.5,37.4,38.734,1.213,True,0.9281,0.4318,0,2,6.532,16.4,1.0061,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_cde32ba6,9,3,none,12.0,2-3,1.0,0.55,wm_planner,ok,20.1,52.0,53.679,4.608,True,0.9856,0.4309,0,2,6.312,20.1,1.0,445f7ff,1,300.0,16,16,True,,0,0,14.1445,43ec5c75ad5c
n3_none_d8bb5c8b,0,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.1,35.0,34.682,2.238,True,1.1239,0.3437,0,1,4.64,14.8,1.0878,445f7ff,1,300.0,16,16,True,,0,0,12.6129,43ec5c75ad5c
n3_none_eacc8283,8,3,none,12.0,2-3,1.0,0.55,wm_planner,ok,16.6,37.8,38.718,1.712,True,0.9297,0.3444,0,1,6.471,16.4,1.0122,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_cde32ba6,9,3,none,12.0,2-3,1.0,0.55,lower_bound,ok,20.1,,,,,,,,,0.0,20.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_cde32ba6,9,3,none,12.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,20.1,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_cde32ba6,9,3,none,12.0,2-3,1.0,0.55,wm_planner,ok,20.1,50.3,53.955,2.664,True,0.9273,0.4386,0,1,5.694,20.1,1.0,445f7ff,0,300.0,16,16,True,,0,0,13.398,43ec5c75ad5c
n3_none_3bae6d43,1,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,17.9,40.1,43.299,0.897,True,2.2336,0.3754,0,0,5.376,17.8,1.0056,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_3bae6d43,1,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,17.9,40.1,43.299,0.897,True,2.2336,0.3754,0,0,5.231,17.8,1.0056,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_38067eae,3,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,13.1,,,,,,,,,0.0,13.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_38067eae,3,3,none,12.0,4-6,0.0,0.55,sequential,ok,34.7,69.1,38.302,34.4,True,1.0513,0.4264,0,,0.02,13.1,2.6489,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_38067eae,3,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,14.1,36.5,39.185,1.546,True,0.9679,0.4341,0,4,4.887,13.1,1.0763,445f7ff,0,300.0,16,16,True,,0,0,14.2823,43ec5c75ad5c
n3_none_d8bb5c8b,0,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.1,35.0,34.682,2.238,True,1.1239,0.3437,0,1,6.482,14.8,1.0878,445f7ff,2,300.0,16,16,True,,0,0,12.6129,43ec5c75ad5c
n3_none_cde32ba6,9,3,none,12.0,2-3,1.0,0.55,wm_planner,ok,20.1,50.3,53.955,2.664,True,0.9273,0.4386,0,1,7.795,20.1,1.0,445f7ff,2,300.0,16,16,True,,0,0,13.398,43ec5c75ad5c
n3_none_3bae6d43,1,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,17.8,,,,,,,,,0.0,17.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_3bae6d43,1,3,none,12.0,4-6,0.0,0.55,sequential,ok,39.5,87.0,43.138,47.5,True,0.8911,0.3525,0,,0.038,17.8,2.2191,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_3bae6d43,1,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,17.9,40.1,43.299,0.897,True,2.2336,0.3754,0,0,6.868,17.8,1.0056,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_725fb808,2,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,14.8,,,,,,,,,0.0,14.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_725fb808,2,3,none,12.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,14.8,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_725fb808,2,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.3,45.7,47.012,3.066,True,0.9465,0.3212,0,2,5.818,14.8,1.1014,445f7ff,0,300.0,16,16,True,,0,0,12.0604,43ec5c75ad5c
n3_none_d8bb5c8b,0,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,14.8,,,,,,,,,0.0,14.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_d8bb5c8b,0,3,none,12.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,14.8,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_d8bb5c8b,0,3,none,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,36.7,28.49,10.222,False,1.3501,0.3437,0,1,7.048,14.8,1.2162,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,13.4497,43ec5c75ad5c
n3_none_725fb808,2,3,none,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,50.1,43.436,10.41,False,1.1713,0.3216,0,1,6.681,14.8,1.4189,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n3_none_725fb808,2,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.6,45.8,47.862,2.564,True,0.9296,0.3202,0,4,7.109,14.8,1.0541,445f7ff,2,300.0,16,16,False,,0,0,13.7241,43ec5c75ad5c
n3_none_2952dbcd,4,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.1,35.6,37.141,0.798,True,1.1549,0.3206,0,1,3.736,15.9,1.0126,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_2952dbcd,4,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,15.9,,,,,,,,,0.0,15.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2952dbcd,4,3,none,12.0,4-6,0.0,0.55,sequential,ok,35.0,76.0,36.754,41.0,True,1.3501,0.3931,0,,0.02,15.9,2.2013,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2952dbcd,4,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.9,36.6,37.64,1.383,True,0.9257,0.3206,0,2,4.306,15.9,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.5462,43ec5c75ad5c
n3_none_38067eae,3,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,13.4,38.2,39.392,3.039,True,0.9363,0.4301,0,3,5.031,13.1,1.0229,445f7ff,2,300.0,16,16,True,,0,0,19.9857,43ec5c75ad5c
n3_none_38067eae,3,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,13.6,36.5,39.294,1.513,True,0.9539,0.4349,0,2,6.863,13.1,1.0382,445f7ff,1,300.0,16,16,True,,0,0,16.4801,43ec5c75ad5c
n3_none_2f3220f4,5,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,13.0,34.1,35.043,1.054,True,0.9302,0.3336,0,2,4.055,12.6,1.0317,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_2f3220f4,5,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,13.0,34.1,35.043,1.054,True,0.9302,0.3336,0,2,4.092,12.6,1.0317,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_2952dbcd,4,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.3,35.8,37.515,0.703,True,1.4131,0.3206,0,1,6.262,15.9,1.0252,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_2f3220f4,5,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,12.6,,,,,,,,,0.0,12.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2f3220f4,5,3,none,12.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,12.6,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2f3220f4,5,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,13.0,34.3,35.017,1.204,True,0.9706,0.331,0,1,5.743,12.6,1.0317,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_24828699,7,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,15.3,,,,,,,,,0.0,15.3,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_24828699,7,3,none,12.0,4-6,0.0,0.55,sequential,ok,33.2,62.8,34.456,29.6,True,0.77,0.3476,0,,0.019,15.3,2.1699,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_24828699,7,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.8,35.8,35.951,1.916,True,0.9253,0.3271,0,0,4.572,15.3,1.098,445f7ff,0,300.0,16,16,False,,0,0,12.0,43ec5c75ad5c
n3_none_57c5e06f,6,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,18.3,43.2,47.092,0.474,True,1.8923,0.3223,0,1,5.372,18.1,1.011,445f7ff,1,300.0,16,16,True,,0,0,13.9189,43ec5c75ad5c
n3_none_24828699,7,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,16.6,38.1,36.484,3.801,True,0.9233,0.3202,0,1,4.868,15.3,1.085,445f7ff,2,300.0,16,16,True,,0,0,15.2997,43ec5c75ad5c
n3_none_71ae8674,8,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,11.8,30.7,33.008,0.515,True,1.5643,0.3483,0,0,3.763,11.7,1.0085,445f7ff,2,300.0,16,16,True,,0,0,12.7903,43ec5c75ad5c
n3_none_57c5e06f,6,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,18.4,43.3,47.16,0.534,True,1.8923,0.3223,0,1,5.735,18.1,1.0166,445f7ff,2,300.0,16,16,True,,0,0,14.7862,43ec5c75ad5c
n3_none_24828699,7,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.5,35.8,36.018,1.888,True,0.9317,0.4334,0,2,6.371,15.3,1.0131,445f7ff,1,300.0,16,16,True,,0,0,16.2566,43ec5c75ad5c
n3_none_71ae8674,8,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,11.8,30.7,33.008,0.515,True,1.5643,0.3483,0,0,5.117,11.7,1.0085,445f7ff,1,300.0,16,16,True,,0,0,12.7903,43ec5c75ad5c
n3_none_71ae8674,8,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,11.7,,,,,,,,,0.0,11.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_71ae8674,8,3,none,12.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.7,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_71ae8674,8,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,11.8,30.7,33.008,0.515,True,1.5643,0.3483,0,0,5.336,11.7,1.0085,445f7ff,0,300.0,16,16,True,,0,0,12.7903,43ec5c75ad5c
n3_none_57c5e06f,6,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,18.1,,,,,,,,,0.0,18.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_57c5e06f,6,3,none,12.0,4-6,0.0,0.55,sequential,ok,43.0,77.3,46.948,34.3,True,1.2253,0.3695,0,,0.034,18.1,2.3757,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_57c5e06f,6,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,18.3,43.2,47.106,0.504,True,1.8923,0.3223,0,2,7.668,18.1,1.011,445f7ff,0,300.0,16,16,True,,0,0,14.6121,43ec5c75ad5c
n3_none_83850380,9,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.7,39.5,42.034,0.519,True,1.9299,0.3416,0,0,4.822,15.7,1.0,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_83850380,9,3,none,12.0,4-6,0.0,0.55,lower_bound,ok,15.7,,,,,,,,,0.0,15.7,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_83850380,9,3,none,12.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,15.7,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_83850380,9,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.7,39.5,42.034,0.519,True,1.9299,0.3416,0,0,5.028,15.7,1.0,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_83850380,9,3,none,12.0,4-6,0.0,0.55,wm_planner,ok,15.7,39.5,42.034,0.519,True,1.9299,0.3416,0,0,5.544,15.7,1.0,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_b5bb68bc,0,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,15.2,,,,,,,,,0.0,15.2,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_b5bb68bc,0,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,15.2,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_b5bb68bc,0,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,16.2,34.5,35.137,1.754,True,1.0254,0.3482,0,2,4.662,15.2,1.0658,445f7ff,0,300.0,16,16,True,,0,0,14.351,43ec5c75ad5c
n3_none_98bc0426,1,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,17.8,,,,,,,,,0.0,17.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_98bc0426,1,3,none,12.0,4-6,1.0,0.55,sequential,ok,30.2,68.4,32.041,38.2,True,0.8911,0.3525,0,,0.018,17.8,1.6966,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_98bc0426,1,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,17.9,30.5,32.1,0.626,True,1.6749,0.3754,0,0,3.907,17.8,1.0056,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_98bc0426,1,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,17.9,30.5,32.1,0.626,True,1.6749,0.3754,0,0,3.89,17.8,1.0056,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_98bc0426,1,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,17.9,30.5,32.1,0.626,True,1.6749,0.3754,0,0,4.0,17.8,1.0056,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_b5bb68bc,0,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,16.0,34.2,35.133,1.477,True,1.1116,0.4066,0,2,6.46,15.2,1.0526,445f7ff,1,300.0,16,16,True,,0,0,14.351,43ec5c75ad5c
n3_none_b5bb68bc,0,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,16.2,34.5,35.137,1.754,True,1.0254,0.3482,0,1,6.456,15.2,1.0658,445f7ff,2,300.0,16,16,True,,0,0,14.351,43ec5c75ad5c
n3_none_b954ea71,3,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,15.0,38.7,37.287,3.743,True,0.9444,0.4487,0,2,5.115,13.9,1.0791,445f7ff,1,300.0,16,16,True,,0,0,16.0726,43ec5c75ad5c
n3_none_df767bfc,2,3,none,12.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,51.3,43.466,10.815,False,1.1713,0.3204,0,1,6.763,14.8,1.4865,445f7ff,1,300.0,16,16,True,deadlock: no team progress,0,0,12.0,43ec5c75ad5c
n3_none_df767bfc,2,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,14.8,,,,,,,,,0.0,14.8,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_df767bfc,2,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.8,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_df767bfc,2,3,none,12.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,50.3,43.774,9.508,False,0.9465,0.3201,0,2,6.507,14.8,1.4189,445f7ff,0,300.0,16,16,True,deadlock: no team progress,0,0,12.0604,43ec5c75ad5c
n3_none_7c3209b7,4,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,15.4,41.0,44.369,1.01,True,1.5857,0.3206,0,1,5.139,15.1,1.0199,445f7ff,1,300.0,16,16,True,,0,0,15.4789,43ec5c75ad5c
n3_none_7c3209b7,4,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,15.1,,,,,,,,,0.0,15.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_7c3209b7,4,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,15.1,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_7c3209b7,4,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,15.4,41.0,44.369,1.01,True,1.5857,0.3206,0,1,5.119,15.1,1.0199,445f7ff,0,300.0,16,16,True,,0,0,15.4789,43ec5c75ad5c
n3_none_3aeae9b0,5,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,13.3,37.7,39.202,1.573,True,0.9261,0.3321,0,2,4.583,12.6,1.0556,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_3aeae9b0,5,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,12.6,,,,,,,,,0.0,12.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_3aeae9b0,5,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.6,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_3aeae9b0,5,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,13.1,37.9,38.897,1.953,True,0.9283,0.3208,0,1,4.76,12.6,1.0397,445f7ff,0,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_3aeae9b0,5,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.2,38.0,38.39,2.522,True,0.9241,0.3318,0,2,4.712,12.6,1.127,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_b954ea71,3,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,15.0,37.4,35.424,3.979,True,0.921,0.4349,0,2,6.972,13.9,1.0791,445f7ff,2,300.0,16,16,True,,0,0,13.0742,43ec5c75ad5c
n3_none_b954ea71,3,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,13.9,,,,,,,,,0.0,13.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_b954ea71,3,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.9,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_b954ea71,3,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,15.7,38.8,36.438,4.51,True,0.9219,0.4326,0,2,7.371,13.9,1.1295,445f7ff,0,300.0,16,16,True,,0,0,15.1062,43ec5c75ad5c
n3_none_df767bfc,2,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,16.0,46.2,47.91,2.083,True,0.9296,0.3222,0,4,8.227,14.8,1.0811,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_7c3209b7,4,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,15.4,41.1,44.388,1.13,True,1.5857,0.3235,0,1,7.132,15.1,1.0199,445f7ff,2,300.0,16,16,True,,0,0,15.4789,43ec5c75ad5c
n3_none_0772657a,7,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,13.9,,,,,,,,,0.0,13.9,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_0772657a,7,3,none,12.0,4-6,1.0,0.55,sequential,ok,31.4,60.2,32.89,28.8,True,1.2257,0.3476,0,,0.016,13.9,2.259,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_0772657a,7,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.4,35.7,35.43,2.69,True,0.9049,0.4222,0,1,4.695,13.9,1.036,445f7ff,0,300.0,16,16,True,,0,0,15.9868,43ec5c75ad5c
n3_none_045c567c,8,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,12.2,30.7,33.008,0.515,True,1.5643,0.3483,0,0,3.802,12.1,1.0083,445f7ff,1,300.0,16,16,True,,0,0,12.7903,43ec5c75ad5c
n3_none_045c567c,8,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_045c567c,8,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.1,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_045c567c,8,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,12.2,30.7,33.008,0.515,True,1.5643,0.3483,0,0,3.789,12.1,1.0083,445f7ff,0,300.0,16,16,True,,0,0,12.7903,43ec5c75ad5c
n3_none_8b77bd21,6,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,18.1,,,,,,,,,0.0,18.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_8b77bd21,6,3,none,12.0,4-6,1.0,0.55,sequential,ok,52.2,104.9,57.912,52.7,True,0.8784,0.3695,0,,0.031,18.1,2.884,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_8b77bd21,6,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,19.7,57.6,62.373,2.196,True,0.9797,0.3241,0,0,7.458,18.1,1.0884,445f7ff,0,300.0,16,16,True,,0,0,19.9545,43ec5c75ad5c
n3_none_0772657a,7,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.5,35.3,35.102,2.55,True,0.9203,0.4367,0,0,4.474,13.9,1.0432,445f7ff,1,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_0772657a,7,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,14.8,36.1,35.178,3.328,True,0.9315,0.4239,0,2,4.601,13.9,1.0647,445f7ff,2,300.0,16,16,True,,0,0,12.0,43ec5c75ad5c
n3_none_aaaa12e6,9,3,none,12.0,4-6,1.0,0.55,lower_bound,ok,13.3,,,,,,,,,0.0,13.3,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_aaaa12e6,9,3,none,12.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.3,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_aaaa12e6,9,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,13.5,31.2,30.331,2.019,True,0.9224,0.339,0,1,3.831,13.3,1.015,445f7ff,0,300.0,16,16,True,,0,0,20.3992,43ec5c75ad5c
n3_none_aaaa12e6,9,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,13.4,31.0,30.326,1.859,True,0.9231,0.3346,0,3,3.86,13.3,1.0075,445f7ff,1,300.0,16,16,True,,0,0,20.3992,43ec5c75ad5c
n3_none_045c567c,8,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,12.2,30.7,33.008,0.515,True,1.5643,0.3483,0,0,4.893,12.1,1.0083,445f7ff,2,300.0,16,16,True,,0,0,12.7903,43ec5c75ad5c
n3_none_aaaa12e6,9,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,13.4,31.0,30.324,1.889,True,0.9231,0.339,0,3,5.052,13.3,1.0075,445f7ff,2,300.0,16,16,True,,0,0,20.3992,43ec5c75ad5c
n3_none_8b77bd21,6,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,19.8,57.9,62.939,2.025,True,0.9389,0.3261,0,2,10.401,18.1,1.0939,445f7ff,1,300.0,16,16,True,,0,0,19.9461,43ec5c75ad5c
n3_none_2da9e216,0,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,13.4,38.6,40.01,1.852,True,1.2248,0.3305,0,1,5.866,13.1,1.0229,445f7ff,1,300.0,16,16,True,,0,0,19.0837,43ec5c75ad5c
n3_none_2da9e216,0,3,none,12.0,6-8,0.0,0.55,lower_bound,ok,13.1,,,,,,,,,0.0,13.1,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2da9e216,0,3,none,12.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,13.1,,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2da9e216,0,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,13.5,38.3,39.997,1.489,True,1.0252,0.3267,0,1,5.868,13.1,1.0305,445f7ff,0,300.0,16,16,True,,0,0,20.5004,43ec5c75ad5c
n3_none_8b77bd21,6,3,none,12.0,4-6,1.0,0.55,wm_planner,ok,20.2,58.1,62.827,2.318,True,0.7395,0.3276,0,3,10.553,18.1,1.116,445f7ff,2,300.0,16,16,True,,0,0,16.7331,43ec5c75ad5c
n3_none_2084e55c,1,3,none,12.0,6-8,0.0,0.55,lower_bound,ok,15.6,,,,,,,,,0.0,15.6,1.0,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2084e55c,1,3,none,12.0,6-8,0.0,0.55,sequential,ok,40.9,80.8,43.542,39.9,True,1.5311,0.3994,0,,0.023,15.6,2.6218,445f7ff,0,300.0,,,,,,,,43ec5c75ad5c
n3_none_2084e55c,1,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,15.8,42.4,44.658,0.929,True,0.933,0.3866,0,2,5.191,15.6,1.0128,445f7ff,0,300.0,16,16,True,,0,0,15.2218,43ec5c75ad5c
n3_none_2084e55c,1,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,15.8,42.7,44.539,1.299,True,0.9479,0.3842,0,1,5.256,15.6,1.0128,445f7ff,1,300.0,16,16,True,,0,0,13.5489,43ec5c75ad5c
n3_none_2084e55c,1,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,15.9,42.5,44.723,0.964,True,0.933,0.3866,0,2,5.26,15.6,1.0192,445f7ff,2,300.0,16,16,True,,0,0,16.4792,43ec5c75ad5c
n3_none_ae5f0385,3,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,13.0,35.0,35.596,1.908,True,0.9256,0.4276,0,0,4.429,12.8,1.0156,445f7ff,1,300.0,16,16,True,,0,0,12.0811,43ec5c75ad5c
n3_none_2da9e216,0,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,13.4,39.2,40.148,2.265,True,1.4054,0.3278,0,1,7.203,13.1,1.0229,445f7ff,2,300.0,16,16,True,,0,0,20.5004,43ec5c75ad5c
n3_none_ae5f0385,3,3,none,12.0,6-8,0.0,0.55,wm_planner,ok,13.0,35.0,35.596,1.908,True,0.9256,0.4276,0,0,4.493,12.8,1.0156,445f7ff,2,300.0,16,16,True,,0,0,12.0811,43ec5c75ad5c
