uid,planner_seed,replan_idx,cluster_id,mode_idx,members,agent_tokens,obstacle_tokens,mode,k,n_agents,phase_sig,density,loss_max,loss_sum,loss_min,losses,prog_alone_sum,prog_together_sum,prog_together_min,stalled,blocked,dwell_alone,dwell_together,dedup_key
n2_chain_5fca519e,0,0,0,0,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r00|A>B,2,2,00,0.0707355302630646,0.0,0.0,0.0,"0.00000,0.00000",13.702737899592075,13.702737899592075,4.609808206922414,0,0,26,26,73b2d914503ba045
n2_chain_5fca519e,0,0,0,1,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r00|A>B|cs,2,2,00,0.0707355302630646,0.24563550582965554,0.24563550582965554,0.0,"0.00000,0.24564",13.702737899592075,13.457102393762419,4.364172701092759,0,0,26,26,561eb3c06a9aaf16
n2_chain_5fca519e,0,0,0,2,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r00|B>A|s,2,2,00,0.0707355302630646,0.0,0.0,0.0,"0.00000,0.00000",13.702737899592075,13.702737899592075,4.609808206922414,0,0,26,26,2cdabf20992e1fdd
n2_chain_5fca519e,0,0,0,3,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r01|A>B|s,2,2,00,0.0707355302630646,0.0,0.0,0.0,"0.00000,0.00000",13.702737899592075,13.702737899592075,4.609808206922414,0,0,26,26,83234e930019c10d
n2_chain_5fca519e,0,0,0,4,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r10|B>A|s,2,2,00,0.0707355302630646,1.2773046303142102,1.5770737012666962,0.29976907095248606,"0.29977,1.27730",13.702737899592075,12.125664198325378,3.3325035766082043,0,0,26,26,f4a96809878ca3b5
n2_chain_5fca519e,0,0,0,5,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r02|B>A|cs,2,2,00,0.0707355302630646,1.6487298902386769,3.0242887228847497,1.3755588326460728,"1.64873,1.37556",13.702737899592075,10.678449176707325,3.2342493742763416,0,0,26,26,76ba03dc0670259f
n2_chain_5fca519e,0,0,0,6,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r11|B>A,2,2,00,0.0707355302630646,0.0,0.0,0.0,"0.00000,0.00000",13.702737899592075,13.702737899592075,4.609808206922414,0,0,26,26,c428a38976d193ea
n2_chain_5fca519e,0,0,0,7,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r12|A>B|s,2,2,00,0.0707355302630646,0.0,0.0,0.0,"0.00000,0.00000",13.702737899592075,13.702737899592075,4.609808206922414,0,0,26,26,6129dd1c5ca6b4ec
n2_chain_5fca519e,0,0,0,8,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r12|B>A|cs,2,2,00,0.0707355302630646,3.1975367568265245,5.752146017454945,2.5546092606284203,"3.19754,2.55461",13.702737899592075,7.95059188213713,2.055198946293994,0,0,26,23,cc5f671c288c8de8
n2_chain_5fca519e,0,0,0,9,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r21|B>A|cs,2,2,00,0.0707355302630646,2.1983065203182353,3.328229847134652,1.1299233268164168,"2.19831,1.12992",13.702737899592075,10.374508052457422,3.4798848801059976,0,0,26,26,c6489902b9a6c45b
n2_chain_5fca519e,0,0,0,10,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r30|B>A|s,2,2,00,0.0707355302630646,1.3755588326460728,1.825212439074802,0.4496536064287291,"0.44965,1.37556",13.702737899592075,11.877525460517273,3.2342493742763416,0,0,26,26,cb5f5565f2baad6c
n2_chain_5fca519e,0,0,0,11,"0,1","[[1.39429, 0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [-1.39429, -0.44519, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]","[[-2.74027, 1.82451, 0.92834, 1.49565], [0.86599, 2.3225, 0.715, 0.8221]]",r13|A>B,2,2,00,0.0707355302630646,0.0,0.0,0.0,"0.00000,0.00000",13.702737899592075,13.702737899592075,4.609808206922414,0,0,26,26,0a573319cc7b72e4
