uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_free_steps_calls,n_agent_violations,n_obstacle_violations,min_agent_clearance,min_obstacle_clearance,first_violation_t,n_evals,n_stalled_evals,max_accel,phys_fp
n2_none_875c8d67,3,2,none,10.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,10.5,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_875c8d67,3,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,10.5,14.3,13.891,0.367,True,1.9756,0.324,0,0,2.107,10.5,1.0,950e503,0,300.0,16,16,True,,0,0,0,0,0,115,0,119,0,0,1.975632,0.324004,-1,96,0,12.0,65eb7c9d9016
n2_none_875c8d67,3,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,10.5,14.3,13.891,0.367,True,1.9756,0.324,0,0,2.213,10.5,1.0,950e503,2,300.0,16,16,True,,0,0,0,0,0,115,0,119,0,0,1.975632,0.324004,-1,96,0,12.0,65eb7c9d9016
n2_none_875c8d67,3,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,10.5,14.3,13.891,0.367,True,1.9756,0.324,0,0,2.494,10.5,1.0,950e503,1,300.0,16,16,True,,0,0,0,0,0,115,0,119,0,0,1.975632,0.324004,-1,96,0,12.0,65eb7c9d9016
n2_none_a101f241,9,2,none,10.0,4-6,0.0,0.55,wm_planner,ok,19.7,30.1,29.91,2.008,True,0.9264,0.3213,0,2,7.072,17.1,1.152,950e503,2,300.0,16,16,True,,0,0,0,0,0,221,0,269,0,0,0.92637,0.321321,-1,168,20,21.7688,65eb7c9d9016
n2_none_a101f241,9,2,none,10.0,4-6,0.0,0.55,lower_bound,ok,17.1,,,,,,,,,0.0,17.1,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_a101f241,9,2,none,10.0,4-6,0.0,0.55,sequential,ok,26.6,43.7,27.887,17.1,True,1.4835,0.3452,0,,0.009,17.1,1.5556,950e503,0,300.0,,,,,,,,,,,,,0,0,1.483455,0.345229,-1,,,,65eb7c9d9016
n2_none_a101f241,9,2,none,10.0,4-6,0.0,0.55,wm_planner,ok,19.3,28.9,29.652,1.096,True,1.8056,0.3255,0,0,7.762,17.1,1.1287,950e503,0,300.0,16,16,True,,0,0,0,0,0,234,0,257,0,0,1.805567,0.325477,-1,168,14,12.0,65eb7c9d9016
n2_none_a101f241,9,2,none,10.0,4-6,0.0,0.55,wm_planner,ok,19.4,29.0,29.675,1.129,True,1.7997,0.3255,0,1,7.824,17.1,1.1345,950e503,1,300.0,16,16,True,,0,0,0,0,0,236,0,258,0,0,1.79972,0.325477,-1,168,17,12.0,65eb7c9d9016
n2_none_a80dce28,0,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,14.1,26.3,25.552,2.316,True,0.9225,0.3218,0,0,6.88,12.0,1.175,950e503,2,300.0,16,16,True,,0,0,0,0,0,185,0,235,0,0,0.92254,0.321773,-1,128,9,12.0,65eb7c9d9016
n2_none_2a670244,2,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.9,35.2,36.335,3.015,True,0.921,0.3221,0,2,9.253,16.5,1.0848,950e503,1,300.0,16,15,True,,0,0,0,0,0,258,0,332,0,0,0.920978,0.32213,-1,152,6,13.9264,65eb7c9d9016
n2_none_2a670244,2,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,16.5,,,,,,,,,0.0,16.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_2a670244,2,2,none,10.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,16.5,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_2a670244,2,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.9,34.3,36.893,1.65,True,1.5748,0.3216,0,3,10.061,16.5,1.0848,950e503,0,300.0,16,15,True,,0,0,0,0,0,282,0,323,0,0,1.574795,0.32156,-1,152,19,12.343,65eb7c9d9016
n2_none_0eca829a,4,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,16.6,,,,,,,,,0.0,16.6,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_0eca829a,4,2,none,10.0,4-6,1.0,0.55,sequential,ok,25.5,42.1,27.154,16.6,True,2.6741,0.4025,0,,0.011,16.6,1.5361,950e503,0,300.0,,,,,,,,,,,,,0,0,2.67413,0.402549,-1,,,,65eb7c9d9016
n2_none_0eca829a,4,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,16.9,27.0,27.633,1.341,True,0.9243,0.3468,0,3,7.628,16.6,1.0181,950e503,0,300.0,16,16,True,,0,0,0,0,0,209,0,242,0,0,0.924286,0.346786,-1,144,17,12.0,65eb7c9d9016
n2_none_0eca829a,4,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,18.3,30.7,29.182,3.714,True,0.9212,0.3286,0,2,6.451,16.6,1.1024,950e503,2,300.0,16,16,True,,0,0,0,0,0,178,0,279,0,0,0.921243,0.328559,-1,160,38,12.0,65eb7c9d9016
n2_none_b5127a49,6,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,15.0,,,,,,,,,0.0,15.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_b5127a49,6,2,none,10.0,4-6,1.0,0.55,sequential,ok,23.8,32.6,24.872,8.8,True,1.4173,0.3861,0,,0.013,15.0,1.5867,950e503,0,300.0,,,,,,,,,,,,,0,0,1.417306,0.386067,-1,,,,65eb7c9d9016
n2_none_b5127a49,6,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,16.0,25.3,25.032,1.709,True,3.6983,0.3318,0,2,5.925,15.0,1.0667,950e503,0,300.0,16,16,True,,0,0,0,0,0,187,0,225,0,0,3.698342,0.331773,-1,136,14,12.0,65eb7c9d9016
n2_none_2a670244,2,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.8,35.0,36.91,2.275,True,1.5748,0.3202,0,1,9.614,16.5,1.0788,950e503,2,300.0,16,15,True,,0,0,0,0,0,282,0,330,0,0,1.574795,0.320212,-1,152,7,12.0,65eb7c9d9016
n2_none_b5127a49,6,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,15.6,24.8,25.311,0.976,True,3.661,0.3391,0,0,6.011,15.0,1.04,950e503,1,300.0,16,16,True,,0,0,0,0,0,197,0,220,0,0,3.660962,0.339127,-1,136,12,12.0,65eb7c9d9016
n2_none_0eca829a,4,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.4,28.3,29.246,1.278,True,0.9262,0.3294,0,2,7.732,16.6,1.0482,950e503,1,300.0,16,16,True,,0,0,0,0,0,223,0,255,0,0,0.926216,0.329359,-1,152,31,13.2268,65eb7c9d9016
n2_none_5513f460,5,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.2,32.2,34.113,2.27,True,3.1551,0.32,0,0,7.544,16.0,1.075,950e503,2,300.0,16,16,True,,0,0,0,0,0,254,0,306,0,0,3.155052,0.320031,-1,152,8,12.0,65eb7c9d9016
n2_none_b5127a49,6,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,15.6,24.6,24.986,1.048,True,3.6983,0.3628,0,0,6.703,15.0,1.04,950e503,2,300.0,16,16,True,,0,0,0,0,0,195,0,218,0,0,3.698342,0.362767,-1,136,10,12.0,65eb7c9d9016
n2_none_5513f460,5,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.2,32.2,34.113,2.27,True,3.1551,0.32,0,0,8.859,16.0,1.075,950e503,1,300.0,16,16,True,,0,0,0,0,0,254,0,306,0,0,3.155052,0.320031,-1,152,15,12.0,65eb7c9d9016
n2_none_e251de4b,0,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,8.8,,,,,,,,,0.0,8.8,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_e251de4b,0,2,none,10.0,6-8,0.0,0.55,sequential,ok,14.7,23.5,14.885,8.8,True,3.552,0.4641,0,,0.005,8.8,1.6705,950e503,0,300.0,,,,,,,,,,,,,0,0,3.552048,0.464066,-1,,,,65eb7c9d9016
n2_none_e251de4b,0,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,8.8,14.7,14.913,0.3,True,2.0769,0.447,0,0,2.541,8.8,1.0,950e503,0,300.0,16,16,True,,0,0,0,0,0,123,0,127,0,0,2.076895,0.447037,-1,80,0,12.0,65eb7c9d9016
n2_none_e251de4b,0,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,8.8,14.7,14.913,0.3,True,2.0769,0.447,0,0,2.377,8.8,1.0,950e503,1,300.0,16,16,True,,0,0,0,0,0,123,0,127,0,0,2.076895,0.447037,-1,80,0,12.0,65eb7c9d9016
n2_none_7b79e437,7,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,16.8,33.1,35.763,1.428,True,2.3823,0.3211,0,1,8.182,16.0,1.05,950e503,1,300.0,16,16,True,,0,0,0,0,0,281,0,311,0,0,2.382325,0.321056,-1,144,0,12.0,65eb7c9d9016
n2_none_5513f460,5,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,16.0,,,,,,,,,0.0,16.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_5513f460,5,2,none,10.0,4-6,1.0,0.55,sequential,ok,30.2,44.4,33.907,14.2,True,0.8175,0.344,0,,0.015,16.0,1.8875,950e503,0,300.0,,,,,,,,,,,,,0,0,0.817509,0.344043,-1,,,,65eb7c9d9016
n2_none_5513f460,5,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.2,31.9,34.126,1.92,True,3.1551,0.32,0,0,9.917,16.0,1.075,950e503,0,300.0,16,16,True,,0,0,0,0,0,263,0,303,0,0,3.155052,0.320031,-1,152,7,12.0,65eb7c9d9016
n2_none_e2a4c0f5,1,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,8.3,,,,,,,,,0.0,8.3,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_e2a4c0f5,1,2,none,10.0,6-8,0.0,0.55,sequential,ok,16.3,24.6,16.595,8.3,True,2.9256,0.4996,0,,0.007,8.3,1.9639,950e503,0,300.0,,,,,,,,,,,,,0,0,2.92565,0.499625,-1,,,,65eb7c9d9016
n2_none_e2a4c0f5,1,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,8.3,16.3,16.568,0.214,True,4.8712,0.4587,0,0,2.039,8.3,1.0,950e503,0,300.0,6,6,True,,0,0,0,0,0,135,0,139,0,0,4.871175,0.458708,-1,54,0,12.0,65eb7c9d9016
n2_none_e251de4b,0,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,8.8,14.7,14.913,0.3,True,2.0769,0.447,0,0,2.205,8.8,1.0,950e503,2,300.0,16,16,True,,0,0,0,0,0,123,0,127,0,0,2.076895,0.447037,-1,80,0,12.0,65eb7c9d9016
n2_none_e2a4c0f5,1,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,8.3,16.3,16.568,0.214,True,4.8712,0.4587,0,0,1.612,8.3,1.0,950e503,1,300.0,6,6,True,,0,0,0,0,0,135,0,139,0,0,4.871175,0.458708,-1,54,0,12.0,65eb7c9d9016
n2_none_815fe4bd,8,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,11.7,,,,,,,,,0.0,11.7,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_815fe4bd,8,2,none,10.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.7,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_815fe4bd,8,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,12.5,23.9,22.258,3.459,True,0.9334,0.3323,0,1,5.025,11.7,1.0684,950e503,0,300.0,16,13,True,,0,0,0,0,0,154,0,219,0,0,0.933351,0.332347,-1,112,7,16.4093,65eb7c9d9016
n2_none_e2a4c0f5,1,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,8.3,16.3,16.568,0.214,True,4.8712,0.4587,0,0,1.568,8.3,1.0,950e503,2,300.0,6,6,True,,0,0,0,0,0,135,0,139,0,0,4.871175,0.458708,-1,54,0,12.0,65eb7c9d9016
n2_none_815fe4bd,8,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,13.6,20.6,20.234,1.884,True,0.7948,0.4379,0,0,5.332,11.7,1.1624,950e503,1,300.0,16,10,False,,0,0,0,0,0,148,0,186,0,0,0.794833,0.437873,-1,120,22,12.0,65eb7c9d9016
n2_none_7b79e437,7,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,16.0,,,,,,,,,0.0,16.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_7b79e437,7,2,none,10.0,4-6,1.0,0.55,sequential,ok,31.3,46.6,34.765,15.3,True,2.5748,0.3682,0,,0.013,16.0,1.9563,950e503,0,300.0,,,,,,,,,,,,,0,0,2.57477,0.368229,-1,,,,65eb7c9d9016
n2_none_7b79e437,7,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,17.2,33.7,35.603,2.099,True,0.9208,0.3426,0,2,9.965,16.0,1.075,950e503,0,300.0,16,16,True,,0,0,0,0,0,269,0,317,0,0,0.920844,0.342615,-1,152,5,12.2279,65eb7c9d9016
n2_none_7b79e437,7,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,16.9,33.2,35.508,1.678,True,2.3823,0.3359,0,2,9.507,16.0,1.0563,950e503,2,300.0,16,16,True,,0,0,0,0,0,276,0,312,0,0,2.382325,0.335942,-1,144,4,12.0,65eb7c9d9016
n2_none_815fe4bd,8,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,13.6,20.4,19.451,2.342,True,0.9232,0.4379,0,0,5.939,11.7,1.1624,950e503,2,300.0,16,13,False,,0,0,0,0,0,134,0,184,0,0,0.923219,0.437873,-1,120,22,12.0,65eb7c9d9016
n2_none_48b13ea2,9,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,19.3,29.7,29.91,2.008,True,0.9264,0.3213,0,2,7.26,16.7,1.1557,950e503,2,300.0,16,16,True,,0,0,0,0,0,221,0,269,0,0,0.92637,0.321321,-1,168,16,21.7688,65eb7c9d9016
n2_none_48b13ea2,9,2,none,10.0,4-6,1.0,0.55,lower_bound,ok,16.7,,,,,,,,,0.0,16.7,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_48b13ea2,9,2,none,10.0,4-6,1.0,0.55,sequential,ok,26.2,42.9,27.887,16.7,True,1.4835,0.3452,0,,0.01,16.7,1.5689,950e503,0,300.0,,,,,,,,,,,,,0,0,1.483455,0.345229,-1,,,,65eb7c9d9016
n2_none_48b13ea2,9,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,18.9,28.5,29.652,1.096,True,1.8056,0.3255,0,0,7.91,16.7,1.1317,950e503,0,300.0,16,16,True,,0,0,0,0,0,234,0,257,0,0,1.805567,0.325477,-1,160,15,12.0,65eb7c9d9016
n2_none_b9463a59,2,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,11.8,21.9,22.982,0.881,True,0.972,0.3206,0,0,4.743,11.0,1.0727,950e503,1,300.0,16,16,True,,0,0,0,0,0,173,0,199,0,0,0.971981,0.320587,-1,104,4,17.5805,65eb7c9d9016
n2_none_b9463a59,2,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,11.8,21.9,22.565,1.228,True,0.972,0.3206,0,0,5.0,11.0,1.0727,950e503,2,300.0,16,16,True,,0,0,0,0,0,168,0,199,0,0,0.971981,0.320587,-1,104,6,17.5805,65eb7c9d9016
n2_none_48b13ea2,9,2,none,10.0,4-6,1.0,0.55,wm_planner,ok,19.0,28.6,29.675,1.129,True,1.7997,0.3255,0,1,8.395,16.7,1.1377,950e503,1,300.0,16,16,True,,0,0,0,0,0,236,0,258,0,0,1.79972,0.325477,-1,160,14,12.0,65eb7c9d9016
n2_none_b9463a59,2,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,11.0,,,,,,,,,0.0,11.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_b9463a59,2,2,none,10.0,6-8,0.0,0.55,sequential,ok,20.7,30.4,22.22,9.7,True,1.1524,0.3978,0,,0.009,11.0,1.8818,950e503,0,300.0,,,,,,,,,,,,,0,0,1.152388,0.397782,-1,,,,65eb7c9d9016
n2_none_b9463a59,2,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,11.7,21.8,22.53,1.168,True,1.0103,0.3308,0,1,6.161,11.0,1.0636,950e503,0,300.0,16,16,True,,0,0,0,0,0,169,0,198,0,0,1.01027,0.330834,-1,104,1,15.1232,65eb7c9d9016
n2_none_d4ce92a4,7,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,6.4,,,,,,,,,0.0,6.4,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_d4ce92a4,7,2,none,10.0,6-8,0.0,0.55,sequential,ok,10.7,15.0,9.202,4.3,True,7.7785,0.5059,0,,0.007,6.4,1.6719,950e503,0,300.0,,,,,,,,,,,,,0,0,7.778528,0.505911,-1,,,,65eb7c9d9016
n2_none_d4ce92a4,7,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,6.5,11.0,9.542,0.32,True,7.8785,0.4783,0,0,1.463,6.4,1.0156,950e503,0,300.0,16,16,True,,0,0,0,0,0,76,0,82,0,0,7.878498,0.478269,-1,64,0,16.1464,65eb7c9d9016
n2_none_5277776c,5,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.5,24.7,25.589,0.356,True,1.8752,0.3294,0,1,5.167,14.5,1.0,950e503,1,300.0,16,16,True,,0,0,0,0,0,209,0,215,0,0,1.875244,0.329419,-1,128,0,12.0,65eb7c9d9016
n2_none_d4ce92a4,7,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,6.5,11.1,9.55,0.457,True,7.7432,0.5059,0,0,1.741,6.4,1.0156,950e503,1,300.0,16,16,True,,0,0,0,0,0,74,0,83,0,0,7.743234,0.505911,-1,64,0,15.1734,65eb7c9d9016
n2_none_042cea1b,4,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.9,25.2,25.496,1.263,True,3.4692,0.3227,0,0,5.852,14.0,1.0643,950e503,1,300.0,16,13,True,,0,0,0,0,0,198,0,224,0,0,3.469201,0.322731,-1,128,10,14.4801,65eb7c9d9016
n2_none_d4ce92a4,7,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,6.5,11.1,9.477,0.474,True,7.85,0.4783,0,0,1.243,6.4,1.0156,950e503,2,300.0,16,16,True,,0,0,0,0,0,73,0,83,0,0,7.849963,0.478269,-1,64,1,15.2026,65eb7c9d9016
n2_none_718864ac,3,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.6,26.4,27.594,1.151,True,4.5667,0.4306,0,0,6.769,14.0,1.0429,950e503,1,300.0,16,16,True,,0,0,0,0,0,218,0,240,0,0,4.566719,0.430559,-1,128,0,13.2331,65eb7c9d9016
n2_none_5277776c,5,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.8,25.0,25.569,0.653,True,1.8808,0.3262,0,1,5.238,14.5,1.0207,950e503,2,300.0,16,16,False,,0,0,0,0,0,206,0,218,0,0,1.880792,0.326164,-1,128,0,12.0,65eb7c9d9016
n2_none_ce6b9250,6,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,9.4,,,,,,,,,0.0,9.4,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_ce6b9250,6,2,none,10.0,6-8,0.0,0.55,sequential,ok,17.8,26.2,18.799,8.4,True,1.9491,0.4803,0,,0.006,9.4,1.8936,950e503,0,300.0,,,,,,,,,,,,,0,0,1.949054,0.480295,-1,,,,65eb7c9d9016
n2_none_ce6b9250,6,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,9.4,18.4,19.425,0.321,True,2.4266,0.5026,0,0,3.519,9.4,1.0,950e503,0,300.0,16,16,True,,0,0,0,0,0,160,0,164,0,0,2.426637,0.502598,-1,88,4,12.0,65eb7c9d9016
n2_none_718864ac,3,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,14.0,,,,,,,,,0.0,14.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_718864ac,3,2,none,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,14.0,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_718864ac,3,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.6,26.4,27.619,1.119,True,4.5667,0.4306,0,0,7.341,14.0,1.0429,950e503,0,300.0,16,16,True,,0,0,0,0,0,218,0,240,0,0,4.566719,0.430559,-1,128,0,16.1657,65eb7c9d9016
n2_none_5277776c,5,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,14.5,,,,,,,,,0.0,14.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_5277776c,5,2,none,10.0,6-8,0.0,0.55,sequential,ok,24.7,39.2,25.574,14.5,True,0.9092,0.3866,0,,0.011,14.5,1.7034,950e503,0,300.0,,,,,,,,,,,,,0,0,0.909233,0.386617,-1,,,,65eb7c9d9016
n2_none_5277776c,5,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.5,24.7,25.589,0.356,True,1.8752,0.3294,0,1,6.308,14.5,1.0,950e503,0,300.0,16,16,True,,0,0,0,0,0,209,0,215,0,0,1.875244,0.329419,-1,128,0,12.0,65eb7c9d9016
n2_none_042cea1b,4,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,14.0,,,,,,,,,0.0,14.0,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_042cea1b,4,2,none,10.0,6-8,0.0,0.55,sequential,ok,24.0,38.0,25.198,14.0,True,0.937,0.348,0,,0.017,14.0,1.7143,950e503,0,300.0,,,,,,,,,,,,,0,0,0.937009,0.347965,-1,,,,65eb7c9d9016
n2_none_042cea1b,4,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.9,25.2,25.496,1.263,True,3.4692,0.3227,0,0,6.998,14.0,1.0643,950e503,0,300.0,16,15,True,,0,0,0,0,0,198,0,224,0,0,3.469201,0.322731,-1,128,14,14.4801,65eb7c9d9016
n2_none_b198db3b,8,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,7.5,,,,,,,,,0.0,7.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_b198db3b,8,2,none,10.0,6-8,0.0,0.55,sequential,ok,9.8,17.3,9.459,7.5,True,4.8648,0.5897,0,,0.004,7.5,1.3067,950e503,0,300.0,,,,,,,,,,,,,0,0,4.864806,0.589657,-1,,,,65eb7c9d9016
n2_none_b198db3b,8,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,7.6,9.9,9.708,0.311,True,3.3817,0.5579,0,0,1.411,7.5,1.0133,950e503,0,300.0,16,16,True,,0,0,0,0,0,79,0,83,0,0,3.381653,0.557914,-1,72,0,16.0691,65eb7c9d9016
n2_none_ce6b9250,6,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,9.4,18.3,19.404,0.274,True,2.4951,0.4828,0,0,3.401,9.4,1.0,950e503,2,300.0,16,16,True,,0,0,0,0,0,159,0,163,0,0,2.495076,0.482834,-1,88,0,12.0,65eb7c9d9016
n2_none_718864ac,3,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.6,26.4,27.619,1.119,True,4.5667,0.4306,0,0,7.426,14.0,1.0429,950e503,2,300.0,16,16,True,,0,0,0,0,0,218,0,240,0,0,4.566719,0.430559,-1,128,1,16.1657,65eb7c9d9016
n2_none_042cea1b,4,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,14.9,25.2,25.496,1.263,True,3.4692,0.3227,0,0,7.082,14.0,1.0643,950e503,2,300.0,16,15,True,,0,0,0,0,0,198,0,224,0,0,3.469201,0.322731,-1,128,16,14.4801,65eb7c9d9016
n2_none_b198db3b,8,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,7.6,9.9,9.696,0.293,True,3.3817,0.5579,0,0,1.917,7.5,1.0133,950e503,1,300.0,16,16,True,,0,0,0,0,0,79,0,83,0,0,3.381653,0.557914,-1,72,0,13.2601,65eb7c9d9016
n2_none_b198db3b,8,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,7.6,9.9,9.675,0.311,True,3.3817,0.5579,0,0,1.942,7.5,1.0133,950e503,2,300.0,16,16,True,,0,0,0,0,0,79,0,83,0,0,3.381653,0.557914,-1,72,0,13.792,65eb7c9d9016
n2_none_ce6b9250,6,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,9.4,18.4,19.476,0.321,True,2.3221,0.4828,0,0,4.59,9.4,1.0,950e503,1,300.0,16,16,True,,0,0,0,0,0,160,0,164,0,0,2.322104,0.482834,-1,88,2,12.0,65eb7c9d9016
n2_none_5556ecb9,9,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,11.7,23.3,23.626,0.929,True,1.2961,0.3294,0,1,4.773,11.4,1.0263,950e503,1,300.0,16,16,True,,0,0,0,0,0,180,0,205,0,0,1.296057,0.329424,-1,104,0,12.0,65eb7c9d9016
n2_none_17fbe1a4,0,2,none,10.0,6-8,1.0,0.55,lower_bound,ok,15.5,,,,,,,,,0.0,15.5,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_17fbe1a4,0,2,none,10.0,6-8,1.0,0.55,sequential,ok,22.2,37.7,23.391,15.5,True,0.9053,0.4031,0,,0.009,15.5,1.4323,950e503,0,300.0,,,,,,,,,,,,,0,0,0.905322,0.403083,-1,,,,65eb7c9d9016
n2_none_17fbe1a4,0,2,none,10.0,6-8,1.0,0.55,wm_planner,ok,15.9,22.6,23.421,0.764,True,1.6657,0.3468,0,1,4.571,15.5,1.0258,950e503,0,300.0,16,16,True,,0,0,0,0,0,186,0,202,0,0,1.665743,0.346841,-1,136,0,12.0,65eb7c9d9016
n2_none_5556ecb9,9,2,none,10.0,6-8,0.0,0.55,lower_bound,ok,11.4,,,,,,,,,0.0,11.4,1.0,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_5556ecb9,9,2,none,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.4,,950e503,0,300.0,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_none_5556ecb9,9,2,none,10.0,6-8,0.0,0.55,wm_planner,ok,11.8,23.3,23.638,0.928,True,1.1197,0.3245,0,3,5.063,11.4,1.0351,950e503,0,300.0,16,16,True,,0,0,0,0,0,181,0,205,0,0,1.119718,0.324454,-1,104,0,12.0,65eb7c9d9016
n2_none_17fbe1a4,0,2,none,10.0,6-8,1.0,0.55,wm_planner,ok,16.1,22.8,23.416,0.929,True,1.6657,0.3283,0,0,4.673,15.5,1.0387,950e503,2,300.0,16,16,True,,0,0,0,0,0,186,0,204,0,0,1.665743,0.328306,-1,144,0,12.0,65eb7c9d9016
