uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_evals,n_stalled_evals,max_accel,phys_fp
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.8,20.4,16.398,4.858,True,2.5134,0.3208,0,4,1.343,10.1,1.4653,88755d1,2,300.0,12,12,True,,5,2,0,3,0,95,17,124,0,4.8442,34f7729fcabc
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.8,19.2,14.503,4.788,True,0.9484,0.762,0,0,1.384,8.5,1.1529,88755d1,2,300.0,16,16,True,,3,1,0,2,0,85,25,88,0,5.5558,34f7729fcabc
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.1,,,,,,,,,0.0,10.1,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,sequential,ok,14.1,19.3,14.239,5.2,True,1.2616,0.3467,0,,0.004,10.1,1.396,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.8,20.4,16.398,4.858,True,2.5134,0.3208,0,4,1.571,10.1,1.4653,88755d1,0,300.0,12,12,True,,5,2,0,3,0,95,17,124,0,4.8442,34f7729fcabc
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.8,20.4,16.398,4.858,True,2.5134,0.3208,0,4,1.581,10.1,1.4653,88755d1,1,300.0,12,12,True,,5,2,0,3,0,95,17,124,0,4.8442,34f7729fcabc
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,8.5,,,,,,,,,0.0,8.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,8.5,,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.6,19.2,14.552,4.747,True,0.8127,0.7155,0,2,1.599,8.5,1.1294,88755d1,0,300.0,16,16,True,,4,2,0,2,0,68,22,88,0,9.4584,34f7729fcabc
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,9.5,,,,,,,,,0.0,9.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,sequential,ok,12.7,21.6,11.224,8.9,True,2.867,0.466,0,,0.003,9.5,1.3368,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,5.694,17.255,False,2.867,0.3229,0,0,1.694,9.5,1.1579,88755d1,0,300.0,12,12,True,deadlock: no team progress,0,0,0,0,0,39,170,92,0,3.0,34f7729fcabc
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,28.1,10.75,16.771,False,3.1022,0.3051,0,3,2.311,9.3,1.828,88755d1,1,300.0,16,16,True,deadlock: no team progress,3,2,0,1,0,58,149,144,0,9.0105,34f7729fcabc
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.7,19.4,14.447,5.035,True,0.8127,0.7362,0,2,2.333,8.5,1.1412,88755d1,1,300.0,16,16,True,,4,2,0,2,0,73,26,88,0,9.6496,34f7729fcabc
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,5.694,17.255,False,2.867,0.3229,0,0,2.463,9.5,1.1579,88755d1,2,300.0,12,12,True,deadlock: no team progress,0,0,0,0,0,39,170,92,0,3.0,34f7729fcabc
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,5.694,17.255,False,2.867,0.3229,0,0,2.499,9.5,1.1579,88755d1,1,300.0,12,12,True,deadlock: no team progress,0,0,0,0,0,39,170,92,0,3.0,34f7729fcabc
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.1,,,,,,,,,0.0,11.1,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.9,29.0,19.241,11.1,True,0.8088,0.4239,0,,0.007,11.1,1.6126,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.6,23.1,19.585,5.287,True,2.4363,0.3767,0,3,2.847,11.1,1.1351,88755d1,0,300.0,16,16,True,,2,1,0,1,0,125,31,112,0,3.9279,34f7729fcabc
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,22.6,19.679,4.742,True,2.4363,0.3585,0,1,2.956,11.1,1.0901,88755d1,1,300.0,16,16,True,,3,1,0,2,0,133,29,112,0,3.9279,34f7729fcabc
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.1,22.6,19.679,4.742,True,2.4363,0.3585,0,1,2.97,11.1,1.0901,88755d1,2,300.0,16,16,True,,3,1,0,2,0,133,29,112,0,3.9279,34f7729fcabc
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.4,25.0,17.749,7.6,True,2.972,0.3918,0,,0.003,10.2,1.7059,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.4,21.0,18.785,3.029,True,1.0641,0.3408,0,2,1.383,10.2,1.2157,88755d1,0,300.0,16,1,True,,5,2,0,3,0,115,6,112,0,8.9958,34f7729fcabc
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.0,24.3,17.987,6.3,True,1.6358,0.4114,0,,0.003,13.2,1.3636,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.6,22.6,18.723,4.288,True,0.9216,0.3221,0,4,1.965,13.2,1.1818,88755d1,0,300.0,16,16,True,,6,2,0,4,0,121,23,136,0,7.2904,34f7729fcabc
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,sequential,ok,14.6,23.2,14.422,8.6,True,3.4653,0.4059,0,,0.006,9.3,1.5699,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,28.2,10.695,16.907,False,3.1008,0.3051,0,3,3.33,9.3,1.828,88755d1,0,300.0,16,16,True,deadlock: no team progress,4,2,0,2,0,57,149,144,0,6.8491,34f7729fcabc
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,28.1,10.674,16.835,False,3.1022,0.3051,0,3,3.367,9.3,1.828,88755d1,2,300.0,16,16,True,deadlock: no team progress,3,2,0,1,0,58,148,144,0,9.0105,34f7729fcabc
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,7.8,,,,,,,,,0.0,7.8,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,sequential,ok,11.7,19.5,10.932,7.8,True,1.9208,0.8647,0,,0.003,7.8,1.5,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,15.3,11.258,3.641,True,3.8149,0.8647,0,0,1.073,7.8,1.0769,88755d1,0,300.0,16,16,True,,3,2,0,1,0,74,27,80,0,9.349,34f7729fcabc
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.9,20.4,18.532,2.65,True,1.0744,0.3216,0,5,1.74,10.2,1.1667,88755d1,1,300.0,16,3,True,,4,2,0,2,0,99,1,104,0,7.5092,34f7729fcabc
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.9,20.4,18.544,2.628,True,1.1449,0.3216,0,3,1.761,10.2,1.1667,88755d1,2,300.0,16,1,True,,6,2,0,4,0,114,2,104,0,7.1929,34f7729fcabc
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.8,22.8,18.953,4.287,True,0.9248,0.3221,0,3,2.098,13.2,1.197,88755d1,1,300.0,16,16,True,,6,2,0,4,0,123,23,136,0,7.2904,34f7729fcabc
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.8,22.8,18.941,4.295,True,0.933,0.3221,0,3,2.053,13.2,1.197,88755d1,2,300.0,16,16,True,,6,2,0,4,0,124,23,136,0,7.2904,34f7729fcabc
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,15.3,11.258,3.641,True,3.8149,0.8647,0,0,1.51,7.8,1.0769,88755d1,1,300.0,16,16,True,,3,2,0,1,0,74,27,80,0,9.349,34f7729fcabc
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,6.5,,,,,,,,,0.0,6.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.7,18.2,11.413,6.5,True,2.5347,0.4599,0,,0.002,6.5,1.8,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,6.8,12.6,11.518,1.126,True,0.9367,0.4422,0,0,0.603,6.5,1.0462,88755d1,0,300.0,12,12,True,,4,2,0,2,0,73,1,60,0,9.4909,34f7729fcabc
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,15.3,11.016,3.842,True,3.8149,0.8647,0,0,1.562,7.8,1.0769,88755d1,2,300.0,16,16,True,,4,2,0,2,0,75,27,80,0,9.349,34f7729fcabc
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,6.8,12.6,11.518,1.126,True,0.9367,0.4422,0,0,0.876,6.5,1.0462,88755d1,1,300.0,12,12,True,,4,2,0,2,0,73,1,60,0,9.4909,34f7729fcabc
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,6.8,12.6,11.518,1.126,True,0.9367,0.4422,0,0,1.257,6.5,1.0462,88755d1,2,300.0,12,12,True,,4,2,0,2,0,73,1,60,0,9.4909,34f7729fcabc
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.7,28.6,19.376,9.9,True,1.0228,0.4123,0,,0.003,10.6,1.7642,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.854,14.622,False,4.9477,0.3206,0,0,2.1,10.6,1.0377,88755d1,0,300.0,16,13,True,deadlock: no team progress,0,0,0,0,0,62,64,96,0,3.0,34f7729fcabc
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.3,23.3,18.249,5.816,True,1.2538,0.32,0,4,2.479,11.5,1.1565,88755d1,1,300.0,16,8,True,,4,2,0,2,0,91,35,120,0,8.794,34f7729fcabc
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.8,26.8,18.189,9.0,True,1.1895,0.4006,0,,0.005,11.5,1.5478,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.2,23.8,18.83,5.798,True,1.2685,0.3201,0,2,2.882,11.5,1.1478,88755d1,0,300.0,16,10,True,,4,2,0,2,0,112,36,120,0,10.4099,34f7729fcabc
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.736,14.72,False,5.114,0.3206,0,0,2.47,10.6,1.0377,88755d1,1,300.0,16,10,True,deadlock: no team progress,0,0,0,0,0,61,65,96,0,3.0,34f7729fcabc
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.736,14.72,False,5.114,0.3206,0,0,2.258,10.6,1.0377,88755d1,2,300.0,16,13,True,deadlock: no team progress,0,0,0,0,0,61,65,96,0,3.0,34f7729fcabc
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.6,24.2,18.485,6.489,True,1.2453,0.32,0,1,3.039,11.5,1.1826,88755d1,2,300.0,16,8,True,,2,1,0,1,0,104,41,120,0,9.4189,34f7729fcabc
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,9.3,,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,6.196,18.837,False,0.9373,0.3889,0,1,2.352,9.3,1.2903,88755d1,0,300.0,16,16,True,deadlock: no team progress,0,0,0,0,0,25,105,104,0,3.0,34f7729fcabc
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,10.0,20.0,5.504,15.413,False,0.7002,0.7885,0,0,2.21,9.3,1.0753,88755d1,2,300.0,16,16,False,deadlock: no team progress,2,0,0,0,2,93,86,88,0,5.2257,34f7729fcabc
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,8.7,,,,,,,,,0.0,8.7,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.9,20.4,11.224,8.5,True,2.867,0.466,0,,0.002,8.7,1.3678,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,5.694,17.255,False,2.867,0.3229,0,0,1.411,8.7,1.2644,88755d1,0,300.0,12,12,True,deadlock: no team progress,0,0,0,0,0,39,170,92,0,3.0,34f7729fcabc
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,28.0,8.476,20.937,False,0.7002,0.4311,0,1,3.167,13.0,1.0769,88755d1,2,300.0,16,16,True,deadlock: no team progress,1,0,0,0,1,107,131,120,0,6.4008,34f7729fcabc
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,10.0,20.0,5.617,15.319,False,0.7002,0.7066,0,0,3.297,9.3,1.0753,88755d1,1,300.0,16,16,True,deadlock: no team progress,1,0,0,0,1,92,85,88,0,5.9703,34f7729fcabc
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,5.694,17.255,False,2.867,0.3229,0,0,1.923,8.7,1.2644,88755d1,1,300.0,12,12,True,deadlock: no team progress,0,0,0,0,0,39,170,92,0,3.0,34f7729fcabc
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,7.3,,,,,,,,,0.0,7.3,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.6,15.9,10.755,4.3,True,1.1229,0.4983,0,,0.003,7.3,1.589,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.1,13.8,11.179,2.172,True,0.9769,0.4991,0,0,1.029,7.3,1.1096,88755d1,0,300.0,12,12,True,,3,2,0,1,0,65,0,76,0,9.6614,34f7729fcabc
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,5.694,17.255,False,2.867,0.3229,0,0,2.281,8.7,1.2644,88755d1,2,300.0,12,12,True,deadlock: no team progress,0,0,0,0,0,39,170,92,0,3.0,34f7729fcabc
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,28.0,8.646,20.795,False,0.7002,0.4311,0,1,4.324,13.0,1.0769,88755d1,1,300.0,16,16,True,deadlock: no team progress,1,0,0,0,1,106,131,120,0,6.324,34f7729fcabc
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,12.3,21.6,13.701,7.097,True,0.827,0.3607,0,2,1.531,10.5,1.1714,88755d1,1,300.0,16,16,True,,2,1,0,1,0,89,53,112,0,8.1271,34f7729fcabc
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,22.4,18.953,3.887,True,0.9248,0.3221,0,3,2.286,13.2,1.197,88755d1,1,300.0,16,16,True,,6,2,0,4,0,123,19,136,0,7.2904,34f7729fcabc
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,sequential,ok,14.6,22.6,13.419,8.0,True,2.2193,0.447,0,,0.004,10.5,1.3905,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,12.6,20.9,17.129,3.525,True,0.9222,0.3908,0,3,1.918,10.5,1.2,88755d1,0,300.0,16,16,True,,5,2,0,3,0,87,0,112,0,10.1902,34f7729fcabc
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.0,,,,,,,,,0.0,13.0,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.0,,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,28.0,8.646,20.795,False,0.7002,0.4311,0,1,4.435,13.0,1.0769,88755d1,0,300.0,16,16,True,deadlock: no team progress,1,0,0,0,1,106,131,120,0,6.324,34f7729fcabc
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,22.4,18.941,3.895,True,0.933,0.3221,0,3,2.154,13.2,1.197,88755d1,2,300.0,16,16,True,,6,2,0,4,0,124,19,136,0,7.2904,34f7729fcabc
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.1,13.8,11.179,2.172,True,0.9769,0.4991,0,0,0.986,7.3,1.1096,88755d1,2,300.0,12,12,True,,3,2,0,1,0,65,0,76,0,9.6614,34f7729fcabc
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.0,23.9,17.987,5.9,True,1.6358,0.4114,0,,0.008,13.2,1.3636,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.6,22.2,18.723,3.888,True,0.9216,0.3221,0,4,2.93,13.2,1.1818,88755d1,0,300.0,16,16,True,,6,2,0,4,0,121,19,136,0,7.2904,34f7729fcabc
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,12.7,21.1,17.113,3.751,True,0.9237,0.3908,0,4,1.945,10.5,1.2095,88755d1,2,300.0,16,16,True,,3,2,0,1,0,84,0,112,0,10.2327,34f7729fcabc
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.1,13.8,11.179,2.172,True,0.9769,0.4991,0,0,1.382,7.3,1.1096,88755d1,1,300.0,12,12,True,,3,2,0,1,0,65,0,76,0,9.6614,34f7729fcabc
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,23.1,42.0,36.909,8.912,True,0.9202,0.3176,0,3,4.366,14.6,1.5822,88755d1,1,300.0,16,16,True,,4,1,0,3,0,174,4,200,0,8.1484,34f7729fcabc
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,14.6,,,,,,,,,0.0,14.6,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.6,,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,13.0,26.0,13.18,15.017,False,0.7002,0.313,0,1,4.301,14.6,0.8904,88755d1,0,300.0,16,16,True,deadlock: no team progress,1,0,0,0,1,112,68,112,0,8.3432,34f7729fcabc
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.2,26.4,18.739,7.722,True,0.9003,0.3998,0,6,1.834,12.2,1.2459,88755d1,2,300.0,16,7,True,,5,2,0,3,0,102,46,136,0,6.6324,34f7729fcabc
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.2,,,,,,,,,0.0,9.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,sequential,ok,16.0,23.2,15.59,7.2,True,3.0239,0.4082,0,,0.005,9.2,1.7391,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.4,18.0,15.567,2.337,True,2.8667,0.3202,0,1,1.692,9.2,1.1304,88755d1,0,300.0,16,16,True,,4,2,0,2,0,88,6,96,0,10.2017,34f7729fcabc
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,19.6,37.8,30.245,10.303,True,0.8076,0.3239,0,3,5.347,14.6,1.3425,88755d1,2,300.0,16,16,True,,5,2,0,3,0,140,3,168,0,7.6371,34f7729fcabc
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.2,,,,,,,,,0.0,12.2,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.1,26.6,17.64,8.5,True,1.0228,0.4104,0,,0.004,12.2,1.4836,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.5,24.8,18.85,6.011,True,0.7166,0.4312,0,5,2.382,12.2,1.1885,88755d1,0,300.0,16,10,True,,5,2,0,3,0,100,1,128,0,9.3392,34f7729fcabc
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,14.6,24.9,18.59,7.147,True,1.3042,0.3207,0,4,2.367,11.8,1.2373,88755d1,1,300.0,16,14,True,,2,2,0,0,0,96,44,128,0,8.4346,34f7729fcabc
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.4,18.4,15.74,2.575,True,2.8667,0.3202,0,1,2.367,9.2,1.1304,88755d1,1,300.0,16,16,True,,4,2,0,2,0,91,6,96,0,10.2017,34f7729fcabc
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.5,28.3,18.458,9.8,True,1.1895,0.4006,0,,0.005,12.1,1.5289,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,28.0,13.858,16.452,False,0.7002,0.3201,0,2,3.243,12.1,1.157,88755d1,0,300.0,16,10,True,deadlock: no team progress,1,0,0,0,1,97,85,120,0,9.5523,34f7729fcabc
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.4,18.0,15.567,2.337,True,2.8667,0.3202,0,1,2.352,9.2,1.1304,88755d1,2,300.0,16,16,True,,4,2,0,2,0,88,6,96,0,10.2017,34f7729fcabc
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,11.9,,,,,,,,,0.0,11.9,1.0,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,sequential,ok,15.8,20.9,15.829,5.1,True,0.7629,0.3974,0,,0.004,11.9,1.3277,88755d1,0,300.0,,,,,,,,,,,,,,,34f7729fcabc
