uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_free_steps_calls,n_agent_violations,n_obstacle_violations,min_agent_clearance,min_obstacle_clearance,first_violation_t,n_evals,n_stalled_evals,n_replans,n_replans_over_1s,replan_ms_median,replan_ms_p90,replan_ms_max,max_accel,phys_fp
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.0,19.0,13.421,4.734,True,0.9567,0.4151,0,1,1.559,10.5,1.0476,b6767bd,2,300.0,16,14,True,,0,0,0,0,0,108,0,158,0,0,0.956683,0.415148,-1,96,2,11,0,101.653,211.58,482.893,12.0,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,7.3,,,,,,,,,0.0,7.3,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.6,15.9,10.755,4.3,True,1.1229,0.4983,0,,0.002,7.3,1.589,b6767bd,0,300.0,,,,,,,,,,,,,0,0,1.122892,0.498316,-1,,,,,,,,,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.5,11.8,10.897,0.41,True,0.8867,0.5528,0,1,0.73,7.3,1.0274,b6767bd,0,300.0,12,8,True,,0,0,0,0,0,87,0,94,0,0,0.886688,0.552767,-1,68,6,8,0,68.993,167.879,255.146,12.0,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.5,11.8,10.897,0.41,True,0.8867,0.5528,0,1,0.726,7.3,1.0274,b6767bd,1,300.0,12,8,True,,0,0,0,0,0,87,0,94,0,0,0.886688,0.552767,-1,68,6,8,0,65.724,169.515,257.885,12.0,65eb7c9d9016
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.5,11.8,10.897,0.41,True,0.8867,0.5528,0,1,0.724,7.3,1.0274,b6767bd,2,300.0,12,8,True,,0,0,0,0,0,87,0,94,0,0,0.886688,0.552767,-1,68,6,8,0,66.072,168.033,254.897,12.0,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.5,28.3,18.458,9.8,True,1.1895,0.4006,0,,0.003,12.1,1.5289,b6767bd,0,300.0,,,,,,,,,,,,,0,0,1.189462,0.40057,-1,,,,,,,,,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,13.5,23.9,20.648,3.942,True,0.947,0.3226,0,0,2.547,12.1,1.1157,b6767bd,0,300.0,16,11,True,,0,0,0,0,0,141,0,211,0,0,0.947001,0.322645,-1,120,19,14,0,143.849,285.029,575.096,13.9752,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.6,26.4,20.898,6.234,True,0.7402,0.3248,0,0,2.88,12.1,1.2066,b6767bd,1,300.0,16,14,True,,0,0,0,0,0,157,0,236,0,0,0.740156,0.324806,-1,128,26,15,0,173.235,286.487,589.172,16.2,65eb7c9d9016
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.3,27.5,23.042,5.547,True,0.9408,0.3204,0,1,3.229,12.1,1.2645,b6767bd,2,300.0,16,12,True,,0,0,0,0,0,162,0,247,0,0,0.940845,0.320408,-1,136,17,16,0,196.939,293.791,575.568,23.7888,65eb7c9d9016
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.2,,,,,,,,,0.0,12.2,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.1,26.6,17.64,8.5,True,1.0228,0.4104,0,,0.003,12.2,1.4836,b6767bd,0,300.0,,,,,,,,,,,,,0,0,1.022767,0.410424,-1,,,,,,,,,65eb7c9d9016
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,13.6,23.7,19.453,4.381,True,0.8141,0.369,0,0,2.41,12.2,1.1148,b6767bd,0,300.0,16,10,True,,0,0,0,0,0,140,0,205,0,0,0.814143,0.368955,-1,120,16,14,0,150.029,259.768,574.529,15.1507,65eb7c9d9016
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,13.6,23.7,19.453,4.381,True,0.8141,0.369,0,0,2.387,12.2,1.1148,b6767bd,1,300.0,16,10,True,,0,0,0,0,0,140,0,205,0,0,0.814143,0.368955,-1,120,15,14,0,144.854,266.804,574.376,15.1507,65eb7c9d9016
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,13.6,23.7,19.453,4.381,True,0.8141,0.369,0,0,2.361,12.2,1.1148,b6767bd,2,300.0,16,10,True,,0,0,0,0,0,140,0,205,0,0,0.814143,0.368955,-1,120,17,14,0,142.061,264.636,569.178,15.1507,65eb7c9d9016
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,11.8,,,,,,,,,0.0,11.8,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.8,,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,12.8,22.7,17.093,6.08,True,1.0985,0.3281,0,0,2.45,11.8,1.0847,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,121,0,203,0,0,1.098512,0.328082,-1,112,5,13,0,156.022,269.174,587.198,12.3349,65eb7c9d9016
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.2,23.9,17.243,7.206,True,1.0432,0.3281,0,0,2.587,11.8,1.1186,b6767bd,1,300.0,16,14,True,,0,0,0,0,0,94,0,215,0,0,1.043206,0.328082,-1,120,25,14,0,165.373,267.217,588.498,12.0,65eb7c9d9016
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.3,23.7,17.471,6.765,True,0.9611,0.3233,0,0,2.579,11.8,1.1271,b6767bd,2,300.0,16,15,True,,0,0,0,0,0,121,0,213,0,0,0.961128,0.323347,-1,120,25,14,0,167.113,273.437,581.875,12.0,65eb7c9d9016
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.2,,,,,,,,,0.0,9.2,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,sequential,ok,16.0,23.2,15.59,7.2,True,3.0239,0.4082,0,,0.003,9.2,1.7391,b6767bd,0,300.0,,,,,,,,,,,,,0,0,3.023868,0.408193,-1,,,,,,,,,65eb7c9d9016
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.0,17.6,15.863,1.611,True,2.8163,0.3221,0,0,1.541,9.2,1.087,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,120,0,148,0,0,2.816263,0.322085,-1,88,1,10,0,129.789,240.546,483.467,12.0,65eb7c9d9016
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.0,17.2,15.574,1.499,True,2.8553,0.3221,0,1,1.558,9.2,1.087,b6767bd,1,300.0,16,16,True,,0,0,0,0,0,119,0,144,0,0,2.855322,0.322085,-1,88,3,10,0,131.537,240.377,474.883,12.0,65eb7c9d9016
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.0,17.3,15.592,1.581,True,2.8792,0.3221,0,0,1.584,9.2,1.087,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,118,0,145,0,0,2.879154,0.322085,-1,88,2,10,0,136.852,237.541,471.544,13.3935,65eb7c9d9016
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,11.9,,,,,,,,,0.0,11.9,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,sequential,ok,15.8,20.9,15.829,5.1,True,0.7629,0.3974,0,,0.004,11.9,1.3277,b6767bd,0,300.0,,,,,,,,,,,,,0,0,0.762874,0.397357,-1,,,,,,,,,65eb7c9d9016
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,23.1,12.455,10.402,False,1.2747,0.3416,0,1,2.416,11.9,1.5126,b6767bd,0,300.0,16,16,True,deadlock: no team progress,0,0,0,0,0,66,0,207,0,0,1.274741,0.341627,-1,152,108,18,0,108.025,183.969,426.293,12.0,65eb7c9d9016
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,14.5,19.6,17.655,2.638,True,2.7249,0.3246,0,1,2.079,11.9,1.2185,b6767bd,1,300.0,16,16,True,,0,0,0,0,0,136,0,172,0,0,2.724901,0.324571,-1,128,40,15,0,132.982,185.806,417.458,12.0,65eb7c9d9016
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,14.5,19.6,17.665,2.629,True,2.7249,0.3246,0,1,2.11,11.9,1.2185,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,136,0,172,0,0,2.724901,0.324571,-1,128,48,15,0,134.481,187.382,415.083,12.0,65eb7c9d9016
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,9.9,,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.9,19.0,14.044,5.401,True,1.4611,0.3575,0,0,1.807,9.9,1.101,b6767bd,0,300.0,16,12,True,,0,0,0,0,0,109,0,170,0,0,1.461148,0.357514,-1,96,4,11,0,132.885,247.995,522.367,17.0834,65eb7c9d9016
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.9,19.0,13.975,5.479,True,1.4577,0.3575,0,0,1.922,9.9,1.101,b6767bd,1,300.0,16,16,True,,0,0,0,0,0,107,0,170,0,0,1.457709,0.357514,-1,96,0,11,0,136.595,256.725,581.883,12.0,65eb7c9d9016
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.9,19.0,14.044,5.401,True,1.4611,0.3575,0,0,1.843,9.9,1.101,b6767bd,2,300.0,16,13,True,,0,0,0,0,0,109,0,170,0,0,1.461148,0.357514,-1,96,4,11,0,131.243,257.17,549.047,17.0834,65eb7c9d9016
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,10.7,,,,,,,,,0.0,10.7,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,sequential,ok,18.3,29.0,17.875,10.7,True,5.0304,0.4259,0,,0.003,10.7,1.7103,b6767bd,0,300.0,,,,,,,,,,,,,0,0,5.030359,0.425879,-1,,,,,,,,,65eb7c9d9016
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.1,20.2,18.64,1.617,True,3.9998,0.3291,0,1,1.791,10.7,1.0374,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,143,0,170,0,0,3.999831,0.329137,-1,104,0,12,0,121.157,235.639,510.367,15.4873,65eb7c9d9016
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.1,20.3,18.767,1.612,True,3.9535,0.3226,0,0,1.819,10.7,1.0374,b6767bd,1,300.0,16,12,True,,0,0,0,0,0,150,0,171,0,0,3.953524,0.322559,-1,104,6,12,0,121.859,238.276,519.402,14.4404,65eb7c9d9016
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.1,20.4,18.75,1.692,True,3.9535,0.3271,0,1,1.815,10.7,1.0374,b6767bd,2,300.0,16,13,False,,0,0,0,0,0,148,0,172,0,0,3.953524,0.327113,-1,104,3,12,0,123.348,236.792,512.668,14.4404,65eb7c9d9016
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,15.4,,,,,,,,,0.0,15.4,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,sequential,ok,17.0,25.7,16.388,8.7,True,2.8221,0.3846,0,,0.003,15.4,1.1039,b6767bd,0,300.0,,,,,,,,,,,,,0,0,2.822072,0.384601,-1,,,,,,,,,65eb7c9d9016
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,16.0,24.9,16.289,8.278,True,2.7819,0.3256,0,1,2.469,15.4,1.039,b6767bd,0,300.0,16,13,True,,0,0,0,0,0,127,0,217,0,0,2.781864,0.32557,-1,136,6,16,0,137.162,210.872,503.767,12.0,65eb7c9d9016
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,16.1,25.0,16.286,8.338,True,2.7819,0.3256,0,0,2.485,15.4,1.0455,b6767bd,1,300.0,16,12,True,,0,0,0,0,0,126,0,218,0,0,2.781864,0.32557,-1,144,7,17,0,135.423,203.29,488.034,12.0,65eb7c9d9016
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,16.0,24.9,16.289,8.278,True,2.7819,0.3256,0,1,2.614,15.4,1.039,b6767bd,2,300.0,16,13,True,,0,0,0,0,0,127,0,217,0,0,2.781864,0.32557,-1,136,3,16,0,140.441,229.922,523.357,12.0,65eb7c9d9016
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,7.8,,,,,,,,,0.0,7.8,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,sequential,ok,12.9,18.0,11.851,5.1,True,3.4504,0.4604,0,,0.002,7.8,1.6538,b6767bd,0,300.0,,,,,,,,,,,,,0,0,3.450364,0.460442,-1,,,,,,,,,65eb7c9d9016
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,8.2,13.6,12.294,0.715,True,2.5751,0.4408,0,0,1.049,7.8,1.0513,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,92,0,108,0,0,2.575113,0.440822,-1,80,2,9,0,93.256,199.09,390.023,15.3773,65eb7c9d9016
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,8.2,13.6,12.294,0.715,True,2.5751,0.4408,0,0,1.139,7.8,1.0513,b6767bd,1,300.0,16,16,True,,0,0,0,0,0,92,0,108,0,0,2.575113,0.440822,-1,80,3,9,0,128.966,202.111,388.465,15.3773,65eb7c9d9016
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,8.2,13.6,12.178,0.767,True,2.5745,0.4386,0,0,1.13,7.8,1.0513,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,91,0,108,0,0,2.574474,0.43856,-1,80,9,9,0,107.003,199.027,394.47,15.3773,65eb7c9d9016
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,sequential,ok,19.9,26.6,20.674,6.7,True,2.1357,0.3519,0,,0.003,13.2,1.5076,b6767bd,0,300.0,,,,,,,,,,,,,0,0,2.135728,0.351859,-1,,,,,,,,,65eb7c9d9016
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.8,20.8,21.076,0.917,True,2.2078,0.3234,0,0,1.968,13.2,1.0455,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,160,0,184,0,0,2.20782,0.323425,-1,120,4,14,0,110.307,217.526,453.93,12.0,65eb7c9d9016
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.6,20.9,21.684,0.512,True,2.2078,0.3234,0,0,1.98,13.2,1.0303,b6767bd,1,300.0,16,16,True,,0,0,0,0,0,173,0,185,0,0,2.20782,0.323425,-1,120,4,14,0,116.939,212.083,475.832,12.0,65eb7c9d9016
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,14.4,21.7,22.425,0.675,True,2.1739,0.3255,0,1,2.055,13.2,1.0909,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,177,0,193,0,0,2.173942,0.325527,-1,128,0,15,0,105.261,218.914,456.36,13.8942,65eb7c9d9016
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.5,,,,,,,,,0.0,9.5,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,sequential,ok,12.4,17.0,12.2,4.6,True,0.9439,0.3824,0,,0.002,9.5,1.3053,b6767bd,0,300.0,,,,,,,,,,,,,0,0,0.943878,0.382391,-1,,,,,,,,,65eb7c9d9016
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.4,15.0,12.888,2.392,True,0.924,0.426,0,1,1.553,9.5,1.0947,b6767bd,0,300.0,16,10,True,,0,0,0,0,0,92,0,130,0,0,0.924044,0.425967,-1,96,9,11,0,98.681,232.646,491.265,12.7637,65eb7c9d9016
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.3,14.9,13.692,1.546,True,0.9241,0.4374,0,3,1.36,9.5,1.0842,b6767bd,1,300.0,16,15,True,,0,0,0,0,0,106,0,129,0,0,0.924091,0.437374,-1,96,2,11,0,87.853,185.832,441.781,19.7712,65eb7c9d9016
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.3,14.9,13.706,1.546,True,0.9241,0.4374,0,3,1.376,9.5,1.0842,b6767bd,2,300.0,16,14,True,,0,0,0,0,0,106,0,129,0,0,0.924091,0.437374,-1,96,2,11,0,93.849,188.6,444.192,19.7712,65eb7c9d9016
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.4,,,,,,,,,0.0,9.4,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,sequential,ok,16.7,24.4,16.919,7.7,True,1.3764,0.3822,0,,0.003,9.4,1.7766,b6767bd,0,300.0,,,,,,,,,,,,,0,0,1.376428,0.382174,-1,,,,,,,,,65eb7c9d9016
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.0,18.0,17.368,1.253,True,2.0613,0.3213,0,0,1.738,9.4,1.0638,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,133,0,156,0,0,2.061343,0.321338,-1,88,3,10,0,128.447,289.29,585.02,12.2142,65eb7c9d9016
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.0,18.0,17.384,1.239,True,2.0915,0.3208,0,0,1.856,9.4,1.0638,b6767bd,1,300.0,16,15,True,,0,0,0,0,0,135,0,156,0,0,2.091475,0.320767,-1,88,7,10,0,152.895,297.053,563.218,12.2142,65eb7c9d9016
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,10.0,18.0,17.415,1.213,True,2.0915,0.3208,0,1,1.804,9.4,1.0638,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,135,0,156,0,0,2.091475,0.320767,-1,88,4,10,0,138.642,287.568,550.636,12.2142,65eb7c9d9016
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,11.8,,,,,,,,,0.0,11.8,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.8,,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,12.8,18.7,17.093,1.68,True,0.9895,0.3281,0,0,1.992,11.8,1.0847,b6767bd,0,300.0,16,15,True,,0,0,0,0,0,118,0,159,0,0,0.989519,0.328082,-1,112,12,13,0,112.547,239.429,488.443,12.3349,65eb7c9d9016
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,13.2,20.0,17.243,2.906,True,1.0432,0.3281,0,0,2.139,11.8,1.1186,b6767bd,1,300.0,16,15,True,,0,0,0,0,0,94,0,172,0,0,1.043206,0.328082,-1,120,34,14,0,123.666,239.706,512.446,12.0,65eb7c9d9016
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,13.3,19.5,17.471,2.165,True,0.9611,0.3233,0,0,2.026,11.8,1.1271,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,122,0,167,0,0,0.961128,0.323347,-1,120,41,14,0,109.399,215.742,495.135,12.0,65eb7c9d9016
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,sequential,ok,17.1,24.3,17.341,7.2,True,3.7735,0.3913,0,,0.003,9.9,1.7273,b6767bd,0,300.0,,,,,,,,,,,,,0,0,3.773492,0.39125,-1,,,,,,,,,65eb7c9d9016
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.1,17.3,17.36,0.563,True,0.9824,0.3552,0,0,1.551,9.9,1.0202,b6767bd,0,300.0,16,16,True,,0,0,0,0,0,139,0,149,0,0,0.982364,0.355151,-1,96,0,11,0,105.585,218.993,497.287,12.0,65eb7c9d9016
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.2,17.4,17.41,0.603,True,1.1095,0.4014,0,0,1.549,9.9,1.0303,b6767bd,1,300.0,16,15,True,,0,0,0,0,0,139,0,150,0,0,1.109456,0.401386,-1,96,1,11,0,106.813,225.028,494.028,12.0,65eb7c9d9016
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.2,17.4,17.41,0.603,True,1.1095,0.4014,0,0,1.543,9.9,1.0303,b6767bd,2,300.0,16,16,True,,0,0,0,0,0,139,0,150,0,0,1.109456,0.401386,-1,96,0,11,0,107.805,219.425,480.86,12.0,65eb7c9d9016
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,7.7,,,,,,,,,0.0,7.7,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,sequential,ok,13.2,20.9,12.352,7.7,True,3.0951,0.421,0,,0.003,7.7,1.7143,b6767bd,0,300.0,,,,,,,,,,,,,0,0,3.095127,0.421,-1,,,,,,,,,65eb7c9d9016
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,8.0,16.0,12.555,2.88,True,0.9897,0.3436,0,0,1.448,7.7,1.039,b6767bd,0,300.0,16,8,True,,0,0,0,0,0,89,0,132,0,0,0.989694,0.343617,-1,72,16,8,0,135.069,324.833,527.22,12.0,65eb7c9d9016
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,8.4,16.7,12.996,3.223,True,0.9652,0.3481,0,1,1.612,7.7,1.0909,b6767bd,1,300.0,16,8,True,,0,0,0,0,0,84,0,139,0,0,0.965151,0.34808,-1,80,20,9,0,137.629,310.435,558.502,13.1686,65eb7c9d9016
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,8.1,16.1,12.724,2.839,True,0.9684,0.3403,0,2,1.563,7.7,1.0519,b6767bd,2,300.0,16,9,False,,0,0,0,0,0,92,0,133,0,0,0.968383,0.340332,-1,80,21,9,0,116.465,319.642,568.464,15.3903,65eb7c9d9016
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,12.9,,,,,,,,,0.0,12.9,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.9,,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,13.9,22.9,22.054,2.694,True,0.9386,0.4184,0,2,2.534,12.9,1.0775,b6767bd,0,300.0,16,12,True,,0,0,0,0,0,160,0,209,0,0,0.938567,0.418377,-1,120,7,14,0,167.039,271.885,568.624,12.0,65eb7c9d9016
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,14.1,22.7,21.396,2.933,True,0.9456,0.4184,0,1,2.585,12.9,1.093,b6767bd,1,300.0,16,15,True,,0,0,0,0,0,157,0,207,0,0,0.945614,0.418377,-1,128,3,15,0,158.356,280.214,591.246,13.9817,65eb7c9d9016
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,14.1,22.7,21.396,2.933,True,0.9456,0.4184,0,1,2.524,12.9,1.093,b6767bd,2,300.0,16,15,True,,0,0,0,0,0,157,0,207,0,0,0.945614,0.418377,-1,128,8,15,0,160.165,273.222,564.534,13.9817,65eb7c9d9016
n2_chain_96b21b0c,4,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,b6767bd,0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,65eb7c9d9016
