uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_free_steps_calls,n_agent_violations,n_obstacle_violations,min_agent_clearance,min_obstacle_clearance,first_violation_t,n_evals,n_stalled_evals,max_accel,phys_fp
n3_chain_e4787efe,9,3,chain,10.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,55.7,33.386,24.838,False,0.934,0.3285,0,2,13.849,15.3,1.634,1cabda9,1,300.0,16,16,True,deadlock: no team progress,6,3,2,1,0,201,2,1635,0,0,0.933979,0.328538,-1,208,0,9.3135,b414b4637808
n3_chain_8fa9021a,0,3,chain,10.0,6-8,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,53.3,33.236,21.66,False,0.9208,0.3429,0,1,12.875,15.8,1.5823,1cabda9,1,300.0,16,16,True,deadlock: no team progress,9,3,2,4,0,187,2,1584,0,0,0.920789,0.342916,-1,208,0,9.3526,b414b4637808
n3_chain_8fa9021a,0,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,15.8,,,,,,,,,0.0,15.8,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_8fa9021a,0,3,chain,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,15.8,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_8fa9021a,0,3,chain,10.0,6-8,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,23.0,55.6,30.825,25.952,False,0.923,0.3282,0,1,13.292,15.8,1.4557,1cabda9,0,300.0,16,16,False,deadlock: no team progress,10,3,3,4,0,180,3,1576,0,0,0.923016,0.328164,-1,192,0,9.9574,b414b4637808
n3_chain_8fa9021a,0,3,chain,10.0,6-8,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,53.3,33.222,21.699,False,0.9208,0.334,0,0,13.028,15.8,1.5823,1cabda9,2,300.0,16,16,True,deadlock: no team progress,10,3,2,5,0,186,2,1577,0,0,0.920789,0.334044,-1,208,0,9.3526,b414b4637808
n3_chain_d4820197,1,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,18.1,42.5,41.603,4.846,True,0.9754,0.3304,0,2,11.022,17.0,1.0647,1cabda9,2,300.0,16,16,False,,4,2,1,1,0,265,1,1511,0,0,0.975366,0.330365,-1,160,0,7.8234,b414b4637808
n3_chain_e4787efe,9,3,chain,10.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,23.0,58.0,31.54,28.595,False,0.934,0.3285,0,1,17.662,15.3,1.5033,1cabda9,2,300.0,16,16,True,deadlock: no team progress,6,3,2,1,0,200,2,1640,0,0,0.933979,0.328538,-1,192,0,9.3135,b414b4637808
n3_chain_89e10be5,8,3,chain,10.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,27.0,66.9,32.444,35.939,False,0.9207,0.3205,0,6,21.016,15.8,1.7089,1cabda9,1,300.0,16,16,False,deadlock: no team progress,8,3,3,2,0,151,3,1845,0,0,0.920712,0.32046,-1,224,0,10.3253,b414b4637808
n3_chain_d4820197,1,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,18.0,46.1,46.636,4.229,True,0.9281,0.3304,0,2,13.264,17.0,1.0588,1cabda9,1,300.0,16,16,False,,5,2,0,3,0,300,0,1673,0,0,0.92809,0.330365,-1,152,0,6.2674,b414b4637808
n3_chain_d4820197,1,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,17.0,,,,,,,,,0.0,17.0,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_d4820197,1,3,chain,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,17.0,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_d4820197,1,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,18.1,43.4,42.358,5.103,True,0.9479,0.3221,0,1,12.629,17.0,1.0647,1cabda9,0,300.0,16,16,True,,6,3,1,2,0,256,1,1498,0,0,0.947925,0.322149,-1,160,0,8.4294,b414b4637808
n3_chain_beee49f0,3,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,14.9,,,,,,,,,0.0,14.9,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_beee49f0,3,3,chain,10.0,6-8,0.0,0.55,sequential,ok,31.1,60.0,34.063,28.9,True,1.2869,0.3977,0,,0.016,14.9,2.0872,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.28686,0.397659,-1,,,,b414b4637808
n3_chain_beee49f0,3,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,16.2,41.9,35.279,10.258,True,0.931,0.3227,0,2,9.086,14.9,1.0872,1cabda9,0,300.0,16,16,True,,6,3,1,2,0,209,1,1392,0,0,0.930994,0.322676,-1,144,0,8.9314,b414b4637808
n3_chain_a1e5024e,2,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,13.1,,,,,,,,,0.0,13.1,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_a1e5024e,2,3,chain,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,13.1,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_a1e5024e,2,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,14.2,39.2,34.462,6.649,True,0.9315,0.339,0,2,12.951,13.1,1.084,1cabda9,0,300.0,16,16,True,,7,3,1,3,0,204,1,1305,0,0,0.931451,0.339002,-1,128,0,10.1938,b414b4637808
n3_chain_a1e5024e,2,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,14.9,40.5,37.449,5.463,True,0.9232,0.339,0,1,13.309,13.1,1.1374,1cabda9,1,300.0,16,16,True,,10,3,2,5,0,224,2,1381,0,0,0.923247,0.339002,-1,128,0,10.123,b414b4637808
n3_chain_a1e5024e,2,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,14.8,39.9,32.501,8.983,True,0.8662,0.3315,0,1,12.677,13.1,1.1298,1cabda9,2,300.0,16,16,True,,8,3,0,5,0,186,0,1265,0,0,0.866237,0.331522,-1,128,0,5.5132,b414b4637808
n3_chain_beee49f0,3,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,16.5,42.3,34.359,11.345,True,0.9337,0.3215,0,1,10.893,14.9,1.1074,1cabda9,1,300.0,16,16,True,,9,3,1,5,0,199,1,1372,0,0,0.933661,0.321537,-1,144,0,7.9848,b414b4637808
n3_chain_beee49f0,3,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,16.5,42.3,34.359,11.345,True,0.9337,0.3215,0,1,10.662,14.9,1.1074,1cabda9,2,300.0,16,16,True,,9,3,1,5,0,199,1,1372,0,0,0.933661,0.321537,-1,144,0,7.9848,b414b4637808
n3_chain_ee5ce96a,6,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,11.3,26.6,17.535,8.928,True,0.9218,0.349,0,2,5.749,10.2,1.1078,1cabda9,2,300.0,16,16,True,,10,3,2,5,0,104,2,770,0,0,0.921808,0.349019,-1,104,0,9.9315,b414b4637808
n3_chain_ee5ce96a,6,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,11.5,27.0,18.127,8.84,True,0.9254,0.3296,0,2,5.817,10.2,1.1275,1cabda9,1,300.0,16,16,True,,7,3,2,2,0,101,2,789,0,0,0.925413,0.329554,-1,104,0,9.9315,b414b4637808
n3_chain_ee5ce96a,6,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_ee5ce96a,6,3,chain,10.0,6-8,0.0,0.55,sequential,ok,17.5,35.0,16.7,17.5,True,2.9527,0.3737,0,,0.009,10.2,1.7157,1cabda9,0,300.0,,,,,,,,,,,,,0,0,2.952739,0.373672,-1,,,,b414b4637808
n3_chain_ee5ce96a,6,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,11.3,26.9,18.264,8.583,True,0.9261,0.3472,0,2,5.897,10.2,1.1078,1cabda9,0,300.0,16,16,True,,10,3,3,4,0,106,3,789,0,0,0.926115,0.347223,-1,104,0,10.4381,b414b4637808
n3_chain_27a04d74,5,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,13.8,37.0,31.684,7.573,True,0.9435,0.3322,0,1,9.27,11.6,1.1897,1cabda9,1,300.0,16,16,True,,8,3,2,3,0,206,2,1223,0,0,0.943463,0.332205,-1,120,0,9.0,b414b4637808
n3_chain_27a04d74,5,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,11.6,,,,,,,,,0.0,11.6,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_27a04d74,5,3,chain,10.0,6-8,0.0,0.55,sequential,ok,29.5,56.2,31.197,26.7,True,1.1706,0.3421,0,,0.02,11.6,2.5431,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.170591,0.34213,-1,,,,b414b4637808
n3_chain_27a04d74,5,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,13.6,36.4,31.893,6.805,True,1.1706,0.3322,0,2,12.702,11.6,1.1724,1cabda9,0,300.0,16,16,True,,7,2,2,3,0,210,2,1211,0,0,1.170591,0.332205,-1,120,0,9.0,b414b4637808
n3_chain_9808d3d6,4,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,22.3,55.1,45.399,12.98,True,0.9305,0.3511,0,1,13.497,20.2,1.104,1cabda9,1,300.0,16,16,True,,11,3,3,5,0,318,3,1793,0,0,0.930517,0.35107,-1,192,0,10.1135,b414b4637808
n3_chain_9808d3d6,4,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,22.2,54.3,45.339,12.266,True,0.9799,0.3541,0,1,13.419,20.2,1.099,1cabda9,2,300.0,16,16,True,,11,3,2,6,0,309,2,1782,0,0,0.979942,0.354144,-1,192,0,10.5563,b414b4637808
n3_chain_27a04d74,5,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,13.8,37.0,31.684,7.573,True,0.9435,0.3322,0,1,12.986,11.6,1.1897,1cabda9,2,300.0,16,16,True,,8,3,2,3,0,206,2,1223,0,0,0.943463,0.332205,-1,120,0,9.0,b414b4637808
n3_chain_9808d3d6,4,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,20.2,,,,,,,,,0.0,20.2,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_9808d3d6,4,3,chain,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,20.2,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_9808d3d6,4,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,22.2,54.3,45.038,12.517,True,0.9294,0.351,0,0,18.026,20.2,1.099,1cabda9,0,300.0,16,16,True,,11,3,2,6,0,321,2,1769,0,0,0.929373,0.35101,-1,192,0,10.2419,b414b4637808
n3_chain_23825543,8,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,15.2,,,,,,,,,0.0,15.2,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_23825543,8,3,chain,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,15.2,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_23825543,8,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,15.8,45.0,41.769,7.938,True,0.9319,0.3391,0,5,12.105,15.2,1.0395,1cabda9,0,300.0,16,16,True,,6,3,1,2,0,267,1,1563,0,0,0.931942,0.33914,-1,136,0,10.5029,b414b4637808
n3_chain_23825543,8,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,16.1,45.7,42.476,8.031,True,0.9211,0.3218,0,3,11.742,15.2,1.0592,1cabda9,2,300.0,16,16,False,,6,2,1,3,0,273,1,1584,0,0,0.921131,0.321757,-1,144,0,10.7786,b414b4637808
n3_chain_6c2d68c1,7,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,17.5,,,,,,,,,0.0,17.5,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_6c2d68c1,7,3,chain,10.0,6-8,0.0,0.55,sequential,no_solution,,,,,,,,,,,17.5,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_6c2d68c1,7,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,26.5,61.9,43.939,21.024,True,1.0374,0.3305,0,4,15.605,17.5,1.5143,1cabda9,0,300.0,16,16,True,,7,2,1,4,0,300,1,1878,0,0,1.037406,0.330458,-1,224,0,9.6176,b414b4637808
n3_chain_fc634fd9,9,3,chain,10.0,6-8,0.0,0.55,lower_bound,ok,15.6,,,,,,,,,0.0,15.6,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_fc634fd9,9,3,chain,10.0,6-8,0.0,0.55,sequential,ok,33.9,73.0,35.542,39.1,True,1.3425,0.3906,0,,0.015,15.6,2.1731,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.342464,0.3906,-1,,,,b414b4637808
n3_chain_fc634fd9,9,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,18.0,50.0,37.545,14.805,True,0.9223,0.3538,0,5,11.175,15.6,1.1538,1cabda9,0,300.0,16,16,False,,9,3,3,3,0,219,3,1579,0,0,0.922334,0.35385,-1,152,0,10.3133,b414b4637808
n3_chain_6c2d68c1,7,3,chain,10.0,6-8,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,58.5,31.585,28.998,False,1.0992,0.3271,0,3,16.201,17.5,1.2571,1cabda9,2,300.0,16,16,True,deadlock: no team progress,4,2,1,1,0,183,1,1575,0,0,1.099222,0.327092,-1,184,0,9.3067,b414b4637808
n3_chain_fc634fd9,9,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,18.7,51.3,38.014,15.799,True,0.9254,0.3538,0,4,12.588,15.6,1.1987,1cabda9,1,300.0,16,16,True,,7,3,1,3,0,223,1,1618,0,0,0.925362,0.35385,-1,160,0,9.3455,b414b4637808
n3_chain_fc634fd9,9,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,18.4,53.5,41.073,15.423,True,0.9222,0.3336,0,1,12.77,15.6,1.1795,1cabda9,2,300.0,16,16,True,,12,3,5,4,0,249,5,1708,0,0,0.922168,0.333568,-1,160,0,11.8156,b414b4637808
n3_chain_23825543,8,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,16.2,46.5,43.764,7.8,True,0.9361,0.3397,0,4,16.366,15.2,1.0658,1cabda9,1,300.0,16,16,True,,5,3,1,1,0,290,1,1632,0,0,0.936105,0.339737,-1,144,0,9.8458,b414b4637808
n3_chain_6c2d68c1,7,3,chain,10.0,6-8,0.0,0.55,wm_planner,ok,26.3,61.0,43.907,20.131,True,1.0866,0.3214,0,4,19.582,17.5,1.5029,1cabda9,1,300.0,16,16,False,,7,3,1,3,0,297,1,1884,0,0,1.086606,0.321365,-1,224,0,9.2698,b414b4637808
n3_chain_b6d3a205,0,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,18.5,,,,,,,,,0.0,18.5,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_b6d3a205,0,3,chain,10.0,6-8,1.0,0.55,sequential,ok,41.4,76.7,44.432,35.3,True,1.7815,0.3469,0,,0.02,18.5,2.2378,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.781494,0.34686,-1,,,,b414b4637808
n3_chain_b6d3a205,0,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,26.0,55.6,44.482,14.643,False,0.9221,0.3254,0,4,14.133,18.5,1.4054,1cabda9,0,300.0,16,16,True,deadlock: no team progress,7,3,1,3,0,277,1,1799,0,0,0.92208,0.325422,-1,216,0,8.0869,b414b4637808
n3_chain_b6d3a205,0,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,27.0,56.6,43.524,16.455,False,0.9197,0.32,0,3,14.238,18.5,1.4595,1cabda9,2,300.0,16,16,True,deadlock: no team progress,7,3,1,3,0,257,1,1747,0,0,0.919675,0.320033,-1,224,0,9.1353,b414b4637808
n3_chain_7c666d90,2,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,17.0,,,,,,,,,0.0,17.0,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_7c666d90,2,3,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,17.0,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_7c666d90,2,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,19.9,53.3,35.678,20.473,True,0.9206,0.3269,0,4,11.226,17.0,1.1706,1cabda9,0,300.0,16,16,True,,8,3,2,3,0,166,2,1620,0,0,0.920568,0.326947,-1,168,0,9.0,b414b4637808
n3_chain_55d5d9f9,1,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,17.6,,,,,,,,,0.0,17.6,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_55d5d9f9,1,3,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,17.6,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_55d5d9f9,1,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,68.6,26.191,45.254,False,0.921,0.3565,0,0,15.947,17.6,1.4205,1cabda9,0,300.0,16,16,True,deadlock: no team progress,2,1,1,0,0,155,1,1808,0,0,0.921029,0.356528,-1,208,0,9.3977,b414b4637808
n3_chain_eafa6271,4,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,13.4,,,,,,,,,0.0,13.4,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_eafa6271,4,3,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.4,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_eafa6271,4,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,14.8,40.1,32.177,10.245,True,1.0275,0.3557,0,2,9.762,13.4,1.1045,1cabda9,0,300.0,16,16,True,,8,2,1,5,0,199,1,1304,0,0,1.027511,0.355727,-1,128,0,10.1576,b414b4637808
n3_chain_8e61866b,3,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,42.0,15.635,28.971,False,0.9234,0.3352,0,0,10.647,17.5,0.8,1cabda9,2,300.0,16,16,True,deadlock: no team progress,3,0,3,0,0,85,3,1127,0,0,0.923426,0.335167,-1,120,0,11.4466,b414b4637808
n3_chain_7c666d90,2,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,53.6,32.028,23.783,False,0.9234,0.3207,0,2,12.478,17.0,1.4706,1cabda9,1,300.0,16,16,True,deadlock: no team progress,9,3,3,3,0,162,3,1575,0,0,0.923405,0.320743,-1,208,0,9.2821,b414b4637808
n3_chain_8e61866b,3,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,17.5,,,,,,,,,0.0,17.5,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_8e61866b,3,3,chain,10.0,6-8,1.0,0.55,sequential,ok,29.4,58.9,31.045,29.5,True,1.2869,0.3891,0,,0.013,17.5,1.68,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.28686,0.389077,-1,,,,b414b4637808
n3_chain_8e61866b,3,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,21.2,48.8,35.517,16.107,True,0.9301,0.348,0,4,12.146,17.5,1.2114,1cabda9,0,300.0,16,16,True,,10,3,3,4,0,203,3,1550,0,0,0.930089,0.348006,-1,184,0,10.1333,b414b4637808
n3_chain_b6d3a205,0,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,54.2,43.474,14.065,False,0.9221,0.334,0,1,19.291,18.5,1.3514,1cabda9,1,300.0,16,16,True,deadlock: no team progress,7,3,1,3,0,274,1,1764,0,0,0.922128,0.334044,-1,208,0,7.7197,b414b4637808
n3_chain_8e61866b,3,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,22.4,52.4,35.254,19.949,True,0.9264,0.3352,0,2,12.803,17.5,1.28,1cabda9,1,300.0,16,16,True,,7,2,3,2,0,201,3,1629,0,0,0.92639,0.335167,-1,192,0,10.1333,b414b4637808
n3_chain_7ffe543e,5,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,12.0,,,,,,,,,0.0,12.0,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_7ffe543e,5,3,chain,10.0,6-8,1.0,0.55,sequential,ok,29.1,61.0,31.234,31.9,True,2.0711,0.3421,0,,0.015,12.0,2.425,1cabda9,0,300.0,,,,,,,,,,,,,0,0,2.071134,0.34213,-1,,,,b414b4637808
n3_chain_7ffe543e,5,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,14.5,40.6,35.415,8.38,True,0.986,0.3322,0,3,10.325,12.0,1.2083,1cabda9,0,300.0,16,16,True,,7,3,2,2,0,189,2,1358,0,0,0.986013,0.332205,-1,128,0,9.0,b414b4637808
n3_chain_55d5d9f9,1,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,20.6,58.4,46.643,16.13,True,0.9294,0.3201,0,6,19.878,17.6,1.1705,1cabda9,1,300.0,16,16,True,,8,3,2,3,0,290,2,1904,0,0,0.929419,0.320058,-1,176,0,10.3596,b414b4637808
n3_chain_3ed49e4d,6,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,11.9,,,,,,,,,0.0,11.9,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_3ed49e4d,6,3,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.9,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_3ed49e4d,6,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,15.0,28.1,18.292,9.03,True,0.9225,0.4578,0,3,6.239,11.9,1.2605,1cabda9,0,300.0,16,16,False,,9,3,2,4,0,94,2,798,0,0,0.922455,0.457825,-1,128,0,9.124,b414b4637808
n3_chain_7c666d90,2,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,24.0,51.6,31.673,22.124,False,0.9204,0.3211,0,3,16.605,17.0,1.4118,1cabda9,2,300.0,16,16,True,deadlock: no team progress,9,3,2,4,0,141,2,1537,0,0,0.920418,0.321149,-1,200,0,11.0328,b414b4637808
n3_chain_eafa6271,4,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,14.8,39.5,31.975,9.823,True,1.0021,0.351,0,2,13.209,13.4,1.1045,1cabda9,1,300.0,16,16,True,,9,3,2,4,0,190,2,1281,0,0,1.002077,0.35101,-1,128,0,8.7836,b414b4637808
n3_chain_3ed49e4d,6,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,15.0,29.4,18.827,9.906,True,0.9213,0.3867,0,2,5.554,11.9,1.2605,1cabda9,1,300.0,16,16,True,,7,2,2,3,0,103,2,834,0,0,0.921271,0.386693,-1,128,0,9.6859,b414b4637808
n3_chain_3ed49e4d,6,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,15.0,28.1,18.326,9.018,True,0.9223,0.4578,0,2,5.165,11.9,1.2605,1cabda9,2,300.0,16,16,True,,8,3,2,3,0,98,2,802,0,0,0.922255,0.457825,-1,128,0,9.6859,b414b4637808
n3_chain_eafa6271,4,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,14.9,40.4,32.16,10.569,True,0.9841,0.3612,0,1,13.264,13.4,1.1119,1cabda9,2,300.0,16,16,True,,7,2,2,3,0,200,2,1306,0,0,0.984117,0.361199,-1,128,0,10.1576,b414b4637808
n3_chain_7ffe543e,5,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,14.6,40.7,33.968,9.718,True,0.9219,0.3233,0,6,10.452,12.0,1.2167,1cabda9,1,300.0,16,16,True,,10,3,2,5,0,190,2,1359,0,0,0.921945,0.32328,-1,128,0,10.1997,b414b4637808
n3_chain_55d5d9f9,1,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,25.0,69.0,30.69,41.904,False,0.9289,0.3929,0,2,22.944,17.6,1.4205,1cabda9,2,300.0,16,16,True,deadlock: no team progress,3,1,1,1,0,167,1,1908,0,0,0.928895,0.392858,-1,208,0,6.5572,b414b4637808
n3_chain_7ffe543e,5,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,15.4,42.4,34.392,11.118,True,0.9212,0.3229,0,4,13.518,12.0,1.2833,1cabda9,2,300.0,16,16,True,,7,3,2,2,0,187,2,1390,0,0,0.921182,0.322904,-1,136,0,9.0222,b414b4637808
n3_chain_8f761726,7,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,19.5,,,,,,,,,0.0,19.5,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_8f761726,7,3,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,19.5,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_8f761726,7,3,chain,10.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,51.0,22.472,30.674,False,0.9307,0.3327,0,1,11.904,19.5,0.8718,1cabda9,0,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,121,1,1394,0,0,0.930687,0.332714,-1,144,0,7.8736,b414b4637808
n3_chain_7d07d5fa,8,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,15.2,,,,,,,,,0.0,15.2,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_7d07d5fa,8,3,chain,10.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,15.2,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_7d07d5fa,8,3,chain,10.0,6-8,1.0,0.55,wm_planner,ok,16.3,47.5,37.945,13.671,True,0.9558,0.3226,0,3,11.211,15.2,1.0724,1cabda9,0,300.0,16,16,True,,8,2,4,2,0,240,4,1544,0,0,0.955779,0.32262,-1,144,0,10.7786,b414b4637808
n3_chain_441edadb,9,3,chain,10.0,6-8,1.0,0.55,lower_bound,ok,10.8,,,,,,,,,0.0,10.8,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n3_chain_441edadb,9,3,chain,10.0,6-8,1.0,0.55,sequential,ok,28.3,57.0,30.674,28.7,True,1.3425,0.419,0,,0.03,10.8,2.6204,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.342464,0.418954,-1,,,,b414b4637808
