uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,n_free_steps_calls,n_agent_violations,n_obstacle_violations,min_agent_clearance,min_obstacle_clearance,first_violation_t,n_evals,n_stalled_evals,max_accel,phys_fp
n2_chain_44dbed2b,0,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,15.7,25.7,24.573,2.545,True,0.9669,0.4305,0,1,8.311,14.4,1.0903,1cabda9,1,300.0,16,16,True,,4,2,0,2,0,168,0,881,0,0,0.966938,0.430528,-1,136,0,7.5166,b414b4637808
n2_chain_a9a6f99d,1,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,16.8,,,,,,,,,0.0,16.8,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_a9a6f99d,1,2,chain,12.0,2-3,1.0,0.55,sequential,ok,22.9,37.7,24.407,14.8,True,1.0593,0.3552,0,,0.007,16.8,1.3631,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.059317,0.35523,-1,,,,b414b4637808
n2_chain_a9a6f99d,1,2,chain,12.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,34.0,13.688,21.393,False,0.7002,0.383,0,2,7.611,16.8,1.0119,1cabda9,0,300.0,16,16,True,deadlock: no team progress,4,1,2,1,0,210,2,885,0,0,0.700178,0.383045,-1,144,0,11.6886,b414b4637808
n2_chain_a9a6f99d,1,2,chain,12.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,34.0,13.695,21.387,False,0.7001,0.383,0,2,7.61,16.8,1.0119,1cabda9,2,300.0,16,16,True,deadlock: no team progress,4,1,2,1,0,210,2,885,0,0,0.700123,0.383045,-1,144,0,11.6886,b414b4637808
n2_chain_3fc4fe76,2,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,13.5,25.0,23.703,2.527,True,0.8483,0.4336,0,6,6.107,11.6,1.1638,1cabda9,2,300.0,16,16,True,,4,2,0,2,0,137,0,844,0,0,0.84826,0.43358,-1,120,0,8.2771,b414b4637808
n2_chain_a9a6f99d,1,2,chain,12.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,17.0,34.0,13.695,21.387,False,0.7001,0.383,0,3,8.671,16.8,1.0119,1cabda9,1,300.0,16,16,True,deadlock: no team progress,4,1,2,1,0,210,2,885,0,0,0.700123,0.383045,-1,144,0,11.6886,b414b4637808
n2_chain_3fc4fe76,2,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,11.6,,,,,,,,,0.0,11.6,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_3fc4fe76,2,2,chain,12.0,2-3,1.0,0.55,sequential,ok,21.9,32.6,22.587,10.7,True,1.4436,0.4146,0,,0.009,11.6,1.8879,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.443635,0.414586,-1,,,,b414b4637808
n2_chain_3fc4fe76,2,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,13.4,24.9,23.521,2.577,True,0.9227,0.4336,0,5,8.443,11.6,1.1552,1cabda9,0,300.0,16,16,True,,3,2,0,1,0,130,0,840,0,0,0.922662,0.43358,-1,120,0,7.8906,b414b4637808
n2_chain_874989c6,4,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,11.0,,,,,,,,,0.0,11.0,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_874989c6,4,2,chain,12.0,2-3,1.0,0.55,sequential,ok,19.1,30.1,19.843,11.0,True,2.5119,0.5524,0,,0.006,11.0,1.7364,1cabda9,0,300.0,,,,,,,,,,,,,0,0,2.511885,0.552446,-1,,,,b414b4637808
n2_chain_874989c6,4,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,11.8,22.9,20.445,3.61,True,0.9211,0.5524,0,0,5.24,11.0,1.0727,1cabda9,0,300.0,16,16,True,,5,2,1,2,0,141,1,759,0,0,0.92113,0.552446,-1,104,0,7.108,b414b4637808
n2_chain_874989c6,4,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,12.0,22.8,20.619,3.329,True,0.8113,0.5524,0,1,5.271,11.0,1.0909,1cabda9,2,300.0,16,16,True,,5,2,0,3,0,144,0,759,0,0,0.811273,0.552446,-1,104,0,7.108,b414b4637808
n2_chain_d4cd2878,6,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,9.1,17.2,17.231,0.959,True,1.7053,0.5008,0,0,3.635,8.8,1.0341,1cabda9,1,300.0,12,12,True,,4,2,0,2,0,123,0,590,0,0,1.705264,0.500834,-1,84,0,10.3713,b414b4637808
n2_chain_d4cd2878,6,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,9.1,17.2,17.231,0.959,True,1.7053,0.5008,0,0,3.653,8.8,1.0341,1cabda9,2,300.0,12,12,True,,4,2,0,2,0,123,0,590,0,0,1.705264,0.500834,-1,84,0,10.3713,b414b4637808
n2_chain_94c06314,5,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_94c06314,5,2,chain,12.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.1,,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_94c06314,5,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.2,23.9,19.95,4.991,True,0.714,0.4308,0,4,5.393,12.1,1.1736,1cabda9,0,300.0,16,16,True,,6,2,2,2,0,112,2,776,0,0,0.714048,0.430823,-1,128,0,10.075,b414b4637808
n2_chain_d4cd2878,6,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,8.8,,,,,,,,,0.0,8.8,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_d4cd2878,6,2,chain,12.0,2-3,1.0,0.55,sequential,ok,16.1,24.9,16.733,8.8,True,5.626,0.5542,0,,0.007,8.8,1.8295,1cabda9,0,300.0,,,,,,,,,,,,,0,0,5.626027,0.554246,-1,,,,b414b4637808
n2_chain_d4cd2878,6,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,9.1,17.2,17.231,0.959,True,1.7053,0.5008,0,0,5.014,8.8,1.0341,1cabda9,0,300.0,12,12,True,,4,2,0,2,0,123,0,590,0,0,1.705264,0.500834,-1,84,0,10.3713,b414b4637808
n2_chain_874989c6,4,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,11.6,22.9,20.598,3.481,True,0.9208,0.5524,0,2,7.33,11.0,1.0545,1cabda9,1,300.0,16,16,True,,4,2,0,2,0,129,0,759,0,0,0.920774,0.552446,-1,104,0,7.108,b414b4637808
n2_chain_5849f8ee,3,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,19.7,,,,,,,,,0.0,19.7,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_5849f8ee,3,2,chain,12.0,2-3,1.0,0.55,sequential,ok,38.2,56.8,42.599,18.6,True,2.2124,0.3828,0,,0.016,19.7,1.9391,1cabda9,0,300.0,,,,,,,,,,,,,0,0,2.212417,0.382815,-1,,,,b414b4637808
n2_chain_5849f8ee,3,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,22.3,42.5,43.376,4.027,True,0.9189,0.3431,0,2,11.109,19.7,1.132,1cabda9,0,300.0,16,16,True,,4,2,0,2,0,271,0,1551,0,0,0.91894,0.343118,-1,192,0,9.3359,b414b4637808
n2_chain_94c06314,5,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.4,27.3,20.908,7.58,True,0.92,0.4063,0,0,7.199,12.1,1.1901,1cabda9,2,300.0,16,16,True,,3,1,1,1,0,120,1,866,0,0,0.920017,0.406309,-1,128,0,9.2229,b414b4637808
n2_chain_94c06314,5,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.5,24.6,20.356,5.335,True,0.923,0.4308,0,4,7.471,12.1,1.1983,1cabda9,1,300.0,16,16,True,,7,2,2,3,0,112,2,799,0,0,0.92301,0.430823,-1,128,0,8.8696,b414b4637808
n2_chain_c6c90b1b,7,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,12.9,,,,,,,,,0.0,12.9,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_c6c90b1b,7,2,chain,12.0,2-3,1.0,0.55,sequential,ok,18.5,31.4,18.061,12.9,True,4.1293,0.3472,0,,0.006,12.9,1.4341,1cabda9,0,300.0,,,,,,,,,,,,,0,0,4.129349,0.347185,-1,,,,b414b4637808
n2_chain_c6c90b1b,7,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.3,28.0,19.828,8.347,True,0.9404,0.342,0,2,5.934,12.9,1.1085,1cabda9,0,300.0,16,16,True,,5,2,1,2,0,128,1,837,0,0,0.94042,0.341995,-1,128,0,11.2363,b414b4637808
n2_chain_c6c90b1b,7,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.3,28.2,19.547,8.78,True,0.9257,0.357,0,2,5.821,12.9,1.1085,1cabda9,1,300.0,16,16,True,,3,1,1,1,0,126,1,813,0,0,0.925711,0.356977,-1,128,0,10.6847,b414b4637808
n2_chain_66a35431,8,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,10.3,,,,,,,,,0.0,10.3,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_66a35431,8,2,chain,12.0,2-3,1.0,0.55,sequential,ok,17.9,25.5,18.454,7.6,True,1.0794,0.4021,0,,0.005,10.3,1.7379,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.079412,0.402147,-1,,,,b414b4637808
n2_chain_66a35431,8,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,12.0,20.7,18.78,2.744,True,1.0591,0.3474,0,4,4.804,10.3,1.165,1cabda9,0,300.0,16,16,True,,6,2,0,4,0,101,0,679,0,0,1.059058,0.347361,-1,104,0,6.5419,b414b4637808
n2_chain_66a35431,8,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,12.0,20.7,18.696,2.813,True,1.0794,0.3474,0,4,4.781,10.3,1.165,1cabda9,1,300.0,16,16,True,,5,2,0,3,0,101,0,674,0,0,1.079412,0.347361,-1,104,0,9.1572,b414b4637808
n2_chain_5849f8ee,3,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,25.5,48.9,46.825,7.609,True,0.7732,0.3216,0,3,12.277,19.7,1.2944,1cabda9,2,300.0,16,16,True,,6,2,2,2,0,294,2,1746,0,0,0.773244,0.321573,-1,216,0,9.0,b414b4637808
n2_chain_66a35431,8,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,11.5,19.5,18.876,1.466,True,1.0794,0.3837,0,2,5.438,10.3,1.1165,1cabda9,2,300.0,16,16,True,,5,2,0,3,0,126,0,665,0,0,1.079412,0.383701,-1,104,0,7.7884,b414b4637808
n2_chain_5849f8ee,3,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,22.3,42.4,44.193,3.334,True,0.9223,0.3431,0,3,14.15,19.7,1.132,1cabda9,1,300.0,16,16,True,,2,2,0,0,0,278,0,1555,0,0,0.92232,0.343118,-1,192,0,9.3475,b414b4637808
n2_chain_e5e9613a,9,2,chain,12.0,2-3,1.0,0.55,lower_bound,ok,14.6,,,,,,,,,0.0,14.6,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_e5e9613a,9,2,chain,12.0,2-3,1.0,0.55,sequential,ok,22.6,30.6,23.505,8.0,True,1.9005,0.4987,0,,0.007,14.6,1.5479,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.900474,0.498749,-1,,,,b414b4637808
n2_chain_e5e9613a,9,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.8,23.2,23.473,0.964,True,1.9326,0.4369,0,0,5.558,14.6,1.0137,1cabda9,0,300.0,16,16,True,,4,2,0,2,0,183,0,801,0,0,1.932592,0.436928,-1,128,0,8.0953,b414b4637808
n2_chain_c6c90b1b,7,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.3,27.3,21.592,6.178,True,0.9241,0.4308,0,4,8.266,12.9,1.1085,1cabda9,2,300.0,16,16,True,,6,2,1,3,0,124,1,864,0,0,0.924123,0.430821,-1,128,0,8.6502,b414b4637808
n2_chain_e5e9613a,9,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.8,23.2,23.473,0.964,True,1.9326,0.4369,0,0,5.565,14.6,1.0137,1cabda9,1,300.0,16,16,True,,4,2,0,2,0,183,0,801,0,0,1.932592,0.436928,-1,128,0,8.0953,b414b4637808
n2_chain_e5e9613a,9,2,chain,12.0,2-3,1.0,0.55,wm_planner,ok,14.8,23.2,23.473,0.964,True,1.9326,0.4369,0,0,7.297,14.6,1.0137,1cabda9,2,300.0,16,16,True,,4,2,0,2,0,183,0,801,0,0,1.932592,0.436928,-1,128,0,8.0953,b414b4637808
n2_chain_d42c7a25,1,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,17.2,30.0,21.335,9.936,True,5.0976,0.4492,0,0,6.609,16.9,1.0178,1cabda9,1,300.0,16,16,True,,5,2,1,2,0,162,1,908,0,0,5.097582,0.449245,-1,152,0,9.1819,b414b4637808
n2_chain_d42c7a25,1,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,17.2,30.0,21.335,9.936,True,5.0976,0.4492,0,0,6.607,16.9,1.0178,1cabda9,2,300.0,16,16,True,,5,2,1,2,0,162,1,908,0,0,5.097582,0.449245,-1,152,0,9.1819,b414b4637808
n2_chain_0aa03d00,2,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,11.2,,,,,,,,,0.0,11.2,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_0aa03d00,2,2,chain,12.0,4-6,0.0,0.55,sequential,ok,19.4,30.6,20.661,11.2,True,5.23,0.3452,0,,0.006,11.2,1.7321,1cabda9,0,300.0,,,,,,,,,,,,,0,0,5.229986,0.345242,-1,,,,b414b4637808
n2_chain_0aa03d00,2,2,chain,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,29.7,20.158,10.923,False,5.2316,0.3423,0,0,6.756,11.2,1.6071,1cabda9,0,300.0,16,16,True,deadlock: no team progress,4,2,1,1,0,142,1,897,0,0,5.231639,0.342281,-1,152,0,9.9144,b414b4637808
n2_chain_0aa03d00,2,2,chain,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,29.7,20.158,10.923,False,5.2316,0.3423,0,0,6.83,11.2,1.6071,1cabda9,1,300.0,16,16,True,deadlock: no team progress,4,2,1,1,0,142,1,897,0,0,5.231639,0.342281,-1,152,0,9.9144,b414b4637808
n2_chain_598addcf,0,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,20.8,34.8,35.806,2.235,True,0.9386,0.338,0,0,9.002,19.7,1.0558,1cabda9,1,300.0,16,16,True,,3,1,0,2,0,262,0,1248,0,0,0.938591,0.337958,-1,176,0,4.0825,b414b4637808
n2_chain_0aa03d00,2,2,chain,12.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,29.7,20.151,10.927,False,5.2316,0.3423,0,0,6.776,11.2,1.6071,1cabda9,2,300.0,16,16,True,deadlock: no team progress,4,2,1,1,0,141,1,896,0,0,5.231639,0.342281,-1,152,0,9.9144,b414b4637808
n2_chain_d42c7a25,1,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,16.9,,,,,,,,,0.0,16.9,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_d42c7a25,1,2,chain,12.0,4-6,0.0,0.55,sequential,ok,20.3,37.2,21.335,16.9,True,5.1053,0.4601,0,,0.009,16.9,1.2012,1cabda9,0,300.0,,,,,,,,,,,,,0,0,5.105297,0.460083,-1,,,,b414b4637808
n2_chain_d42c7a25,1,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,17.2,30.0,21.335,9.936,True,5.0976,0.4492,0,0,9.266,16.9,1.0178,1cabda9,0,300.0,16,16,True,,5,2,1,2,0,162,1,908,0,0,5.097582,0.449245,-1,152,0,9.1819,b414b4637808
n2_chain_044fcb2b,3,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,14.7,26.1,19.217,8.604,True,1.1759,0.4368,0,0,6.224,13.3,1.1053,1cabda9,2,300.0,16,16,True,,4,1,1,2,0,141,1,816,0,0,1.175932,0.436828,-1,128,0,9.0493,b414b4637808
n2_chain_598addcf,0,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,20.8,34.8,35.806,2.235,True,0.9386,0.338,0,0,9.502,19.7,1.0558,1cabda9,2,300.0,16,16,True,,3,1,0,2,0,262,0,1248,0,0,0.938591,0.337958,-1,176,0,4.0825,b414b4637808
n2_chain_044fcb2b,3,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,13.3,,,,,,,,,0.0,13.3,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_044fcb2b,3,2,chain,12.0,4-6,0.0,0.55,sequential,ok,17.8,28.4,19.116,10.6,True,0.8432,0.4752,0,,0.008,13.3,1.3383,1cabda9,0,300.0,,,,,,,,,,,,,0,0,0.843178,0.475223,-1,,,,b414b4637808
n2_chain_044fcb2b,3,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,14.3,25.3,19.128,7.877,True,1.1759,0.4368,0,1,7.683,13.3,1.0752,1cabda9,0,300.0,16,16,True,,6,2,1,3,0,141,1,795,0,0,1.175932,0.436828,-1,128,0,7.4769,b414b4637808
n2_chain_960f314e,4,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,15.6,,,,,,,,,0.0,15.6,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_960f314e,4,2,chain,12.0,4-6,0.0,0.55,sequential,ok,25.9,37.1,27.927,11.2,True,3.6703,0.4011,0,,0.011,15.6,1.6603,1cabda9,0,300.0,,,,,,,,,,,,,0,0,3.670252,0.401139,-1,,,,b414b4637808
n2_chain_960f314e,4,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,16.8,28.7,28.008,3.044,True,3.6702,0.4223,0,1,7.11,15.6,1.0769,1cabda9,0,300.0,16,16,True,,4,2,1,1,0,203,1,998,0,0,3.670225,0.422263,-1,144,0,11.4924,b414b4637808
n2_chain_598addcf,0,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,19.7,,,,,,,,,0.0,19.7,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_598addcf,0,2,chain,12.0,4-6,0.0,0.55,sequential,ok,32.6,45.5,35.464,12.9,True,4.2513,0.351,0,,0.013,19.7,1.6548,1cabda9,0,300.0,,,,,,,,,,,,,0,0,4.251302,0.351041,-1,,,,b414b4637808
n2_chain_598addcf,0,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,20.8,34.8,35.806,2.235,True,0.9386,0.338,0,0,12.461,19.7,1.0558,1cabda9,0,300.0,16,16,True,,3,1,0,2,0,262,0,1248,0,0,0.938591,0.337958,-1,176,0,4.0825,b414b4637808
n2_chain_044fcb2b,3,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,14.3,25.4,19.128,7.976,True,1.193,0.4368,0,1,8.287,13.3,1.0752,1cabda9,1,300.0,16,16,True,,6,2,1,3,0,140,1,797,0,0,1.192955,0.436828,-1,128,0,7.4769,b414b4637808
n2_chain_59859531,6,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,8.9,,,,,,,,,0.0,8.9,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_59859531,6,2,chain,12.0,4-6,0.0,0.55,sequential,ok,14.4,21.2,14.194,6.8,True,3.4517,0.6095,0,,0.005,8.9,1.618,1cabda9,0,300.0,,,,,,,,,,,,,0,0,3.45166,0.609457,-1,,,,b414b4637808
n2_chain_59859531,6,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,9.8,17.0,14.194,2.896,True,5.3608,0.6094,0,0,3.576,8.9,1.1011,1cabda9,0,300.0,16,16,True,,7,2,2,3,0,104,2,527,0,0,5.36083,0.60936,-1,88,0,10.1154,b414b4637808
n2_chain_59859531,6,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,9.8,17.0,14.194,2.896,True,5.3608,0.6094,0,0,3.57,8.9,1.1011,1cabda9,1,300.0,16,16,True,,7,2,2,3,0,104,2,527,0,0,5.36083,0.60936,-1,88,0,10.1154,b414b4637808
n2_chain_59859531,6,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,9.8,17.0,14.194,2.896,True,5.3608,0.6094,0,0,3.6,8.9,1.1011,1cabda9,2,300.0,16,16,True,,7,2,2,3,0,104,2,527,0,0,5.36083,0.60936,-1,88,0,10.1154,b414b4637808
n2_chain_960f314e,4,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,16.8,28.8,28.53,2.774,True,3.6702,0.4223,0,1,9.133,15.6,1.0769,1cabda9,1,300.0,16,16,True,,4,2,1,1,0,205,1,1008,0,0,3.670225,0.422263,-1,144,0,11.4924,b414b4637808
n2_chain_5b521366,5,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,16.4,30.9,24.018,7.791,True,3.746,0.3938,0,0,6.967,15.4,1.0649,1cabda9,1,300.0,16,16,True,,6,2,1,3,0,179,1,957,0,0,3.746002,0.393751,-1,144,0,9.2145,b414b4637808
n2_chain_5b521366,5,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,15.4,,,,,,,,,0.0,15.4,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_5b521366,5,2,chain,12.0,4-6,0.0,0.55,sequential,ok,23.5,37.7,24.043,14.2,True,1.0321,0.4045,0,,0.007,15.4,1.526,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.032059,0.404506,-1,,,,b414b4637808
n2_chain_5b521366,5,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,16.4,31.5,26.08,6.667,True,3.7974,0.4378,0,0,7.232,15.4,1.0649,1cabda9,0,300.0,16,16,True,,7,2,1,4,0,193,1,1006,0,0,3.797437,0.437794,-1,144,0,10.4751,b414b4637808
n2_chain_5b521366,5,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,16.4,30.9,25.37,6.664,True,3.7974,0.3938,0,0,7.061,15.4,1.0649,1cabda9,2,300.0,16,16,True,,6,2,1,3,0,186,1,981,0,0,3.797437,0.393751,-1,144,0,10.4751,b414b4637808
n2_chain_960f314e,4,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,17.0,29.0,28.7,2.834,True,3.1808,0.423,0,3,9.921,15.6,1.0897,1cabda9,2,300.0,16,16,True,,3,2,1,0,0,200,1,1007,0,0,3.180787,0.423028,-1,144,0,11.4924,b414b4637808
n2_chain_a6e7a4c6,9,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,11.1,21.9,18.69,3.227,True,3.6897,0.4415,0,2,4.819,10.2,1.0882,1cabda9,1,300.0,16,16,True,,6,2,1,3,0,122,1,695,0,0,3.689733,0.441544,-1,104,0,9.6527,b414b4637808
n2_chain_2ca05546,7,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,20.5,32.3,23.571,9.969,True,3.6487,0.342,0,1,7.308,19.3,1.0622,1cabda9,1,300.0,16,16,True,,5,2,1,2,0,170,1,986,0,0,3.648705,0.342026,-1,176,0,10.0373,b414b4637808
n2_chain_a6e7a4c6,9,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,11.5,22.3,18.589,3.707,True,3.7256,0.4236,0,0,4.986,10.2,1.1275,1cabda9,2,300.0,16,16,True,,6,2,1,3,0,121,1,704,0,0,3.725589,0.423605,-1,104,0,9.2831,b414b4637808
n2_chain_a6e7a4c6,9,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_a6e7a4c6,9,2,chain,12.0,4-6,0.0,0.55,sequential,ok,18.3,28.5,17.899,10.2,True,1.2484,0.3495,0,,0.008,10.2,1.7941,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.248437,0.349466,-1,,,,b414b4637808
n2_chain_a6e7a4c6,9,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,11.1,21.9,18.053,3.757,True,4.1513,0.4415,0,2,6.597,10.2,1.0882,1cabda9,0,300.0,16,16,True,,6,2,1,3,0,110,1,671,0,0,4.151294,0.441544,-1,104,0,9.0359,b414b4637808
n2_chain_2ca05546,7,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,19.3,,,,,,,,,0.0,19.3,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_2ca05546,7,2,chain,12.0,4-6,0.0,0.55,sequential,ok,22.4,33.2,23.169,10.8,True,3.5775,0.3529,0,,0.01,19.3,1.1606,1cabda9,0,300.0,,,,,,,,,,,,,0,0,3.577532,0.352889,-1,,,,b414b4637808
n2_chain_2ca05546,7,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,20.5,32.4,23.574,10.039,True,3.6487,0.342,0,2,9.645,19.3,1.0622,1cabda9,0,300.0,16,16,True,,4,2,1,1,0,170,1,990,0,0,3.648707,0.342026,-1,176,0,10.0373,b414b4637808
n2_chain_f4e42d69,8,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,17.5,34.0,35.16,2.808,True,2.3471,0.339,0,2,8.933,15.9,1.1006,1cabda9,1,300.0,16,16,True,,5,2,1,2,0,256,1,1226,0,0,2.347121,0.338983,-1,152,0,10.412,b414b4637808
n2_chain_f4e42d69,8,2,chain,12.0,4-6,0.0,0.55,lower_bound,ok,15.9,,,,,,,,,0.0,15.9,1.0,1cabda9,0,300.0,,,,,,,,,,,,,,,,,,,,,b414b4637808
n2_chain_f4e42d69,8,2,chain,12.0,4-6,0.0,0.55,sequential,ok,31.5,47.4,35.032,15.9,True,1.2994,0.3425,0,,0.008,15.9,1.9811,1cabda9,0,300.0,,,,,,,,,,,,,0,0,1.299395,0.34254,-1,,,,b414b4637808
n2_chain_f4e42d69,8,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,17.2,33.5,35.146,2.287,True,2.3467,0.339,0,3,9.564,15.9,1.0818,1cabda9,0,300.0,16,16,True,,6,2,1,3,0,255,1,1219,0,0,2.346664,0.338983,-1,152,0,10.9043,b414b4637808
n2_chain_2ca05546,7,2,chain,12.0,4-6,0.0,0.55,wm_planner,ok,21.1,33.5,23.459,11.262,True,3.8057,0.337,0,0,10.416,19.3,1.0933,1cabda9,2,300.0,16,16,True,,4,1,1,2,0,170,1,1011,0,0,3.80572,0.336972,-1,184,0,10.6392,b414b4637808
n2_chain_22ddf30f,0,2,chain,12.0,4-6,1.0,0.55,wm_planner,ok,20.8,34.8,35.806,2.235,True,0.9386,0.338,0,0,8.984,19.7,1.0558,1cabda9,1,300.0,16,16,True,,3,1,0,2,0,262,0,1248,0,0,0.938591,0.337958,-1,176,0,4.0825,b414b4637808
