uid,method,planner_seed,ok_a,ok_b,team_time_a,team_time_b,diff
n2_chain_02697044,lower_bound,0,True,True,7.7,7.7,0.0
n2_chain_02697044,sequential,0,True,True,14.1,14.1,0.0
n2_chain_02697044,wm_planner,0,True,True,8.5,8.5,0.0
n2_chain_02697044,wm_planner,1,True,True,8.6,8.6,0.0
n2_chain_02697044,wm_planner,2,True,True,8.6,8.4,-0.1999999999999993
n2_chain_02d7ec57,lower_bound,0,True,True,10.7,10.7,0.0
n2_chain_02d7ec57,sequential,0,True,True,18.3,18.3,0.0
n2_chain_02d7ec57,wm_planner,0,True,True,11.2,11.1,-0.09999999999999964
n2_chain_02d7ec57,wm_planner,1,True,True,11.1,11.1,0.0
n2_chain_02d7ec57,wm_planner,2,True,True,11.2,11.1,-0.09999999999999964
n2_chain_036ff458,lower_bound,0,True,True,11.6,11.6,0.0
n2_chain_036ff458,sequential,0,True,True,16.4,16.4,0.0
n2_chain_036ff458,wm_planner,0,True,True,11.9,11.9,0.0
n2_chain_036ff458,wm_planner,1,True,True,11.9,11.9,0.0
n2_chain_036ff458,wm_planner,2,True,True,11.9,11.9,0.0
n2_chain_037af541,lower_bound,0,True,True,8.9,8.9,0.0
n2_chain_037af541,sequential,0,True,True,14.0,14.0,0.0
n2_chain_037af541,wm_planner,0,True,True,9.8,9.6,-0.20000000000000107
n2_chain_037af541,wm_planner,1,True,True,9.6,9.6,0.0
n2_chain_037af541,wm_planner,2,True,True,9.6,9.6,0.0
n2_chain_044fcb2b,lower_bound,0,True,True,13.3,13.3,0.0
n2_chain_044fcb2b,sequential,0,True,True,17.8,17.8,0.0
n2_chain_044fcb2b,wm_planner,0,True,True,13.7,13.7,0.0
n2_chain_044fcb2b,wm_planner,1,True,True,13.7,13.7,0.0
n2_chain_044fcb2b,wm_planner,2,True,True,13.7,13.7,0.0
n2_chain_0527f852,lower_bound,0,True,True,6.8,6.8,0.0
n2_chain_0527f852,sequential,0,False,False,,,
n2_chain_0527f852,wm_planner,0,True,True,12.3,10.1,-2.200000000000001
n2_chain_0527f852,wm_planner,1,True,True,13.3,9.8,-3.5
n2_chain_0527f852,wm_planner,2,True,True,8.4,10.1,1.6999999999999993
n2_chain_060a40ee,lower_bound,0,True,True,11.4,11.4,0.0
n2_chain_060a40ee,sequential,0,True,True,17.0,17.0,0.0
n2_chain_060a40ee,wm_planner,0,True,True,12.1,12.0,-0.09999999999999964
n2_chain_060a40ee,wm_planner,1,True,True,11.8,12.0,0.1999999999999993
n2_chain_060a40ee,wm_planner,2,True,True,12.1,12.0,-0.09999999999999964
n2_chain_062b2ca2,lower_bound,0,True,True,9.5,9.5,0.0
n2_chain_062b2ca2,sequential,0,True,True,12.7,12.7,0.0
n2_chain_062b2ca2,wm_planner,0,True,True,10.5,10.5,0.0
n2_chain_062b2ca2,wm_planner,1,True,True,10.5,10.5,0.0
n2_chain_062b2ca2,wm_planner,2,True,True,10.5,10.5,0.0
n2_chain_075fa377,lower_bound,0,True,True,16.7,16.7,0.0
n2_chain_075fa377,sequential,0,False,False,,,
n2_chain_075fa377,wm_planner,0,False,True,19.0,18.9,-0.10000000000000142
n2_chain_075fa377,wm_planner,1,False,True,19.0,19.0,0.0
n2_chain_075fa377,wm_planner,2,True,True,19.6,19.3,-0.3000000000000007
n2_chain_07fc2cfc,lower_bound,0,True,True,9.2,9.2,0.0
n2_chain_07fc2cfc,sequential,0,False,False,,,
n2_chain_07fc2cfc,wm_planner,0,True,True,10.0,10.0,0.0
n2_chain_07fc2cfc,wm_planner,1,True,True,10.1,10.7,0.5999999999999996
n2_chain_07fc2cfc,wm_planner,2,True,True,10.1,10.3,0.20000000000000107
n2_chain_0870fe7e,lower_bound,0,True,True,7.8,7.8,0.0
n2_chain_0870fe7e,sequential,0,True,True,11.7,11.7,0.0
n2_chain_0870fe7e,wm_planner,0,True,True,7.9,7.9,0.0
n2_chain_0870fe7e,wm_planner,1,True,True,7.9,7.9,0.0
n2_chain_0870fe7e,wm_planner,2,True,True,7.9,7.9,0.0
n2_chain_096c9edb,lower_bound,0,True,True,16.2,16.2,0.0
n2_chain_096c9edb,sequential,0,True,True,25.3,25.3,0.0
n2_chain_096c9edb,wm_planner,0,True,True,17.3,17.8,0.5
n2_chain_096c9edb,wm_planner,1,True,True,17.3,18.4,1.0999999999999979
n2_chain_096c9edb,wm_planner,2,True,True,17.4,17.3,-0.09999999999999787
n2_chain_09ac254f,lower_bound,0,True,True,16.7,16.7,0.0
n2_chain_09ac254f,sequential,0,True,True,25.0,25.0,0.0
n2_chain_09ac254f,wm_planner,0,True,True,16.7,16.7,0.0
n2_chain_09ac254f,wm_planner,1,True,True,16.7,16.7,0.0
n2_chain_09ac254f,wm_planner,2,True,True,16.7,16.7,0.0
n2_chain_0aa03d00,lower_bound,0,True,True,11.2,11.2,0.0
n2_chain_0aa03d00,sequential,0,True,True,19.4,19.4,0.0
n2_chain_0aa03d00,wm_planner,0,False,False,17.0,17.0,0.0
n2_chain_0aa03d00,wm_planner,1,False,False,17.0,17.0,0.0
n2_chain_0aa03d00,wm_planner,2,False,False,17.0,17.0,0.0
n2_chain_0bbc5f6a,lower_bound,0,True,True,11.5,11.5,0.0
n2_chain_0bbc5f6a,sequential,0,True,True,17.8,17.8,0.0
n2_chain_0bbc5f6a,wm_planner,0,True,True,12.1,12.2,0.09999999999999964
n2_chain_0bbc5f6a,wm_planner,1,True,True,12.2,12.2,0.0
n2_chain_0bbc5f6a,wm_planner,2,True,True,12.2,12.2,0.0
n2_chain_0d612638,lower_bound,0,True,True,17.9,17.9,0.0
n2_chain_0d612638,sequential,0,True,True,27.1,27.1,0.0
n2_chain_0d612638,wm_planner,0,True,True,18.0,18.0,0.0
n2_chain_0d612638,wm_planner,1,True,True,18.0,18.0,0.0
n2_chain_0d612638,wm_planner,2,True,True,18.2,18.2,0.0
n2_chain_0d69eec5,lower_bound,0,True,True,9.3,9.3,0.0
n2_chain_0d69eec5,sequential,0,True,True,14.6,14.6,0.0
n2_chain_0d69eec5,wm_planner,0,True,True,10.1,9.8,-0.29999999999999893
n2_chain_0d69eec5,wm_planner,1,True,True,10.1,9.8,-0.29999999999999893
n2_chain_0d69eec5,wm_planner,2,True,True,10.1,9.8,-0.29999999999999893
n2_chain_0df40746,lower_bound,0,True,True,7.8,7.8,0.0
n2_chain_0df40746,sequential,0,True,True,12.9,12.9,0.0
n2_chain_0df40746,wm_planner,0,True,True,8.2,8.2,0.0
n2_chain_0df40746,wm_planner,1,True,True,8.2,8.2,0.0
n2_chain_0df40746,wm_planner,2,True,True,8.2,8.2,0.0
n2_chain_0f363b74,lower_bound,0,True,True,13.7,13.7,0.0
n2_chain_0f363b74,sequential,0,True,True,22.6,22.6,0.0
n2_chain_0f363b74,wm_planner,0,True,True,14.9,14.6,-0.3000000000000007
n2_chain_0f363b74,wm_planner,1,True,True,15.4,14.1,-1.3000000000000007
n2_chain_0f363b74,wm_planner,2,True,True,15.3,15.1,-0.20000000000000107
n2_chain_0f5be0e9,lower_bound,0,True,True,13.8,13.8,0.0
n2_chain_0f5be0e9,sequential,0,True,True,18.8,18.8,0.0
n2_chain_0f5be0e9,wm_planner,0,True,True,14.0,13.9,-0.09999999999999964
n2_chain_0f5be0e9,wm_planner,1,True,True,14.0,14.0,0.0
n2_chain_0f5be0e9,wm_planner,2,True,True,14.0,14.0,0.0
n2_chain_11f380bf,lower_bound,0,True,True,14.0,14.0,0.0
n2_chain_11f380bf,sequential,0,True,True,19.1,19.1,0.0
n2_chain_11f380bf,wm_planner,0,True,True,14.9,15.0,0.09999999999999964
n2_chain_11f380bf,wm_planner,1,True,True,15.1,15.1,0.0
n2_chain_11f380bf,wm_planner,2,True,True,15.0,15.0,0.0
n2_chain_13851490,lower_bound,0,True,True,11.8,11.8,0.0
n2_chain_13851490,sequential,0,True,True,19.0,19.0,0.0
n2_chain_13851490,wm_planner,0,True,True,12.8,12.8,0.0
n2_chain_13851490,wm_planner,1,True,True,12.8,12.8,0.0
n2_chain_13851490,wm_planner,2,True,True,12.8,12.8,0.0
n2_chain_1659db46,lower_bound,0,True,True,11.8,11.8,0.0
n2_chain_1659db46,sequential,0,False,False,,,
n2_chain_1659db46,wm_planner,0,True,True,12.7,12.8,0.10000000000000142
n2_chain_1659db46,wm_planner,1,True,True,12.8,13.2,0.3999999999999986
n2_chain_1659db46,wm_planner,2,True,True,13.0,13.3,0.3000000000000007
n2_chain_17c11878,lower_bound,0,True,True,13.6,13.6,0.0
n2_chain_17c11878,sequential,0,True,True,18.3,18.3,0.0
n2_chain_17c11878,wm_planner,0,True,True,14.3,14.6,0.29999999999999893
n2_chain_17c11878,wm_planner,1,True,True,14.3,14.6,0.29999999999999893
n2_chain_17c11878,wm_planner,2,True,True,14.5,14.6,0.09999999999999964
n2_chain_19520b24,lower_bound,0,True,True,13.2,13.2,0.0
n2_chain_19520b24,sequential,0,True,True,18.0,18.0,0.0
n2_chain_19520b24,wm_planner,0,True,True,13.9,14.0,0.09999999999999964
n2_chain_19520b24,wm_planner,1,True,True,14.0,14.0,0.0
n2_chain_19520b24,wm_planner,2,True,True,14.1,14.1,0.0
n2_chain_197e59af,lower_bound,0,True,True,11.2,11.2,0.0
n2_chain_197e59af,sequential,0,True,True,17.0,17.0,0.0
n2_chain_197e59af,wm_planner,0,True,True,11.9,11.9,0.0
n2_chain_197e59af,wm_planner,1,True,True,12.1,12.1,0.0
n2_chain_197e59af,wm_planner,2,True,True,12.1,12.1,0.0
n2_chain_19ac5165,lower_bound,0,True,True,10.9,10.9,0.0
n2_chain_19ac5165,sequential,0,True,True,21.4,21.4,0.0
n2_chain_19ac5165,wm_planner,0,True,True,11.0,11.0,0.0
n2_chain_19ac5165,wm_planner,1,True,True,11.0,11.0,0.0
n2_chain_19ac5165,wm_planner,2,True,True,11.0,11.0,0.0
n2_chain_1ab9d9ae,lower_bound,0,True,True,15.4,15.4,0.0
n2_chain_1ab9d9ae,sequential,0,True,True,17.0,17.0,0.0
n2_chain_1ab9d9ae,wm_planner,0,True,True,16.0,16.0,0.0
n2_chain_1ab9d9ae,wm_planner,1,True,True,16.1,16.1,0.0
n2_chain_1ab9d9ae,wm_planner,2,True,True,16.0,16.0,0.0
n2_chain_1c4894d1,lower_bound,0,True,True,13.7,13.7,0.0
n2_chain_1c4894d1,sequential,0,True,True,24.1,24.1,0.0
n2_chain_1c4894d1,wm_planner,0,True,True,14.2,14.3,0.10000000000000142
n2_chain_1c4894d1,wm_planner,1,True,True,14.9,14.2,-0.7000000000000011
n2_chain_1c4894d1,wm_planner,2,True,True,14.2,14.2,0.0
n2_chain_1dc33093,lower_bound,0,True,True,7.3,7.3,0.0
n2_chain_1dc33093,sequential,0,True,True,11.6,11.6,0.0
n2_chain_1dc33093,wm_planner,0,True,True,7.5,7.5,0.0
n2_chain_1dc33093,wm_planner,1,True,True,7.5,7.5,0.0
n2_chain_1dc33093,wm_planner,2,True,True,7.5,7.5,0.0
n2_chain_1fd7a35b,lower_bound,0,True,True,14.8,14.8,0.0
n2_chain_1fd7a35b,sequential,0,True,True,25.2,25.2,0.0
n2_chain_1fd7a35b,wm_planner,0,True,True,15.1,15.6,0.5
n2_chain_1fd7a35b,wm_planner,1,True,True,15.3,15.2,-0.10000000000000142
n2_chain_1fd7a35b,wm_planner,2,True,True,15.1,17.1,2.0000000000000018
n2_chain_2026a5b2,lower_bound,0,True,True,12.8,12.8,0.0
n2_chain_2026a5b2,sequential,0,True,True,20.0,20.0,0.0
n2_chain_2026a5b2,wm_planner,0,True,True,12.8,12.8,0.0
n2_chain_2026a5b2,wm_planner,1,True,True,12.8,13.0,0.1999999999999993
n2_chain_2026a5b2,wm_planner,2,True,True,13.0,13.0,0.0
n2_chain_2229e9ff,lower_bound,0,True,True,11.2,11.2,0.0
n2_chain_2229e9ff,sequential,0,False,False,,,
n2_chain_2229e9ff,wm_planner,0,True,True,12.2,12.2,0.0
n2_chain_2229e9ff,wm_planner,1,True,True,12.7,12.6,-0.09999999999999964
n2_chain_2229e9ff,wm_planner,2,True,True,12.6,12.6,0.0
n2_chain_22ddf30f,lower_bound,0,True,True,19.7,19.7,0.0
n2_chain_22ddf30f,sequential,0,True,True,32.6,32.6,0.0
n2_chain_22ddf30f,wm_planner,0,True,True,20.0,20.0,0.0
n2_chain_22ddf30f,wm_planner,1,True,True,20.0,20.0,0.0
n2_chain_22ddf30f,wm_planner,2,True,True,20.0,20.0,0.0
n2_chain_23a7937c,lower_bound,0,True,True,11.9,11.9,0.0
n2_chain_23a7937c,sequential,0,False,False,,,
n2_chain_23a7937c,wm_planner,0,True,True,12.9,12.9,0.0
n2_chain_23a7937c,wm_planner,1,True,True,12.9,12.9,0.0
n2_chain_23a7937c,wm_planner,2,True,True,12.9,12.9,0.0
n2_chain_23cd6768,lower_bound,0,True,True,9.9,9.9,0.0
n2_chain_23cd6768,sequential,0,False,False,,,
n2_chain_23cd6768,wm_planner,0,True,True,10.9,10.9,0.0
n2_chain_23cd6768,wm_planner,1,True,True,11.0,10.9,-0.09999999999999964
n2_chain_23cd6768,wm_planner,2,True,True,10.9,10.9,0.0
n2_chain_23f6c4f1,lower_bound,0,True,True,11.7,11.7,0.0
n2_chain_23f6c4f1,sequential,0,False,False,,,
n2_chain_23f6c4f1,wm_planner,0,True,True,13.6,13.4,-0.1999999999999993
n2_chain_23f6c4f1,wm_planner,1,True,True,13.6,13.6,0.0
n2_chain_23f6c4f1,wm_planner,2,True,True,13.6,13.6,0.0
n2_chain_23fea14c,lower_bound,0,True,True,7.6,7.6,0.0
n2_chain_23fea14c,sequential,0,True,True,13.9,13.9,0.0
n2_chain_23fea14c,wm_planner,0,True,True,7.6,7.6,0.0
n2_chain_23fea14c,wm_planner,1,True,True,7.6,7.6,0.0
n2_chain_23fea14c,wm_planner,2,True,True,7.6,7.6,0.0
n2_chain_26165628,lower_bound,0,True,True,17.4,17.4,0.0
n2_chain_26165628,sequential,0,False,False,,,
n2_chain_26165628,wm_planner,0,True,True,19.4,19.3,-0.09999999999999787
n2_chain_26165628,wm_planner,1,True,True,19.9,20.7,0.8000000000000007
n2_chain_26165628,wm_planner,2,True,True,20.1,19.5,-0.6000000000000014
n2_chain_281b17fc,lower_bound,0,True,True,11.0,11.0,0.0
n2_chain_281b17fc,sequential,0,False,False,,,
n2_chain_281b17fc,wm_planner,0,False,True,16.0,12.7,-3.3000000000000007
n2_chain_281b17fc,wm_planner,1,False,True,16.0,14.5,-1.5
n2_chain_281b17fc,wm_planner,2,False,False,16.0,16.0,0.0
n2_chain_28565781,lower_bound,0,True,True,14.0,14.0,0.0
n2_chain_28565781,sequential,0,True,True,23.4,23.4,0.0
n2_chain_28565781,wm_planner,0,True,True,14.5,14.6,0.09999999999999964
n2_chain_28565781,wm_planner,1,True,True,14.5,14.7,0.1999999999999993
n2_chain_28565781,wm_planner,2,True,True,14.7,14.7,0.0
n2_chain_2ca05546,lower_bound,0,True,True,19.3,19.3,0.0
n2_chain_2ca05546,sequential,0,True,True,22.4,22.4,0.0
n2_chain_2ca05546,wm_planner,0,True,True,20.1,20.0,-0.10000000000000142
n2_chain_2ca05546,wm_planner,1,True,True,20.0,20.0,0.0
n2_chain_2ca05546,wm_planner,2,True,True,20.1,20.1,0.0
n2_chain_2d8372b7,lower_bound,0,True,True,15.9,15.9,0.0
n2_chain_2d8372b7,sequential,0,True,True,21.9,21.9,0.0
n2_chain_2d8372b7,wm_planner,0,True,True,16.7,16.7,0.0
n2_chain_2d8372b7,wm_planner,1,True,True,16.7,16.7,0.0
n2_chain_2d8372b7,wm_planner,2,True,True,16.7,16.5,-0.1999999999999993
n2_chain_2e720f08,lower_bound,0,True,True,20.0,20.0,0.0
n2_chain_2e720f08,sequential,0,False,False,,,
n2_chain_2e720f08,wm_planner,0,True,True,20.4,20.1,-0.29999999999999716
n2_chain_2e720f08,wm_planner,1,True,True,20.1,20.2,0.09999999999999787
n2_chain_2e720f08,wm_planner,2,True,True,20.8,20.3,-0.5
n2_chain_2f151817,lower_bound,0,True,True,10.5,10.5,0.0
n2_chain_2f151817,sequential,0,True,True,17.8,17.8,0.0
n2_chain_2f151817,wm_planner,0,True,True,10.9,11.0,0.09999999999999964
n2_chain_2f151817,wm_planner,1,True,True,11.0,11.0,0.0
n2_chain_2f151817,wm_planner,2,True,True,11.0,11.0,0.0
n2_chain_2f442b4e,lower_bound,0,True,True,6.5,6.5,0.0
n2_chain_2f442b4e,sequential,0,True,True,11.7,11.7,0.0
n2_chain_2f442b4e,wm_planner,0,True,True,6.5,6.5,0.0
n2_chain_2f442b4e,wm_planner,1,True,True,6.5,6.5,0.0
n2_chain_2f442b4e,wm_planner,2,True,True,6.5,6.5,0.0
n2_chain_310849fd,lower_bound,0,True,True,9.9,9.9,0.0
n2_chain_310849fd,sequential,0,True,True,17.1,17.1,0.0
n2_chain_310849fd,wm_planner,0,True,True,10.1,10.1,0.0
n2_chain_310849fd,wm_planner,1,True,True,10.2,10.2,0.0
n2_chain_310849fd,wm_planner,2,True,True,10.2,10.2,0.0
n2_chain_311ac3b9,lower_bound,0,True,True,9.7,9.7,0.0
n2_chain_311ac3b9,sequential,0,True,True,14.7,14.7,0.0
n2_chain_311ac3b9,wm_planner,0,True,True,10.1,10.1,0.0
n2_chain_311ac3b9,wm_planner,1,True,True,10.1,10.1,0.0
n2_chain_311ac3b9,wm_planner,2,True,True,10.1,10.1,0.0
n2_chain_31208f29,lower_bound,0,True,True,14.1,14.1,0.0
n2_chain_31208f29,sequential,0,True,True,17.7,17.7,0.0
n2_chain_31208f29,wm_planner,0,True,True,14.2,14.2,0.0
n2_chain_31208f29,wm_planner,1,True,True,14.2,14.2,0.0
n2_chain_31208f29,wm_planner,2,True,True,14.2,14.2,0.0
n2_chain_359d5e67,lower_bound,0,True,True,7.2,7.2,0.0
n2_chain_359d5e67,sequential,0,True,True,13.2,13.2,0.0
n2_chain_359d5e67,wm_planner,0,True,True,8.2,8.2,0.0
n2_chain_359d5e67,wm_planner,1,True,True,8.0,8.2,0.1999999999999993
n2_chain_359d5e67,wm_planner,2,True,True,8.2,8.2,0.0
n2_chain_36e041fc,lower_bound,0,True,True,16.0,16.0,0.0
n2_chain_36e041fc,sequential,0,True,True,30.2,30.2,0.0
n2_chain_36e041fc,wm_planner,0,True,True,17.2,17.2,0.0
n2_chain_36e041fc,wm_planner,1,True,True,17.2,17.2,0.0
n2_chain_36e041fc,wm_planner,2,True,True,17.2,17.2,0.0
n2_chain_3c3d12e3,lower_bound,0,True,True,12.2,12.2,0.0
n2_chain_3c3d12e3,sequential,0,True,True,18.1,18.1,0.0
n2_chain_3c3d12e3,wm_planner,0,True,True,13.5,13.6,0.09999999999999964
n2_chain_3c3d12e3,wm_planner,1,True,True,13.6,13.6,0.0
n2_chain_3c3d12e3,wm_planner,2,True,True,13.5,13.6,0.09999999999999964
n2_chain_3c52259f,lower_bound,0,True,True,16.6,16.6,0.0
n2_chain_3c52259f,sequential,0,True,True,25.5,25.5,0.0
n2_chain_3c52259f,wm_planner,0,True,True,16.9,16.9,0.0
n2_chain_3c52259f,wm_planner,1,True,True,16.9,16.9,0.0
n2_chain_3c52259f,wm_planner,2,True,True,16.7,16.7,0.0
n2_chain_3ef22691,lower_bound,0,True,True,8.5,8.5,0.0
n2_chain_3ef22691,sequential,0,True,True,13.8,13.8,0.0
n2_chain_3ef22691,wm_planner,0,True,True,9.8,10.0,0.1999999999999993
n2_chain_3ef22691,wm_planner,1,True,True,10.1,10.1,0.0
n2_chain_3ef22691,wm_planner,2,True,True,10.1,10.1,0.0
n2_chain_3fc4fe76,lower_bound,0,True,True,11.6,11.6,0.0
n2_chain_3fc4fe76,sequential,0,True,True,21.9,21.9,0.0
n2_chain_3fc4fe76,wm_planner,0,True,True,12.7,12.5,-0.1999999999999993
n2_chain_3fc4fe76,wm_planner,1,True,True,12.5,12.5,0.0
n2_chain_3fc4fe76,wm_planner,2,True,True,12.7,12.5,-0.1999999999999993
n2_chain_4387676d,lower_bound,0,True,True,15.9,15.9,0.0
n2_chain_4387676d,sequential,0,False,False,,,
n2_chain_4387676d,wm_planner,0,True,True,17.0,17.0,0.0
n2_chain_4387676d,wm_planner,1,False,False,20.0,21.0,1.0
n2_chain_4387676d,wm_planner,2,True,True,17.1,17.0,-0.10000000000000142
n2_chain_44dbed2b,lower_bound,0,True,True,14.4,14.4,0.0
n2_chain_44dbed2b,sequential,0,True,True,20.5,20.5,0.0
n2_chain_44dbed2b,wm_planner,0,True,True,15.4,15.4,0.0
n2_chain_44dbed2b,wm_planner,1,True,True,15.4,15.4,0.0
n2_chain_44dbed2b,wm_planner,2,True,True,15.4,15.4,0.0
n2_chain_44e34d43,lower_bound,0,True,True,16.9,16.9,0.0
n2_chain_44e34d43,sequential,0,False,False,,,
n2_chain_44e34d43,wm_planner,0,True,True,17.8,18.5,0.6999999999999993
n2_chain_44e34d43,wm_planner,1,True,True,18.1,18.5,0.3999999999999986
n2_chain_44e34d43,wm_planner,2,True,True,18.3,18.1,-0.1999999999999993
n2_chain_4718f0ed,lower_bound,0,True,True,13.3,13.3,0.0
n2_chain_4718f0ed,sequential,0,True,True,23.6,23.6,0.0
n2_chain_4718f0ed,wm_planner,0,True,True,13.7,13.7,0.0
n2_chain_4718f0ed,wm_planner,1,True,True,13.7,13.7,0.0
n2_chain_4718f0ed,wm_planner,2,True,True,13.7,13.7,0.0
n2_chain_47f74576,lower_bound,0,True,True,16.2,16.2,0.0
n2_chain_47f74576,sequential,0,True,True,31.4,31.4,0.0
n2_chain_47f74576,wm_planner,0,True,True,16.5,16.4,-0.10000000000000142
n2_chain_47f74576,wm_planner,1,True,True,16.9,16.9,0.0
n2_chain_47f74576,wm_planner,2,True,True,17.1,16.9,-0.20000000000000284
n2_chain_4f90cf68,lower_bound,0,True,True,14.0,14.0,0.0
n2_chain_4f90cf68,sequential,0,True,True,24.4,24.4,0.0
n2_chain_4f90cf68,wm_planner,0,True,True,14.9,14.9,0.0
n2_chain_4f90cf68,wm_planner,1,True,True,14.9,14.9,0.0
n2_chain_4f90cf68,wm_planner,2,True,True,14.9,14.9,0.0
n2_chain_55305e9e,lower_bound,0,True,True,7.7,7.7,0.0
n2_chain_55305e9e,sequential,0,True,True,12.6,12.6,0.0
n2_chain_55305e9e,wm_planner,0,True,True,8.1,8.1,0.0
n2_chain_55305e9e,wm_planner,1,True,True,8.1,8.1,0.0
n2_chain_55305e9e,wm_planner,2,True,True,8.1,8.1,0.0
n2_chain_57e95155,lower_bound,0,True,True,10.5,10.5,0.0
n2_chain_57e95155,sequential,0,True,True,14.3,14.3,0.0
n2_chain_57e95155,wm_planner,0,True,True,10.5,10.5,0.0
n2_chain_57e95155,wm_planner,1,True,True,10.5,10.5,0.0
n2_chain_57e95155,wm_planner,2,True,True,10.5,10.5,0.0
n2_chain_5849f8ee,lower_bound,0,True,True,19.7,19.7,0.0
n2_chain_5849f8ee,sequential,0,True,True,38.2,38.2,0.0
n2_chain_5849f8ee,wm_planner,0,True,True,21.7,21.7,0.0
n2_chain_5849f8ee,wm_planner,1,True,True,23.1,21.4,-1.7000000000000028
n2_chain_5849f8ee,wm_planner,2,True,True,23.1,21.5,-1.6000000000000014
n2_chain_59859531,lower_bound,0,True,True,8.9,8.9,0.0
n2_chain_59859531,sequential,0,True,True,14.4,14.4,0.0
n2_chain_59859531,wm_planner,0,True,True,9.3,9.3,0.0
n2_chain_59859531,wm_planner,1,True,True,9.3,9.3,0.0
n2_chain_59859531,wm_planner,2,True,True,9.3,9.3,0.0
n2_chain_598addcf,lower_bound,0,True,True,19.7,19.7,0.0
n2_chain_598addcf,sequential,0,True,True,32.6,32.6,0.0
n2_chain_598addcf,wm_planner,0,True,True,20.0,20.0,0.0
n2_chain_598addcf,wm_planner,1,True,True,20.0,20.0,0.0
n2_chain_598addcf,wm_planner,2,True,True,20.0,20.0,0.0
n2_chain_5a72ff5b,lower_bound,0,True,True,9.3,9.3,0.0
n2_chain_5a72ff5b,sequential,0,False,False,,,
n2_chain_5a72ff5b,wm_planner,0,True,True,9.4,9.4,0.0
n2_chain_5a72ff5b,wm_planner,1,True,True,9.4,9.4,0.0
n2_chain_5a72ff5b,wm_planner,2,True,True,9.4,9.4,0.0
n2_chain_5aa18f01,lower_bound,0,True,True,14.6,14.6,0.0
n2_chain_5aa18f01,sequential,0,True,True,22.5,22.5,0.0
n2_chain_5aa18f01,wm_planner,0,True,True,15.4,15.7,0.29999999999999893
n2_chain_5aa18f01,wm_planner,1,True,True,15.4,15.5,0.09999999999999964
n2_chain_5aa18f01,wm_planner,2,True,True,15.5,15.4,-0.09999999999999964
n2_chain_5b521366,lower_bound,0,True,True,15.4,15.4,0.0
n2_chain_5b521366,sequential,0,True,True,23.5,23.5,0.0
n2_chain_5b521366,wm_planner,0,True,True,15.9,15.9,0.0
n2_chain_5b521366,wm_planner,1,True,True,15.9,15.9,0.0
n2_chain_5b521366,wm_planner,2,True,True,15.9,15.9,0.0
n2_chain_5c29c9ac,lower_bound,0,True,True,13.0,13.0,0.0
n2_chain_5c29c9ac,sequential,0,False,False,,,
n2_chain_5c29c9ac,wm_planner,0,True,True,14.2,14.2,0.0
n2_chain_5c29c9ac,wm_planner,1,True,True,14.1,14.2,0.09999999999999964
n2_chain_5c29c9ac,wm_planner,2,True,True,14.2,14.3,0.10000000000000142
n2_chain_5d8ff341,lower_bound,0,True,True,18.7,18.7,0.0
n2_chain_5d8ff341,sequential,0,True,True,30.1,30.1,0.0
n2_chain_5d8ff341,wm_planner,0,True,True,20.3,20.1,-0.1999999999999993
n2_chain_5d8ff341,wm_planner,1,True,True,20.3,20.3,0.0
n2_chain_5d8ff341,wm_planner,2,True,True,20.2,20.3,0.10000000000000142
n2_chain_5ee6ddc6,lower_bound,0,True,True,16.8,16.8,0.0
n2_chain_5ee6ddc6,sequential,0,True,True,31.7,31.7,0.0
n2_chain_5ee6ddc6,wm_planner,0,True,True,17.7,17.8,0.10000000000000142
n2_chain_5ee6ddc6,wm_planner,1,True,True,17.7,17.7,0.0
n2_chain_5ee6ddc6,wm_planner,2,True,True,18.8,18.1,-0.6999999999999993
n2_chain_5fca519e,lower_bound,0,True,True,8.5,8.5,0.0
n2_chain_5fca519e,sequential,0,False,False,,,
n2_chain_5fca519e,wm_planner,0,True,True,9.2,9.1,-0.09999999999999964
n2_chain_5fca519e,wm_planner,1,True,True,9.0,9.0,0.0
n2_chain_5fca519e,wm_planner,2,True,True,9.1,9.1,0.0
n2_chain_5fd352f9,lower_bound,0,True,True,11.8,11.8,0.0
n2_chain_5fd352f9,sequential,0,True,True,17.8,17.8,0.0
n2_chain_5fd352f9,wm_planner,0,True,True,12.4,12.4,0.0
n2_chain_5fd352f9,wm_planner,1,True,True,12.4,12.3,-0.09999999999999964
n2_chain_5fd352f9,wm_planner,2,True,True,12.4,12.4,0.0
n2_chain_5ffdf2ee,lower_bound,0,True,True,11.1,11.1,0.0
n2_chain_5ffdf2ee,sequential,0,True,True,16.1,16.1,0.0
n2_chain_5ffdf2ee,wm_planner,0,True,True,11.3,11.3,0.0
n2_chain_5ffdf2ee,wm_planner,1,True,True,11.3,11.3,0.0
n2_chain_5ffdf2ee,wm_planner,2,True,True,11.3,11.3,0.0
n2_chain_609c4670,lower_bound,0,True,True,10.9,10.9,0.0
n2_chain_609c4670,sequential,0,True,True,20.9,20.9,0.0
n2_chain_609c4670,wm_planner,0,True,True,11.7,11.7,0.0
n2_chain_609c4670,wm_planner,1,True,True,11.9,11.9,0.0
n2_chain_609c4670,wm_planner,2,True,True,11.9,11.9,0.0
n2_chain_62c41682,lower_bound,0,True,True,11.6,11.6,0.0
n2_chain_62c41682,sequential,0,True,True,19.6,19.6,0.0
