uid,method,planner_seed,ok_a,ok_b,team_time_a,team_time_b,diff
n2_fork_0b6e53eb,lower_bound,0,True,True,10.3,10.3,0.0
n2_fork_0b6e53eb,sequential,0,True,True,17.9,17.9,0.0
n2_fork_0b6e53eb,wm_planner,0,True,True,11.0,10.9,-0.09999999999999964
n2_fork_0b6e53eb,wm_planner,1,True,True,11.0,11.1,0.09999999999999964
n2_fork_0b6e53eb,wm_planner,2,True,True,10.9,10.9,0.0
n2_fork_0ba88acf,lower_bound,0,True,True,16.8,16.8,0.0
n2_fork_0ba88acf,sequential,0,True,True,31.7,31.7,0.0
n2_fork_0ba88acf,wm_planner,0,True,True,17.7,17.8,0.10000000000000142
n2_fork_0ba88acf,wm_planner,1,True,True,17.7,17.7,0.0
n2_fork_0ba88acf,wm_planner,2,True,True,18.8,18.1,-0.6999999999999993
n2_fork_0ec24305,lower_bound,0,True,True,15.4,15.4,0.0
n2_fork_0ec24305,sequential,0,True,True,23.5,23.5,0.0
n2_fork_0ec24305,wm_planner,0,True,True,15.9,15.9,0.0
n2_fork_0ec24305,wm_planner,1,True,True,15.9,15.9,0.0
n2_fork_0ec24305,wm_planner,2,True,True,15.9,15.9,0.0
n2_fork_1018d51b,lower_bound,0,True,True,7.6,7.6,0.0
n2_fork_1018d51b,sequential,0,True,True,13.9,13.9,0.0
n2_fork_1018d51b,wm_planner,0,True,True,7.6,7.6,0.0
n2_fork_1018d51b,wm_planner,1,True,True,7.6,7.6,0.0
n2_fork_1018d51b,wm_planner,2,True,True,7.6,7.6,0.0
n2_fork_1377b9f5,lower_bound,0,True,True,13.4,13.4,0.0
n2_fork_1377b9f5,sequential,0,True,True,19.6,19.6,0.0
n2_fork_1377b9f5,wm_planner,0,True,True,15.1,14.7,-0.40000000000000036
n2_fork_1377b9f5,wm_planner,1,True,True,14.8,14.7,-0.10000000000000142
n2_fork_1377b9f5,wm_planner,2,True,True,14.8,14.7,-0.10000000000000142
n2_fork_1398ce98,lower_bound,0,True,True,10.5,10.5,0.0
n2_fork_1398ce98,sequential,0,True,True,14.6,14.6,0.0
n2_fork_1398ce98,wm_planner,0,True,True,11.0,11.0,0.0
n2_fork_1398ce98,wm_planner,1,True,True,11.0,11.0,0.0
n2_fork_1398ce98,wm_planner,2,True,True,11.0,11.0,0.0
n2_fork_15c7021e,lower_bound,0,True,True,11.3,11.3,0.0
n2_fork_15c7021e,sequential,0,True,True,18.0,18.0,0.0
n2_fork_15c7021e,wm_planner,0,True,True,12.9,13.0,0.09999999999999964
n2_fork_15c7021e,wm_planner,1,True,True,13.0,12.9,-0.09999999999999964
n2_fork_15c7021e,wm_planner,2,True,True,13.2,13.0,-0.1999999999999993
n2_fork_17c63812,lower_bound,0,True,True,14.6,14.6,0.0
n2_fork_17c63812,sequential,0,True,True,22.5,22.5,0.0
n2_fork_17c63812,wm_planner,0,True,True,15.4,15.7,0.29999999999999893
n2_fork_17c63812,wm_planner,1,True,True,15.4,15.5,0.09999999999999964
n2_fork_17c63812,wm_planner,2,True,True,15.5,15.4,-0.09999999999999964
n2_fork_1c216097,lower_bound,0,True,True,12.9,12.9,0.0
n2_fork_1c216097,sequential,0,True,True,18.5,18.5,0.0
n2_fork_1c216097,wm_planner,0,True,True,13.5,13.2,-0.3000000000000007
n2_fork_1c216097,wm_planner,1,True,True,13.2,13.2,0.0
n2_fork_1c216097,wm_planner,2,True,True,13.2,13.2,0.0
n2_fork_1cbfb64f,lower_bound,0,True,True,10.1,10.1,0.0
n2_fork_1cbfb64f,sequential,0,True,True,14.1,14.1,0.0
n2_fork_1cbfb64f,wm_planner,0,True,True,11.0,11.0,0.0
n2_fork_1cbfb64f,wm_planner,1,True,True,11.0,11.0,0.0
n2_fork_1cbfb64f,wm_planner,2,True,True,11.0,11.0,0.0
n2_fork_1dadf1ff,lower_bound,0,True,True,19.7,19.7,0.0
n2_fork_1dadf1ff,sequential,0,True,True,32.6,32.6,0.0
n2_fork_1dadf1ff,wm_planner,0,True,True,20.0,20.0,0.0
n2_fork_1dadf1ff,wm_planner,1,True,True,20.0,20.0,0.0
n2_fork_1dadf1ff,wm_planner,2,True,True,20.0,20.0,0.0
n2_fork_1db46a76,lower_bound,0,True,True,7.8,7.8,0.0
n2_fork_1db46a76,sequential,0,True,True,11.7,11.7,0.0
n2_fork_1db46a76,wm_planner,0,True,True,7.9,7.9,0.0
n2_fork_1db46a76,wm_planner,1,True,True,7.9,7.9,0.0
n2_fork_1db46a76,wm_planner,2,True,True,7.9,7.9,0.0
n2_fork_1faf27ae,lower_bound,0,True,True,11.4,11.4,0.0
n2_fork_1faf27ae,sequential,0,True,True,17.0,17.0,0.0
n2_fork_1faf27ae,wm_planner,0,True,True,12.1,12.0,-0.09999999999999964
n2_fork_1faf27ae,wm_planner,1,True,True,11.8,12.0,0.1999999999999993
n2_fork_1faf27ae,wm_planner,2,True,True,12.1,12.0,-0.09999999999999964
n2_fork_242addaf,lower_bound,0,True,True,7.8,7.8,0.0
n2_fork_242addaf,sequential,0,True,True,12.9,12.9,0.0
n2_fork_242addaf,wm_planner,0,True,True,8.2,8.2,0.0
n2_fork_242addaf,wm_planner,1,True,True,8.2,8.2,0.0
n2_fork_242addaf,wm_planner,2,True,True,8.2,8.2,0.0
n2_fork_262a47ca,lower_bound,0,True,True,16.9,16.9,0.0
n2_fork_262a47ca,sequential,0,False,False,,,
n2_fork_262a47ca,wm_planner,0,True,True,17.8,18.5,0.6999999999999993
n2_fork_262a47ca,wm_planner,1,True,True,18.1,18.5,0.3999999999999986
n2_fork_262a47ca,wm_planner,2,True,True,18.3,18.1,-0.1999999999999993
n2_fork_286e66c9,lower_bound,0,True,True,7.9,7.9,0.0
n2_fork_286e66c9,sequential,0,True,True,14.7,14.7,0.0
n2_fork_286e66c9,wm_planner,0,True,True,8.3,8.4,0.09999999999999964
n2_fork_286e66c9,wm_planner,1,True,True,8.4,8.4,0.0
n2_fork_286e66c9,wm_planner,2,True,True,8.3,8.3,0.0
n2_fork_2d67ec99,lower_bound,0,True,True,11.2,11.2,0.0
n2_fork_2d67ec99,sequential,0,True,True,17.0,17.0,0.0
n2_fork_2d67ec99,wm_planner,0,True,True,11.9,11.9,0.0
n2_fork_2d67ec99,wm_planner,1,True,True,12.1,12.1,0.0
n2_fork_2d67ec99,wm_planner,2,True,True,12.1,12.1,0.0
n2_fork_2da954fd,lower_bound,0,True,True,8.5,8.5,0.0
n2_fork_2da954fd,sequential,0,True,True,13.8,13.8,0.0
n2_fork_2da954fd,wm_planner,0,True,True,9.8,10.0,0.1999999999999993
n2_fork_2da954fd,wm_planner,1,True,True,10.1,10.1,0.0
n2_fork_2da954fd,wm_planner,2,True,True,10.1,10.1,0.0
n2_fork_309fcecc,lower_bound,0,True,True,14.1,14.1,0.0
n2_fork_309fcecc,sequential,0,False,False,,,
n2_fork_309fcecc,wm_planner,0,True,True,15.9,15.8,-0.09999999999999964
n2_fork_309fcecc,wm_planner,1,True,True,15.7,15.1,-0.5999999999999996
n2_fork_309fcecc,wm_planner,2,True,True,15.2,15.8,0.6000000000000014
n2_fork_316fcc52,lower_bound,0,True,True,16.8,16.8,0.0
n2_fork_316fcc52,sequential,0,True,True,22.9,22.9,0.0
n2_fork_316fcc52,wm_planner,0,True,True,18.2,18.8,0.6000000000000014
n2_fork_316fcc52,wm_planner,1,True,True,18.2,18.8,0.6000000000000014
n2_fork_316fcc52,wm_planner,2,True,True,18.4,18.8,0.40000000000000213
n2_fork_328ba0d0,lower_bound,0,True,True,19.3,19.3,0.0
n2_fork_328ba0d0,sequential,0,True,True,22.4,22.4,0.0
n2_fork_328ba0d0,wm_planner,0,True,True,20.1,20.0,-0.10000000000000142
n2_fork_328ba0d0,wm_planner,1,True,True,20.0,20.0,0.0
n2_fork_328ba0d0,wm_planner,2,True,True,20.1,20.1,0.0
n2_fork_32ca5d65,lower_bound,0,True,True,13.9,13.9,0.0
n2_fork_32ca5d65,sequential,0,True,True,23.1,23.1,0.0
n2_fork_32ca5d65,wm_planner,0,True,True,13.9,13.9,0.0
n2_fork_32ca5d65,wm_planner,1,True,True,13.9,13.9,0.0
n2_fork_32ca5d65,wm_planner,2,True,True,13.9,13.9,0.0
n2_fork_3324e257,lower_bound,0,True,True,19.7,19.7,0.0
n2_fork_3324e257,sequential,0,True,True,32.6,32.6,0.0
n2_fork_3324e257,wm_planner,0,True,True,20.0,20.0,0.0
n2_fork_3324e257,wm_planner,1,True,True,20.0,20.0,0.0
n2_fork_3324e257,wm_planner,2,True,True,20.0,20.0,0.0
n2_fork_3439ec1b,lower_bound,0,True,True,16.2,16.2,0.0
n2_fork_3439ec1b,sequential,0,True,True,31.4,31.4,0.0
n2_fork_3439ec1b,wm_planner,0,True,True,16.5,16.4,-0.10000000000000142
n2_fork_3439ec1b,wm_planner,1,True,True,16.9,16.9,0.0
n2_fork_3439ec1b,wm_planner,2,True,True,17.1,16.9,-0.20000000000000284
n2_fork_34a38f49,lower_bound,0,True,True,7.7,7.7,0.0
n2_fork_34a38f49,sequential,0,True,True,14.1,14.1,0.0
n2_fork_34a38f49,wm_planner,0,True,True,8.5,8.5,0.0
n2_fork_34a38f49,wm_planner,1,True,True,8.6,8.6,0.0
n2_fork_34a38f49,wm_planner,2,True,True,8.6,8.4,-0.1999999999999993
n2_fork_35a0c445,lower_bound,0,True,True,8.7,8.7,0.0
n2_fork_35a0c445,sequential,0,True,True,11.9,11.9,0.0
n2_fork_35a0c445,wm_planner,0,True,True,9.7,9.7,0.0
n2_fork_35a0c445,wm_planner,1,True,True,9.7,9.7,0.0
n2_fork_35a0c445,wm_planner,2,True,True,9.7,9.7,0.0
n2_fork_374c24ae,lower_bound,0,True,True,11.2,11.2,0.0
n2_fork_374c24ae,sequential,0,False,False,,,
n2_fork_374c24ae,wm_planner,0,True,True,12.2,12.2,0.0
n2_fork_374c24ae,wm_planner,1,True,True,12.7,12.6,-0.09999999999999964
n2_fork_374c24ae,wm_planner,2,True,True,12.6,12.6,0.0
n2_fork_3932a497,lower_bound,0,True,True,11.2,11.2,0.0
n2_fork_3932a497,sequential,0,True,True,19.4,19.4,0.0
n2_fork_3932a497,wm_planner,0,False,False,17.0,17.0,0.0
n2_fork_3932a497,wm_planner,1,False,False,17.0,17.0,0.0
n2_fork_3932a497,wm_planner,2,False,False,17.0,17.0,0.0
n2_fork_3af3a8c5,lower_bound,0,True,True,10.2,10.2,0.0
n2_fork_3af3a8c5,sequential,0,True,True,17.4,17.4,0.0
n2_fork_3af3a8c5,wm_planner,0,True,True,11.3,11.3,0.0
n2_fork_3af3a8c5,wm_planner,1,True,True,11.3,11.3,0.0
n2_fork_3af3a8c5,wm_planner,2,True,True,11.4,11.4,0.0
n2_fork_3b1e30ae,lower_bound,0,True,True,10.7,10.7,0.0
n2_fork_3b1e30ae,sequential,0,False,False,,,
n2_fork_3b1e30ae,wm_planner,0,True,True,14.8,14.8,0.0
n2_fork_3b1e30ae,wm_planner,1,True,True,14.4,14.6,0.1999999999999993
n2_fork_3b1e30ae,wm_planner,2,True,True,13.9,15.0,1.0999999999999996
n2_fork_3d4ad0c3,lower_bound,0,True,True,12.2,12.2,0.0
n2_fork_3d4ad0c3,sequential,0,True,True,20.6,20.6,0.0
n2_fork_3d4ad0c3,wm_planner,0,False,True,12.0,13.8,1.8000000000000007
n2_fork_3d4ad0c3,wm_planner,1,False,True,12.0,13.8,1.8000000000000007
n2_fork_3d4ad0c3,wm_planner,2,False,True,12.0,14.0,2.0
n2_fork_3dc60da7,lower_bound,0,True,True,11.8,11.8,0.0
n2_fork_3dc60da7,sequential,0,True,True,19.0,19.0,0.0
n2_fork_3dc60da7,wm_planner,0,True,True,12.8,12.8,0.0
n2_fork_3dc60da7,wm_planner,1,True,True,12.8,12.8,0.0
n2_fork_3dc60da7,wm_planner,2,True,True,12.8,12.8,0.0
n2_fork_3df5fe8a,lower_bound,0,True,True,17.6,17.6,0.0
n2_fork_3df5fe8a,sequential,0,False,False,,,
n2_fork_3df5fe8a,wm_planner,0,True,True,17.5,17.5,0.0
n2_fork_3df5fe8a,wm_planner,1,True,True,17.5,17.5,0.0
n2_fork_3df5fe8a,wm_planner,2,True,True,17.5,17.5,0.0
n2_fork_3e6a438f,lower_bound,0,True,True,9.5,9.5,0.0
n2_fork_3e6a438f,sequential,0,True,True,12.7,12.7,0.0
n2_fork_3e6a438f,wm_planner,0,True,True,10.5,10.5,0.0
n2_fork_3e6a438f,wm_planner,1,True,True,10.5,10.5,0.0
n2_fork_3e6a438f,wm_planner,2,True,True,10.5,10.5,0.0
n2_fork_402b0191,lower_bound,0,True,True,11.8,11.8,0.0
n2_fork_402b0191,sequential,0,True,True,17.8,17.8,0.0
n2_fork_402b0191,wm_planner,0,True,True,12.4,12.4,0.0
n2_fork_402b0191,wm_planner,1,True,True,12.4,12.3,-0.09999999999999964
n2_fork_402b0191,wm_planner,2,True,True,12.4,12.4,0.0
n2_fork_406a64e2,lower_bound,0,True,True,9.3,9.3,0.0
n2_fork_406a64e2,sequential,0,True,True,14.6,14.6,0.0
n2_fork_406a64e2,wm_planner,0,True,True,10.1,9.8,-0.29999999999999893
n2_fork_406a64e2,wm_planner,1,True,True,10.1,9.8,-0.29999999999999893
n2_fork_406a64e2,wm_planner,2,True,True,10.1,9.8,-0.29999999999999893
n2_fork_42b5b0cc,lower_bound,0,True,True,7.5,7.5,0.0
n2_fork_42b5b0cc,sequential,0,True,True,9.8,9.8,0.0
n2_fork_42b5b0cc,wm_planner,0,True,True,7.6,7.6,0.0
n2_fork_42b5b0cc,wm_planner,1,True,True,7.6,7.6,0.0
n2_fork_42b5b0cc,wm_planner,2,True,True,7.6,7.6,0.0
n2_fork_42b91219,lower_bound,0,True,True,20.0,20.0,0.0
n2_fork_42b91219,sequential,0,False,False,,,
n2_fork_42b91219,wm_planner,0,True,True,20.4,20.1,-0.29999999999999716
n2_fork_42b91219,wm_planner,1,True,True,20.1,20.2,0.09999999999999787
n2_fork_42b91219,wm_planner,2,True,True,20.8,20.3,-0.5
n2_fork_4544accc,lower_bound,0,True,True,7.4,7.4,0.0
n2_fork_4544accc,sequential,0,True,True,10.8,10.8,0.0
n2_fork_4544accc,wm_planner,0,True,True,7.8,7.8,0.0
n2_fork_4544accc,wm_planner,1,True,True,7.8,7.8,0.0
n2_fork_4544accc,wm_planner,2,True,True,7.8,7.8,0.0
n2_fork_45db9ace,lower_bound,0,True,True,14.7,14.7,0.0
n2_fork_45db9ace,sequential,0,True,True,24.5,24.5,0.0
n2_fork_45db9ace,wm_planner,0,True,True,15.7,16.4,0.6999999999999993
n2_fork_45db9ace,wm_planner,1,True,True,15.5,15.8,0.3000000000000007
n2_fork_45db9ace,wm_planner,2,True,True,15.6,15.6,0.0
n2_fork_4807c41c,lower_bound,0,True,True,9.2,9.2,0.0
n2_fork_4807c41c,sequential,0,False,False,,,
n2_fork_4807c41c,wm_planner,0,True,True,10.0,10.0,0.0
n2_fork_4807c41c,wm_planner,1,True,True,10.1,10.7,0.5999999999999996
n2_fork_4807c41c,wm_planner,2,True,True,10.1,10.3,0.20000000000000107
n2_fork_4a02ce1f,lower_bound,0,True,True,12.8,12.8,0.0
n2_fork_4a02ce1f,sequential,0,True,True,20.7,20.7,0.0
n2_fork_4a02ce1f,wm_planner,0,True,True,13.3,13.3,0.0
n2_fork_4a02ce1f,wm_planner,1,True,True,13.4,13.3,-0.09999999999999964
n2_fork_4a02ce1f,wm_planner,2,True,True,13.3,13.2,-0.10000000000000142
n2_fork_4ad062b0,lower_bound,0,True,True,8.7,8.7,0.0
n2_fork_4ad062b0,sequential,0,True,True,10.7,10.7,0.0
n2_fork_4ad062b0,wm_planner,0,True,True,9.4,9.4,0.0
n2_fork_4ad062b0,wm_planner,1,True,True,9.5,9.5,0.0
n2_fork_4ad062b0,wm_planner,2,True,True,9.4,9.5,0.09999999999999964
n2_fork_4bfd1ca5,lower_bound,0,True,True,11.6,11.6,0.0
n2_fork_4bfd1ca5,sequential,0,True,True,19.6,19.6,0.0
n2_fork_4bfd1ca5,wm_planner,0,True,True,11.7,11.7,0.0
n2_fork_4bfd1ca5,wm_planner,1,True,True,11.7,11.7,0.0
n2_fork_4bfd1ca5,wm_planner,2,True,True,11.7,11.7,0.0
n2_fork_4c6f4acf,lower_bound,0,True,True,9.3,9.3,0.0
n2_fork_4c6f4acf,sequential,0,False,False,,,
n2_fork_4c6f4acf,wm_planner,0,True,True,9.4,9.4,0.0
n2_fork_4c6f4acf,wm_planner,1,True,True,9.4,9.4,0.0
n2_fork_4c6f4acf,wm_planner,2,True,True,9.4,9.4,0.0
n2_fork_4c82d449,lower_bound,0,True,True,6.5,6.5,0.0
n2_fork_4c82d449,sequential,0,True,True,11.7,11.7,0.0
n2_fork_4c82d449,wm_planner,0,True,True,6.5,6.5,0.0
n2_fork_4c82d449,wm_planner,1,True,True,6.5,6.5,0.0
n2_fork_4c82d449,wm_planner,2,True,True,6.5,6.5,0.0
n2_fork_4cf22fa3,lower_bound,0,True,True,18.8,18.8,0.0
n2_fork_4cf22fa3,sequential,0,True,True,29.3,29.3,0.0
n2_fork_4cf22fa3,wm_planner,0,True,True,18.8,18.7,-0.10000000000000142
n2_fork_4cf22fa3,wm_planner,1,True,True,18.8,18.7,-0.10000000000000142
n2_fork_4cf22fa3,wm_planner,2,True,True,18.8,18.7,-0.10000000000000142
n2_fork_4ed3831f,lower_bound,0,True,True,16.9,16.9,0.0
n2_fork_4ed3831f,sequential,0,True,True,20.3,20.3,0.0
n2_fork_4ed3831f,wm_planner,0,True,True,16.9,16.9,0.0
n2_fork_4ed3831f,wm_planner,1,True,True,16.9,16.9,0.0
n2_fork_4ed3831f,wm_planner,2,True,True,16.9,16.9,0.0
n2_fork_508369f7,lower_bound,0,True,True,8.5,8.5,0.0
n2_fork_508369f7,sequential,0,False,False,,,
n2_fork_508369f7,wm_planner,0,True,True,8.7,8.7,0.0
n2_fork_508369f7,wm_planner,1,True,True,8.9,8.9,0.0
n2_fork_508369f7,wm_planner,2,True,True,8.9,8.9,0.0
n2_fork_5177e6e0,lower_bound,0,True,True,7.5,7.5,0.0
n2_fork_5177e6e0,sequential,0,True,True,12.1,12.1,0.0
n2_fork_5177e6e0,wm_planner,0,True,True,10.0,8.4,-1.5999999999999996
n2_fork_5177e6e0,wm_planner,1,False,True,13.0,8.7,-4.300000000000001
n2_fork_5177e6e0,wm_planner,2,True,True,10.0,8.8,-1.1999999999999993
n2_fork_5648132d,lower_bound,0,True,True,15.4,15.4,0.0
n2_fork_5648132d,sequential,0,True,True,21.7,21.7,0.0
n2_fork_5648132d,wm_planner,0,True,True,15.9,15.9,0.0
n2_fork_5648132d,wm_planner,1,True,True,15.9,15.9,0.0
n2_fork_5648132d,wm_planner,2,True,True,15.9,15.9,0.0
n2_fork_570022c5,lower_bound,0,True,True,16.7,16.7,0.0
n2_fork_570022c5,sequential,0,True,True,25.0,25.0,0.0
n2_fork_570022c5,wm_planner,0,True,True,16.7,16.7,0.0
n2_fork_570022c5,wm_planner,1,True,True,16.7,16.7,0.0
n2_fork_570022c5,wm_planner,2,True,True,16.7,16.7,0.0
n2_fork_57642606,lower_bound,0,True,True,13.0,13.0,0.0
n2_fork_57642606,sequential,0,False,False,,,
n2_fork_57642606,wm_planner,0,True,True,14.2,14.2,0.0
n2_fork_57642606,wm_planner,1,True,True,14.1,14.2,0.09999999999999964
n2_fork_57642606,wm_planner,2,True,True,14.2,14.3,0.10000000000000142
n2_fork_58a44425,lower_bound,0,True,True,8.9,8.9,0.0
n2_fork_58a44425,sequential,0,True,True,14.0,14.0,0.0
n2_fork_58a44425,wm_planner,0,True,True,9.8,9.6,-0.20000000000000107
n2_fork_58a44425,wm_planner,1,True,True,9.6,9.6,0.0
n2_fork_58a44425,wm_planner,2,True,True,9.6,9.6,0.0
n2_fork_58c78db4,lower_bound,0,True,True,8.1,8.1,0.0
n2_fork_58c78db4,sequential,0,True,True,16.1,16.1,0.0
n2_fork_58c78db4,wm_planner,0,True,True,9.1,9.3,0.20000000000000107
n2_fork_58c78db4,wm_planner,1,True,True,9.1,9.1,0.0
n2_fork_58c78db4,wm_planner,2,True,True,9.3,9.3,0.0
n2_fork_59be69f1,lower_bound,0,True,True,8.5,8.5,0.0
n2_fork_59be69f1,sequential,0,False,False,,,
n2_fork_59be69f1,wm_planner,0,True,True,9.2,9.1,-0.09999999999999964
n2_fork_59be69f1,wm_planner,1,True,True,9.0,9.0,0.0
n2_fork_59be69f1,wm_planner,2,True,True,9.1,9.1,0.0
n2_fork_5af9e942,lower_bound,0,True,True,10.1,10.1,0.0
n2_fork_5af9e942,sequential,0,True,True,11.8,11.8,0.0
n2_fork_5af9e942,wm_planner,0,True,True,10.5,10.5,0.0
n2_fork_5af9e942,wm_planner,1,True,True,10.5,10.5,0.0
n2_fork_5af9e942,wm_planner,2,True,True,10.5,10.5,0.0
n2_fork_5b149be8,lower_bound,0,True,True,11.6,11.6,0.0
n2_fork_5b149be8,sequential,0,True,True,21.9,21.9,0.0
n2_fork_5b149be8,wm_planner,0,True,True,12.7,12.5,-0.1999999999999993
n2_fork_5b149be8,wm_planner,1,True,True,12.5,12.5,0.0
n2_fork_5b149be8,wm_planner,2,True,True,12.7,12.5,-0.1999999999999993
n2_fork_5ba69716,lower_bound,0,True,True,7.0,7.0,0.0
n2_fork_5ba69716,sequential,0,True,True,10.4,10.4,0.0
n2_fork_5ba69716,wm_planner,0,True,True,7.4,7.4,0.0
n2_fork_5ba69716,wm_planner,1,True,True,7.4,7.4,0.0
n2_fork_5ba69716,wm_planner,2,True,True,7.4,7.4,0.0
n2_fork_5c54abcc,lower_bound,0,True,True,12.0,12.0,0.0
n2_fork_5c54abcc,sequential,0,True,True,17.2,17.2,0.0
n2_fork_5c54abcc,wm_planner,0,True,True,12.1,12.0,-0.09999999999999964
n2_fork_5c54abcc,wm_planner,1,True,True,12.0,12.0,0.0
n2_fork_5c54abcc,wm_planner,2,True,True,12.1,12.0,-0.09999999999999964
n2_fork_5d0b75b5,lower_bound,0,True,True,10.5,10.5,0.0
n2_fork_5d0b75b5,sequential,0,True,True,14.3,14.3,0.0
n2_fork_5d0b75b5,wm_planner,0,True,True,10.5,10.5,0.0
n2_fork_5d0b75b5,wm_planner,1,True,True,10.5,10.5,0.0
n2_fork_5d0b75b5,wm_planner,2,True,True,10.5,10.5,0.0
n2_fork_5e5d8778,lower_bound,0,True,True,18.2,18.2,0.0
n2_fork_5e5d8778,sequential,0,True,True,31.1,31.1,0.0
n2_fork_5e5d8778,wm_planner,0,True,True,18.4,18.4,0.0
n2_fork_5e5d8778,wm_planner,1,True,True,18.5,18.5,0.0
n2_fork_5e5d8778,wm_planner,2,True,True,18.5,18.5,0.0
n2_fork_5fc190e1,lower_bound,0,True,True,9.9,9.9,0.0
n2_fork_5fc190e1,sequential,0,True,True,17.5,17.5,0.0
n2_fork_5fc190e1,wm_planner,0,True,True,10.4,10.3,-0.09999999999999964
n2_fork_5fc190e1,wm_planner,1,True,True,10.2,10.3,0.10000000000000142
n2_fork_5fc190e1,wm_planner,2,True,True,10.4,10.3,-0.09999999999999964
n2_fork_61be79f0,lower_bound,0,True,True,12.8,12.8,0.0
n2_fork_61be79f0,sequential,0,True,True,20.0,20.0,0.0
n2_fork_61be79f0,wm_planner,0,True,True,12.8,12.8,0.0
n2_fork_61be79f0,wm_planner,1,True,True,12.8,13.0,0.1999999999999993
n2_fork_61be79f0,wm_planner,2,True,True,13.0,13.0,0.0
n2_fork_621a7c5b,lower_bound,0,True,True,14.1,14.1,0.0
n2_fork_621a7c5b,sequential,0,True,True,17.7,17.7,0.0
n2_fork_621a7c5b,wm_planner,0,True,True,14.2,14.2,0.0
n2_fork_621a7c5b,wm_planner,1,True,True,14.2,14.2,0.0
n2_fork_621a7c5b,wm_planner,2,True,True,14.2,14.2,0.0
n2_fork_63a6409b,lower_bound,0,True,True,7.2,7.2,0.0
n2_fork_63a6409b,sequential,0,True,True,13.2,13.2,0.0
n2_fork_63a6409b,wm_planner,0,True,True,8.2,8.2,0.0
n2_fork_63a6409b,wm_planner,1,True,True,8.0,8.2,0.1999999999999993
n2_fork_63a6409b,wm_planner,2,True,True,8.2,8.2,0.0
n2_fork_65e639c8,lower_bound,0,True,True,9.1,9.1,0.0
n2_fork_65e639c8,sequential,0,True,True,16.3,16.3,0.0
n2_fork_65e639c8,wm_planner,0,True,True,9.2,9.2,0.0
n2_fork_65e639c8,wm_planner,1,True,True,9.2,9.2,0.0
n2_fork_65e639c8,wm_planner,2,True,True,9.2,9.2,0.0
n2_fork_66946c40,lower_bound,0,True,True,14.5,14.5,0.0
n2_fork_66946c40,sequential,0,True,True,24.7,24.7,0.0
n2_fork_66946c40,wm_planner,0,True,True,14.6,14.6,0.0
n2_fork_66946c40,wm_planner,1,True,True,14.6,14.6,0.0
n2_fork_66946c40,wm_planner,2,True,True,14.7,14.6,-0.09999999999999964
n2_fork_672c064d,lower_bound,0,True,True,14.0,14.0,0.0
n2_fork_672c064d,sequential,0,True,True,24.4,24.4,0.0
n2_fork_672c064d,wm_planner,0,True,True,14.9,14.9,0.0
n2_fork_672c064d,wm_planner,1,True,True,14.9,14.9,0.0
n2_fork_672c064d,wm_planner,2,True,True,14.9,14.9,0.0
n2_fork_68821501,lower_bound,0,True,True,19.7,19.7,0.0
n2_fork_68821501,sequential,0,True,True,38.2,38.2,0.0
n2_fork_68821501,wm_planner,0,True,True,21.7,21.7,0.0
n2_fork_68821501,wm_planner,1,True,True,23.1,21.4,-1.7000000000000028
n2_fork_68821501,wm_planner,2,True,True,23.1,21.5,-1.6000000000000014
n2_fork_69364cfa,lower_bound,0,True,True,9.2,9.2,0.0
n2_fork_69364cfa,sequential,0,True,True,16.0,16.0,0.0
n2_fork_69364cfa,wm_planner,0,True,True,10.0,10.0,0.0
n2_fork_69364cfa,wm_planner,1,True,True,10.0,10.0,0.0
n2_fork_69364cfa,wm_planner,2,True,True,10.0,10.0,0.0
n2_fork_69ad40bb,lower_bound,0,True,True,13.4,13.4,0.0
n2_fork_69ad40bb,sequential,0,True,True,19.6,19.6,0.0
n2_fork_69ad40bb,wm_planner,0,True,True,15.1,14.7,-0.40000000000000036
n2_fork_69ad40bb,wm_planner,1,True,True,14.8,14.7,-0.10000000000000142
n2_fork_69ad40bb,wm_planner,2,True,True,14.8,14.7,-0.10000000000000142
n2_fork_6ae660b8,lower_bound,0,True,True,14.9,14.9,0.0
n2_fork_6ae660b8,sequential,0,False,False,,,
n2_fork_6ae660b8,wm_planner,0,True,True,15.3,15.3,0.0
n2_fork_6ae660b8,wm_planner,1,True,True,15.3,15.3,0.0
n2_fork_6ae660b8,wm_planner,2,True,True,15.3,15.3,0.0
n2_fork_6bd9c994,lower_bound,0,True,True,15.9,15.9,0.0
n2_fork_6bd9c994,sequential,0,False,False,,,
n2_fork_6bd9c994,wm_planner,0,True,True,17.0,17.0,0.0
n2_fork_6bd9c994,wm_planner,1,False,False,20.0,21.0,1.0
n2_fork_6bd9c994,wm_planner,2,True,True,17.1,17.0,-0.10000000000000142
n2_fork_6d319a22,lower_bound,0,True,True,8.7,8.7,0.0
n2_fork_6d319a22,sequential,0,True,True,10.7,10.7,0.0
n2_fork_6d319a22,wm_planner,0,True,True,9.4,9.4,0.0
n2_fork_6d319a22,wm_planner,1,True,True,9.5,9.5,0.0
n2_fork_6d319a22,wm_planner,2,True,True,9.4,9.5,0.09999999999999964
n2_fork_6e34fbee,lower_bound,0,True,True,14.0,14.0,0.0
n2_fork_6e34fbee,sequential,0,True,True,25.4,25.4,0.0
n2_fork_6e34fbee,wm_planner,0,True,True,14.6,14.6,0.0
n2_fork_6e34fbee,wm_planner,1,True,True,14.6,14.6,0.0
