uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,max_accel,phys_fp
n4_chain_1ffca794,8,4,chain,12.0,6-8,1.0,0.55,wm_planner,ok,13.7,47.1,37.122,11.584,True,0.9213,0.3831,0,1,8.448,11.8,1.161,fb5c257,1,300.0,16,16,True,,10,4,3,3,0,251,3,12.0,2070da06d4a0
n4_chain_bb209741,5,4,chain,12.0,6-8,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,23.0,85.9,46.304,46.587,False,0.9363,0.3212,0,1,12.316,21.6,1.0648,fb5c257,1,300.0,16,16,True,deadlock: no team progress,10,1,7,2,0,295,7,11.5832,2070da06d4a0
n4_chain_7e177e3d,9,4,chain,12.0,6-8,1.0,0.55,lower_bound,ok,13.3,,,,,,,,,0.0,13.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_chain_7e177e3d,9,4,chain,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.3,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_chain_7e177e3d,9,4,chain,12.0,6-8,1.0,0.55,wm_planner,ok,17.8,46.6,32.472,15.43,True,0.7338,0.4351,0,4,8.593,13.3,1.3383,fb5c257,0,300.0,16,16,True,,10,3,5,2,0,187,5,12.0,2070da06d4a0
n4_chain_7e177e3d,9,4,chain,12.0,6-8,1.0,0.55,wm_planner,ok,17.5,43.9,29.846,14.891,True,0.7081,0.4309,0,2,5.577,13.3,1.3158,fb5c257,2,300.0,16,16,True,,9,3,3,2,1,171,3,12.0,2070da06d4a0
n4_chain_0a1515f5,7,4,chain,12.0,6-8,1.0,0.55,wm_planner,ok,23.0,69.6,55.937,17.608,True,0.921,0.3228,0,7,13.108,20.3,1.133,fb5c257,2,300.0,16,16,True,,9,4,4,1,0,335,4,11.9539,2070da06d4a0
n4_fork_c4588ab3,1,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,7.5,,,,,,,,,0.0,7.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_c4588ab3,1,4,fork,8.0,2-3,0.0,0.55,sequential,ok,23.8,55.4,22.232,31.6,True,1.2772,0.3447,0,,0.018,7.5,3.1733,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_c4588ab3,1,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,15.0,38.3,18.73,19.281,False,0.9239,0.3209,0,1,4.846,7.5,2.0,fb5c257,0,300.0,16,16,True,deadlock: no team progress,7,2,2,3,0,101,2,9.8122,2070da06d4a0
n4_chain_7e177e3d,9,4,chain,12.0,6-8,1.0,0.55,wm_planner,ok,17.7,43.9,30.084,14.66,True,0.7081,0.4302,0,4,8.04,13.3,1.3308,fb5c257,1,300.0,16,16,True,,12,3,5,3,1,193,5,12.0,2070da06d4a0
n4_fork_465f5f2b,2,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,14.9,41.1,30.255,11.325,True,0.924,0.4046,0,8,5.277,11.5,1.2957,fb5c257,1,300.0,16,16,True,,8,4,1,3,0,158,1,12.0,2070da06d4a0
n4_chain_0a1515f5,7,4,chain,12.0,6-8,1.0,0.55,lower_bound,ok,20.3,,,,,,,,,0.0,20.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_chain_0a1515f5,7,4,chain,12.0,6-8,1.0,0.55,sequential,no_solution,,,,,,,,,,,20.3,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_chain_0a1515f5,7,4,chain,12.0,6-8,1.0,0.55,wm_planner,ok,24.6,76.5,59.708,21.365,True,0.9203,0.3202,0,5,15.065,20.3,1.2118,fb5c257,0,300.0,16,16,True,,11,4,4,3,0,360,4,12.0,2070da06d4a0
n4_fork_c4588ab3,1,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,45.3,21.245,24.172,False,0.7659,0.3209,0,1,5.788,7.5,2.5333,fb5c257,1,300.0,16,16,False,deadlock: no team progress,9,2,3,4,0,117,3,12.0,2070da06d4a0
n4_fork_c4588ab3,1,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,45.3,21.219,24.189,False,0.7672,0.3206,0,1,6.437,7.5,2.5333,fb5c257,2,300.0,16,16,False,deadlock: no team progress,8,1,3,4,0,117,3,12.0,2070da06d4a0
n4_fork_465f5f2b,2,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_465f5f2b,2,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.5,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_465f5f2b,2,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,20.0,49.6,27.373,22.138,False,0.9076,0.4421,0,4,6.939,11.5,1.7391,fb5c257,0,300.0,16,16,True,deadlock: no team progress,9,4,2,3,0,120,2,11.4569,2070da06d4a0
n4_fork_3b6dcc76,3,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,12.5,,,,,,,,,0.0,12.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_3b6dcc76,3,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,12.5,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_3b6dcc76,3,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,16.7,59.4,47.112,16.017,True,0.9275,0.3202,0,5,7.792,12.5,1.336,fb5c257,0,300.0,16,16,False,,14,4,5,5,0,223,5,12.0,2070da06d4a0
n4_fork_465f5f2b,2,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,20.0,47.4,25.804,21.304,False,0.9232,0.436,0,3,9.318,11.5,1.7391,fb5c257,2,300.0,16,16,True,deadlock: no team progress,8,4,2,2,0,150,2,12.0,2070da06d4a0
n4_fork_c8fdf59b,0,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,24.0,76.1,35.942,41.88,False,0.8065,0.3201,0,1,11.053,14.8,1.6216,fb5c257,2,300.0,16,16,True,deadlock: no team progress,10,2,5,3,0,187,5,12.0,2070da06d4a0
n4_fork_aec048ee,5,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,11.6,,,,,,,,,0.0,11.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_aec048ee,5,4,fork,8.0,2-3,0.0,0.55,sequential,ok,25.1,56.4,23.458,31.3,True,1.0085,0.3921,0,,0.019,11.6,2.1638,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_aec048ee,5,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,15.0,38.7,25.384,12.521,True,0.961,0.3202,0,2,4.826,11.6,1.2931,fb5c257,0,300.0,16,16,False,,11,4,5,2,0,96,5,12.0,2070da06d4a0
n4_fork_aec048ee,5,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,15.4,38.0,24.811,12.328,True,0.9747,0.3202,0,1,4.844,11.6,1.3276,fb5c257,2,300.0,16,16,True,,10,4,5,1,0,89,5,12.0,2070da06d4a0
n4_fork_c8fdf59b,0,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,26.0,91.4,41.106,52.073,False,0.9478,0.3204,0,1,13.723,14.8,1.7568,fb5c257,1,300.0,16,16,True,deadlock: no team progress,13,3,6,4,0,225,6,12.0,2070da06d4a0
n4_fork_2f5e9a1b,6,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,10.1,,,,,,,,,0.0,10.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_2f5e9a1b,6,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,10.1,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_2f5e9a1b,6,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,12.5,42.1,31.441,11.36,True,0.9212,0.3631,0,4,5.483,10.1,1.2376,fb5c257,0,300.0,16,16,True,,8,4,2,2,0,174,2,9.0,2070da06d4a0
n4_fork_2f5e9a1b,6,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,12.0,41.2,31.918,10.137,True,0.9203,0.3631,0,4,5.243,10.1,1.1881,fb5c257,1,300.0,16,16,True,,10,4,2,4,0,156,2,11.7896,2070da06d4a0
n4_fork_3b6dcc76,3,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,70.0,40.688,31.82,False,1.0044,0.3213,0,5,10.081,12.5,1.68,fb5c257,2,300.0,16,16,True,deadlock: no team progress,11,4,5,2,0,244,5,12.0,2070da06d4a0
n4_fork_3b6dcc76,3,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,18.0,61.4,49.467,15.993,True,0.9271,0.3202,0,4,11.496,12.5,1.44,fb5c257,1,300.0,16,16,True,,14,4,6,4,0,266,6,12.0,2070da06d4a0
n4_fork_9bcfdd6a,4,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,28.0,72.6,36.93,37.518,False,0.9207,0.3202,0,2,9.41,14.7,1.9048,fb5c257,1,300.0,16,16,True,deadlock: no team progress,8,2,3,3,0,142,3,10.6397,2070da06d4a0
n4_fork_aec048ee,5,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,20.0,43.4,22.509,19.595,False,0.9384,0.3213,0,1,8.257,11.6,1.7241,fb5c257,1,300.0,16,16,False,deadlock: no team progress,12,4,6,2,0,84,6,12.0,2070da06d4a0
n4_fork_2f5e9a1b,6,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,12.2,41.9,31.336,11.265,True,0.9237,0.3631,0,3,5.151,10.1,1.2079,fb5c257,2,300.0,16,16,True,,9,4,2,3,0,150,2,9.5124,2070da06d4a0
n4_fork_9bcfdd6a,4,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,14.7,,,,,,,,,0.0,14.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_9bcfdd6a,4,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,14.7,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_9bcfdd6a,4,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,18.2,58.1,47.858,13.272,True,0.7878,0.3225,0,3,10.685,14.7,1.2381,fb5c257,0,300.0,16,16,True,,7,3,0,4,0,218,0,6.0324,2070da06d4a0
n4_fork_4820f265,7,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,18.6,55.1,45.757,12.352,True,0.9239,0.3202,0,3,6.864,10.8,1.7222,fb5c257,1,300.0,16,16,True,,9,3,1,5,0,224,1,7.1245,2070da06d4a0
n4_fork_9bcfdd6a,4,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,25.3,66.7,45.718,23.652,True,0.923,0.3207,0,3,13.036,14.7,1.7211,fb5c257,2,300.0,16,16,True,,11,4,6,1,0,235,6,12.0,2070da06d4a0
n4_fork_4820f265,7,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,10.8,,,,,,,,,0.0,10.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_4820f265,7,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,10.8,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_4820f265,7,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,15.6,51.5,43.093,11.004,True,0.9244,0.3214,0,6,8.713,10.8,1.4444,fb5c257,0,300.0,16,16,False,,7,4,0,3,0,203,0,8.1481,2070da06d4a0
n4_fork_7dac8f73,8,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,13.1,,,,,,,,,0.0,13.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_7dac8f73,8,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,13.1,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_7dac8f73,8,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,16.4,58.6,45.863,16.689,True,0.9237,0.3201,0,4,7.827,13.1,1.2519,fb5c257,0,300.0,16,16,True,,11,3,6,2,0,221,6,12.0,2070da06d4a0
n4_fork_7dac8f73,8,4,fork,8.0,2-3,0.0,0.55,wm_planner,ok,15.2,54.7,43.028,15.134,True,0.9203,0.3205,0,5,7.383,13.1,1.1603,fb5c257,1,300.0,16,16,True,,10,4,5,1,0,248,5,12.0,2070da06d4a0
n4_fork_c8fdf59b,0,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,14.8,,,,,,,,,0.0,14.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_c8fdf59b,0,4,fork,8.0,2-3,0.0,0.55,sequential,ok,34.8,84.2,35.275,49.4,True,0.9872,0.3486,0,,0.039,14.8,2.3514,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_c8fdf59b,0,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,33.0,111.3,38.767,75.117,False,0.9487,0.3201,0,3,22.32,14.8,2.2297,fb5c257,0,300.0,16,16,True,deadlock: no team progress,11,2,5,4,0,206,5,12.0,2070da06d4a0
n4_fork_41a0bebb,9,4,fork,8.0,2-3,0.0,0.55,lower_bound,ok,11.7,,,,,,,,,0.0,11.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_41a0bebb,9,4,fork,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.7,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_41a0bebb,9,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,56.8,25.82,31.771,False,1.417,0.3201,0,0,7.996,11.7,1.5385,fb5c257,0,300.0,16,16,True,deadlock: no team progress,8,3,5,0,0,165,5,12.0,2070da06d4a0
n4_fork_41a0bebb,9,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,56.8,25.82,31.771,False,1.417,0.3201,0,0,8.385,11.7,1.5385,fb5c257,1,300.0,16,16,True,deadlock: no team progress,8,3,5,0,0,165,5,12.0,2070da06d4a0
n4_fork_2714929d,1,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,12.4,43.2,36.38,8.318,True,0.9221,0.3209,0,3,5.061,10.5,1.181,fb5c257,1,300.0,16,16,True,,8,4,1,3,0,175,1,10.1785,2070da06d4a0
n4_fork_4820f265,7,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,63.9,23.802,40.531,False,0.7001,0.3206,0,2,12.18,10.8,1.6667,fb5c257,2,300.0,16,16,False,deadlock: no team progress,9,1,1,3,4,365,1,12.0,2070da06d4a0
n4_fork_7dac8f73,8,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,29.0,76.8,52.542,29.217,False,0.7748,0.32,0,8,11.118,13.1,2.2137,fb5c257,2,300.0,16,16,True,deadlock: no team progress,15,4,7,4,0,254,7,12.0,2070da06d4a0
n4_fork_6ccca5cb,0,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,67.9,40.583,29.846,False,0.9274,0.3203,0,3,9.891,13.2,1.6667,fb5c257,2,300.0,16,16,True,deadlock: no team progress,9,3,4,2,0,234,4,12.0,2070da06d4a0
n4_fork_2714929d,1,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_2714929d,1,4,fork,8.0,2-3,1.0,0.55,sequential,ok,30.8,77.2,30.665,46.4,True,1.2772,0.3447,0,,0.034,10.5,2.9333,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_2714929d,1,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,51.1,28.218,23.83,False,0.8981,0.3209,0,1,9.101,10.5,1.8095,fb5c257,0,300.0,16,16,True,deadlock: no team progress,5,1,1,3,0,136,1,7.8649,2070da06d4a0
n4_fork_41a0bebb,9,4,fork,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,56.6,27.042,30.572,False,1.3857,0.3213,0,1,10.88,11.7,1.5385,fb5c257,2,300.0,16,16,False,deadlock: no team progress,9,3,5,1,0,168,5,12.0,2070da06d4a0
n4_fork_6ccca5cb,0,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_6ccca5cb,0,4,fork,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.2,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_6ccca5cb,0,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,74.1,30.931,45.247,False,0.8582,0.3225,0,0,10.773,13.2,1.6667,fb5c257,0,300.0,16,16,True,deadlock: no team progress,9,2,6,1,0,180,6,12.0,2070da06d4a0
n4_fork_2714929d,1,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,54.3,31.524,24.228,False,0.919,0.3208,0,2,9.916,10.5,2.0,fb5c257,2,300.0,16,16,True,deadlock: no team progress,8,3,2,3,0,114,2,9.0,2070da06d4a0
n4_fork_aef01561,2,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,20.6,69.9,32.237,38.114,True,0.9216,0.414,0,4,9.208,13.1,1.5725,fb5c257,1,300.0,16,16,True,,10,4,3,3,0,158,3,12.0,2070da06d4a0
n4_fork_aef01561,2,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,44.0,8.262,37.115,False,0.7001,0.3392,0,1,8.64,13.1,0.8397,fb5c257,2,300.0,16,16,True,deadlock: no team progress,3,0,2,0,1,167,2,12.0,2070da06d4a0
n4_fork_6ccca5cb,0,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,26.0,76.5,42.848,36.618,False,1.0804,0.3201,0,1,14.879,13.2,1.9697,fb5c257,1,300.0,16,16,True,deadlock: no team progress,11,4,5,2,0,256,5,12.0,2070da06d4a0
n4_fork_cfa51dca,3,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,18.4,62.2,49.462,16.426,True,0.9271,0.3202,0,4,8.359,13.3,1.3835,fb5c257,1,300.0,16,16,True,,13,4,6,3,0,273,6,12.0,2070da06d4a0
n4_fork_248be53b,5,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,17.8,51.7,36.72,15.801,True,0.8416,0.3206,0,6,6.822,12.0,1.4833,fb5c257,1,300.0,16,16,True,,9,4,3,2,0,151,3,12.0,2070da06d4a0
n4_fork_cfa51dca,3,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,70.4,40.684,31.821,False,1.0044,0.3213,0,5,10.165,13.3,1.5789,fb5c257,2,300.0,16,16,True,deadlock: no team progress,11,4,5,2,0,243,5,12.0,2070da06d4a0
n4_fork_cfa51dca,3,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,13.3,,,,,,,,,0.0,13.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_cfa51dca,3,4,fork,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.3,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_cfa51dca,3,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,16.5,61.0,47.618,16.715,True,0.9273,0.3202,0,5,11.12,13.3,1.2406,fb5c257,0,300.0,16,16,False,,12,4,4,4,0,218,4,12.0,2070da06d4a0
n4_fork_9f66646b,6,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_9f66646b,6,4,fork,8.0,2-3,1.0,0.55,sequential,ok,33.0,85.0,33.43,52.0,True,0.7827,0.4037,0,,0.026,10.6,3.1132,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_9f66646b,6,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,19.0,47.0,31.937,15.73,False,1.0589,0.3209,0,2,6.63,10.6,1.7925,fb5c257,0,300.0,16,16,True,deadlock: no team progress,8,4,1,3,0,169,1,11.1453,2070da06d4a0
n4_fork_aef01561,2,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,13.1,,,,,,,,,0.0,13.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_aef01561,2,4,fork,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.1,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_aef01561,2,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,23.0,68.9,31.117,37.915,False,0.9215,0.3212,0,4,13.311,13.1,1.7557,fb5c257,0,300.0,16,16,True,deadlock: no team progress,13,4,6,3,0,125,6,12.0,2070da06d4a0
n4_fork_ce764934,4,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,14.3,,,,,,,,,0.0,14.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_ce764934,4,4,fork,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.3,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_ce764934,4,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,17.3,66.7,46.447,23.864,True,0.9417,0.322,0,6,8.99,14.3,1.2098,fb5c257,0,300.0,16,16,True,,8,4,3,1,0,187,3,10.4922,2070da06d4a0
n4_fork_248be53b,5,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,12.0,,,,,,,,,0.0,12.0,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_248be53b,5,4,fork,8.0,2-3,1.0,0.55,sequential,ok,33.4,73.0,33.012,39.6,True,0.7145,0.3921,0,,0.036,12.0,2.7833,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_248be53b,5,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,21.0,60.3,36.584,24.403,False,0.9255,0.3204,0,2,8.361,12.0,1.75,fb5c257,0,300.0,16,16,True,deadlock: no team progress,12,4,6,2,0,154,6,12.0,2070da06d4a0
n4_fork_9f66646b,6,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,12.5,44.5,38.141,8.105,True,0.9517,0.3201,0,3,5.977,10.6,1.1792,fb5c257,1,300.0,16,16,False,,7,4,1,2,0,219,1,11.1453,2070da06d4a0
n4_fork_9f66646b,6,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,13.5,46.5,40.636,8.074,True,0.8749,0.326,0,3,5.884,10.6,1.2736,fb5c257,2,300.0,16,16,True,,6,4,1,1,0,219,1,11.1453,2070da06d4a0
n4_fork_ce764934,4,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,24.0,75.1,35.728,42.321,False,0.9302,0.3202,0,1,10.777,14.3,1.6783,fb5c257,2,300.0,16,16,True,deadlock: no team progress,11,3,7,1,0,161,7,12.0,2070da06d4a0
n4_fork_248be53b,5,4,fork,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,22.0,60.6,30.65,29.565,False,0.9198,0.3206,0,4,11.883,12.0,1.8333,fb5c257,2,300.0,16,16,True,deadlock: no team progress,11,4,4,3,0,105,4,12.0,2070da06d4a0
n4_fork_2f9e14c4,7,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,17.3,58.9,42.489,18.608,True,0.8616,0.3499,0,7,7.213,12.8,1.3516,fb5c257,2,300.0,16,16,True,,8,4,3,1,0,226,3,12.0,2070da06d4a0
n4_fork_2f9e14c4,7,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,12.8,,,,,,,,,0.0,12.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_2f9e14c4,7,4,fork,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.8,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_2f9e14c4,7,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,18.8,66.0,38.967,28.608,True,0.8438,0.3239,0,3,8.004,12.8,1.4688,fb5c257,0,300.0,16,16,True,,12,4,5,3,0,186,5,12.0,2070da06d4a0
n4_fork_ce764934,4,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,25.5,81.6,46.554,38.656,True,0.9207,0.3202,0,3,15.013,14.3,1.7832,fb5c257,1,300.0,16,16,True,,10,4,4,2,0,217,4,12.0,2070da06d4a0
n4_fork_2f9e14c4,7,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,16.3,57.2,39.478,19.352,True,0.9149,0.3203,0,6,9.766,12.8,1.2734,fb5c257,1,300.0,16,16,True,,9,4,3,2,0,202,3,12.0,2070da06d4a0
n4_fork_d824544c,1,4,fork,8.0,4-6,0.0,0.55,lower_bound,ok,10.7,,,,,,,,,0.0,10.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_d824544c,1,4,fork,8.0,4-6,0.0,0.55,sequential,ok,24.5,64.9,23.5,40.4,True,1.6513,0.4077,0,,0.02,10.7,2.2897,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_d824544c,1,4,fork,8.0,4-6,0.0,0.55,wm_planner,ok,13.7,41.3,26.924,14.688,True,1.9135,0.3215,0,4,5.254,10.7,1.2804,fb5c257,0,300.0,16,16,True,,12,4,5,3,0,142,5,12.0,2070da06d4a0
n4_fork_6da0e355,8,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,11.9,,,,,,,,,0.0,11.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_6da0e355,8,4,fork,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.9,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n4_fork_6da0e355,8,4,fork,8.0,2-3,1.0,0.55,wm_planner,ok,18.6,57.1,40.759,18.923,True,0.9522,0.3201,0,5,7.564,11.9,1.563,fb5c257,0,300.0,16,16,False,,13,3,7,3,0,239,7,12.0,2070da06d4a0
n4_fork_def0d37c,9,4,fork,8.0,2-3,1.0,0.55,lower_bound,ok,11.3,,,,,,,,,0.0,11.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
