uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,max_accel,phys_fp
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.7,20.1,15.298,5.481,True,2.5247,0.32,0,1,1.67,10.1,1.3564,fb5c257,1,300.0,12,12,True,,6,2,2,2,0,62,2,8.4,2070da06d4a0
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,10.1,19.2,14.543,4.853,True,0.9244,0.7359,0,1,1.742,8.5,1.1882,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,90,1,12.0,2070da06d4a0
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,8.5,,,,,,,,,0.0,8.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,sequential,no_solution,,,,,,,,,,,8.5,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,10.0,19.0,14.666,4.551,True,0.925,0.6774,0,1,1.723,8.5,1.1765,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,87,1,12.0,2070da06d4a0
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.1,,,,,,,,,0.0,10.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,sequential,ok,14.1,19.3,14.239,5.2,True,1.2616,0.3467,0,,0.006,10.1,1.396,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.7,20.1,15.298,5.481,True,2.5247,0.32,0,1,1.852,10.1,1.3564,fb5c257,0,300.0,12,12,True,,6,2,2,2,0,62,2,8.4,2070da06d4a0
n2_chain_5fca519e,2,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,9.9,18.8,14.296,4.659,True,0.9221,0.8273,0,3,1.865,8.5,1.1647,fb5c257,2,300.0,16,16,True,,3,2,1,0,0,88,1,12.0,2070da06d4a0
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,9.5,,,,,,,,,0.0,9.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,sequential,ok,12.7,21.6,11.224,8.9,True,2.867,0.466,0,,0.003,9.5,1.3368,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.0,21.1,11.181,8.723,True,2.867,0.3348,0,1,2.035,9.5,1.1579,fb5c257,0,300.0,12,12,True,,6,2,3,1,0,66,3,11.972,2070da06d4a0
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.4,22.4,15.434,7.194,True,4.3509,0.3219,0,3,2.178,9.3,1.2258,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,66,1,10.4168,2070da06d4a0
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.1,,,,,,,,,0.0,11.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.9,29.0,19.241,11.1,True,0.8088,0.4239,0,,0.005,11.1,1.6126,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.5,23.2,19.681,5.335,True,2.4363,0.3309,0,2,2.248,11.1,1.1261,fb5c257,0,300.0,16,16,True,,6,2,2,2,0,137,2,12.0,2070da06d4a0
n2_chain_aa3bf00e,1,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,13.7,20.1,15.298,5.481,True,2.5247,0.32,0,1,2.388,10.1,1.3564,fb5c257,2,300.0,12,12,True,,6,2,2,2,0,62,2,8.4,2070da06d4a0
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.0,21.1,11.181,8.723,True,2.867,0.3348,0,1,2.494,9.5,1.1579,fb5c257,1,300.0,12,12,True,,6,2,3,1,0,66,3,11.972,2070da06d4a0
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.5,23.2,19.681,5.335,True,2.4363,0.3309,0,2,2.55,11.1,1.1261,fb5c257,1,300.0,16,16,True,,6,2,2,2,0,137,2,12.0,2070da06d4a0
n2_chain_062b2ca2,4,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.0,21.1,11.181,8.723,True,2.867,0.3348,0,1,2.585,9.5,1.1579,fb5c257,2,300.0,12,12,True,,6,2,3,1,0,66,3,11.972,2070da06d4a0
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.4,22.2,16.113,6.45,True,3.2722,0.3207,0,2,3.128,9.3,1.2258,fb5c257,2,300.0,16,16,True,,5,2,1,2,0,90,1,12.0,2070da06d4a0
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,sequential,ok,14.6,23.2,14.422,8.6,True,3.4653,0.4059,0,,0.006,9.3,1.5699,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0d69eec5,0,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.5,22.0,15.653,6.595,True,4.4021,0.3201,0,1,3.144,9.3,1.2366,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,91,1,12.0,2070da06d4a0
n2_chain_add0f77c,3,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.4,23.1,19.737,5.191,True,2.4363,0.3525,0,4,3.32,11.1,1.1171,fb5c257,2,300.0,16,16,True,,5,2,1,2,0,130,1,12.0,2070da06d4a0
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,7.8,,,,,,,,,0.0,7.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,sequential,ok,11.7,19.5,10.932,7.8,True,1.9208,0.8647,0,,0.004,7.8,1.5,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,16.7,11.861,4.521,True,3.1642,0.8647,0,0,1.277,7.8,1.0769,fb5c257,0,300.0,16,16,True,,5,2,1,2,0,80,1,11.8448,2070da06d4a0
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.4,16.7,11.861,4.521,True,3.1642,0.8647,0,0,1.5,7.8,1.0769,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,80,1,11.8448,2070da06d4a0
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.9,21.5,18.972,3.413,True,0.9875,0.3201,0,2,2.018,10.2,1.1667,fb5c257,1,300.0,16,16,True,,6,2,2,2,0,123,2,12.0,2070da06d4a0
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.0,24.3,17.987,6.3,True,1.6358,0.4114,0,,0.005,13.2,1.3636,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.4,23.0,19.034,4.482,True,0.9808,0.3221,0,5,2.227,13.2,1.1667,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,126,1,7.9674,2070da06d4a0
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.2,,,,,,,,,0.0,10.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.4,25.0,17.749,7.6,True,2.972,0.3918,0,,0.007,10.2,1.7059,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,11.9,21.5,18.972,3.413,True,0.9875,0.3201,0,2,2.108,10.2,1.1667,fb5c257,0,300.0,16,16,True,,6,2,2,2,0,123,2,12.0,2070da06d4a0
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.8,23.4,19.251,4.686,True,0.9211,0.3221,0,6,2.3,13.2,1.197,fb5c257,2,300.0,16,16,True,,5,1,1,3,0,122,1,9.0,2070da06d4a0
n2_chain_0870fe7e,7,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,8.7,17.0,11.394,5.201,True,3.2387,0.7931,0,0,1.932,7.8,1.1154,fb5c257,2,300.0,16,16,True,,6,2,1,3,0,61,1,9.0,2070da06d4a0
n2_chain_810c8d4a,6,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,12.5,21.3,18.403,3.695,True,0.9247,0.3201,0,3,2.391,10.2,1.2255,fb5c257,2,300.0,16,16,True,,4,2,2,0,0,105,2,12.0,2070da06d4a0
n2_chain_19520b24,5,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,15.7,23.3,19.205,4.646,True,0.9284,0.3221,0,4,2.781,13.2,1.1894,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,125,1,7.9674,2070da06d4a0
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,11.5,,,,,,,,,0.0,11.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,sequential,ok,17.8,26.8,18.189,9.0,True,1.1895,0.4006,0,,0.007,11.5,1.5478,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.3,24.8,19.327,6.443,True,1.2538,0.3218,0,4,2.478,11.5,1.2435,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,108,1,12.0,2070da06d4a0
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,6.5,,,,,,,,,0.0,6.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.7,18.2,11.413,6.5,True,2.5347,0.4599,0,,0.004,6.5,1.8,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.6,14.6,12.506,2.288,True,0.9373,0.4415,0,2,1.079,6.5,1.1692,fb5c257,0,300.0,12,12,True,,3,2,0,1,0,76,0,8.6115,2070da06d4a0
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.6,14.6,12.506,2.288,True,0.9373,0.4415,0,2,1.086,6.5,1.1692,fb5c257,1,300.0,12,12,True,,3,2,0,1,0,76,0,8.6115,2070da06d4a0
n2_chain_2f442b4e,1,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,7.6,14.6,12.506,2.288,True,0.9373,0.4415,0,2,1.591,6.5,1.1692,fb5c257,2,300.0,12,12,True,,3,2,0,1,0,76,0,8.6115,2070da06d4a0
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.678,14.768,False,5.1185,0.3206,0,0,2.608,10.6,1.0377,fb5c257,2,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,62,1,12.0,2070da06d4a0
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,14.9,26.5,19.153,8.266,True,1.2063,0.3231,0,3,3.47,11.5,1.2957,fb5c257,2,300.0,16,16,True,,3,2,1,0,0,103,1,12.0,2070da06d4a0
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.8,20.7,16.107,4.631,True,0.9964,0.6495,0,2,1.853,9.3,1.1613,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,93,1,12.0,2070da06d4a0
n2_chain_0bbc5f6a,8,2,chain,8.0,2-3,0.0,0.55,wm_planner,ok,16.3,29.3,19.24,10.992,True,1.164,0.3266,0,3,4.034,11.5,1.4174,fb5c257,1,300.0,16,16,True,,4,2,2,0,0,89,2,12.0,2070da06d4a0
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.678,14.768,False,5.1185,0.3206,0,0,3.464,10.6,1.0377,fb5c257,1,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,62,1,12.0,2070da06d4a0
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,lower_bound,ok,10.6,,,,,,,,,0.0,10.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,sequential,ok,18.7,28.6,19.376,9.9,True,1.0228,0.4123,0,,0.006,10.6,1.7642,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_e25e3efb,9,2,chain,8.0,2-3,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,11.0,22.0,8.797,14.669,False,4.9477,0.3206,0,0,3.509,10.6,1.0377,fb5c257,0,300.0,16,16,True,deadlock: no team progress,1,0,1,0,0,63,1,12.0,2070da06d4a0
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.8,20.7,16.082,4.647,True,0.9964,0.6495,0,2,2.21,9.3,1.1613,fb5c257,1,300.0,16,16,True,,3,2,1,0,0,92,1,12.0,2070da06d4a0
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.0,,,,,,,,,0.0,13.0,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,13.0,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.9,30.6,22.283,9.682,True,0.9924,0.3218,0,5,3.24,13.0,1.2231,fb5c257,0,300.0,16,16,True,,3,1,1,1,0,115,1,11.1158,2070da06d4a0
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,9.3,,,,,,,,,0.0,9.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,9.3,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_5a72ff5b,2,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.4,20.7,15.565,5.073,True,0.963,0.6584,0,4,2.86,9.3,1.1183,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,97,1,12.0,2070da06d4a0
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,16.7,31.1,23.204,9.415,True,1.0129,0.3227,0,2,3.426,13.0,1.2846,fb5c257,2,300.0,16,16,True,,5,2,0,3,0,137,0,5.1322,2070da06d4a0
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,8.7,,,,,,,,,0.0,8.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.9,20.4,11.224,8.5,True,2.867,0.466,0,,0.005,8.7,1.3678,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.8,20.5,11.489,8.666,True,2.867,0.3348,0,1,2.466,8.7,1.2414,fb5c257,0,300.0,12,12,True,,6,2,3,1,0,68,3,11.972,2070da06d4a0
n2_chain_5c29c9ac,0,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.7,30.6,22.067,9.86,True,1.046,0.3227,0,4,4.612,13.0,1.2077,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,118,1,9.5646,2070da06d4a0
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.8,20.5,11.489,8.666,True,2.867,0.3348,0,1,2.455,8.7,1.2414,fb5c257,1,300.0,12,12,True,,6,2,3,1,0,68,3,11.972,2070da06d4a0
n2_chain_84847a1e,4,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,10.8,20.5,11.489,8.666,True,2.867,0.3348,0,1,2.344,8.7,1.2414,fb5c257,2,300.0,12,12,True,,6,2,3,1,0,68,3,11.972,2070da06d4a0
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.5,14.3,11.955,2.071,True,1.1267,0.7281,0,2,1.124,7.3,1.1644,fb5c257,1,300.0,12,12,True,,5,2,0,3,0,73,0,8.8448,2070da06d4a0
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.5,20.4,13.838,5.82,True,0.9622,0.3607,0,2,1.875,10.5,1.0952,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,95,1,11.9499,2070da06d4a0
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,20.5,35.5,27.742,10.05,True,0.9208,0.321,0,3,3.657,14.6,1.4041,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,175,2,12.0,2070da06d4a0
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.0,23.9,17.987,5.9,True,1.6358,0.4114,0,,0.013,13.2,1.3636,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.4,22.6,19.05,4.069,True,0.9808,0.3221,0,5,2.345,13.2,1.1667,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,118,1,9.0,2070da06d4a0
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,7.3,,,,,,,,,0.0,7.3,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,sequential,ok,11.6,15.9,10.755,4.3,True,1.1229,0.4983,0,,0.005,7.3,1.589,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.5,14.3,11.955,2.071,True,1.1267,0.7281,0,2,1.445,7.3,1.1644,fb5c257,0,300.0,12,12,True,,5,2,0,3,0,73,0,8.8448,2070da06d4a0
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,14.6,,,,,,,,,0.0,14.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,sequential,no_solution,,,,,,,,,,,14.6,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,20.2,34.0,27.015,9.215,True,0.9219,0.3251,0,5,3.515,14.6,1.3836,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,168,1,8.6048,2070da06d4a0
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.7,22.9,19.208,4.243,True,0.9284,0.3221,0,4,2.345,13.2,1.1894,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,115,1,9.0,2070da06d4a0
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.8,20.9,17.198,3.52,True,0.9262,0.3908,0,1,2.11,10.5,1.1238,fb5c257,2,300.0,16,16,True,,2,1,0,1,0,82,0,11.7628,2070da06d4a0
n2_chain_ac62a6a2,5,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,15.8,23.0,19.251,4.286,True,0.9211,0.3221,0,6,2.581,13.2,1.197,fb5c257,2,300.0,16,16,True,,5,1,1,3,0,112,1,9.0,2070da06d4a0
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,10.5,,,,,,,,,0.0,10.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,sequential,ok,14.6,22.6,13.419,8.0,True,2.2193,0.447,0,,0.006,10.5,1.3905,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_9e2fbfe5,6,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,11.7,20.8,17.192,3.426,True,0.9293,0.3908,0,2,2.636,10.5,1.1143,fb5c257,0,300.0,16,16,True,,3,1,0,2,0,82,0,8.454,2070da06d4a0
n2_chain_1dc33093,7,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,8.5,14.3,11.955,2.071,True,1.1267,0.7281,0,2,1.133,7.3,1.1644,fb5c257,2,300.0,12,12,True,,5,2,0,3,0,73,0,8.8448,2070da06d4a0
n2_chain_fcca7b3d,3,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,20.5,35.5,27.741,10.051,True,0.9208,0.321,0,2,5.023,14.6,1.4041,fb5c257,1,300.0,16,16,True,,5,2,2,1,0,175,2,12.0,2070da06d4a0
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.5,24.0,18.917,5.186,True,0.7161,0.3642,0,2,2.469,12.2,1.1885,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,120,2,12.0,2070da06d4a0
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.2,,,,,,,,,0.0,9.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,sequential,ok,16.0,23.2,15.59,7.2,True,3.0239,0.4082,0,,0.005,9.2,1.7391,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,21.9,11.909,9.209,False,2.8774,0.3288,0,2,2.343,9.2,1.5217,fb5c257,0,300.0,16,16,True,deadlock: no team progress,5,2,2,1,0,65,2,12.0,2070da06d4a0
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.0,23.9,17.278,7.241,True,1.3033,0.3217,0,3,2.659,11.8,1.1017,fb5c257,1,300.0,16,16,True,,7,2,3,2,0,84,3,12.0,2070da06d4a0
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.8,25.3,17.708,8.272,True,1.2599,0.3217,0,3,2.673,11.8,1.1695,fb5c257,2,300.0,16,16,True,,6,2,2,2,0,96,2,9.4887,2070da06d4a0
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.8,24.4,18.977,5.578,True,0.838,0.4305,0,4,3.117,12.2,1.2131,fb5c257,1,300.0,16,16,True,,4,2,2,0,0,116,2,12.0,2070da06d4a0
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,17.6,31.4,22.516,9.976,True,0.9323,0.3213,0,4,3.404,12.1,1.4545,fb5c257,2,300.0,16,16,True,,4,2,2,0,0,78,2,10.6753,2070da06d4a0
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.2,,,,,,,,,0.0,12.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.1,26.6,17.64,8.5,True,1.0228,0.4104,0,,0.008,12.2,1.4836,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_3c3d12e3,9,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,14.8,25.5,19.412,6.247,True,0.8407,0.4302,0,3,3.427,12.2,1.2131,fb5c257,0,300.0,16,16,True,,7,2,2,3,0,103,2,12.0,2070da06d4a0
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,21.9,11.918,9.205,False,2.8774,0.3288,0,2,2.689,9.2,1.5217,fb5c257,2,300.0,16,16,True,deadlock: no team progress,6,2,2,2,0,65,2,12.0,2070da06d4a0
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,24.0,13.212,10.614,False,1.1287,0.3204,0,3,2.619,11.9,1.5126,fb5c257,1,300.0,16,16,True,deadlock: no team progress,5,2,2,1,0,75,2,12.0,2070da06d4a0
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,lower_bound,ok,12.1,,,,,,,,,0.0,12.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,sequential,ok,18.5,28.3,18.458,9.8,True,1.1895,0.4006,0,,0.008,12.1,1.5289,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,29.6,13.859,16.537,False,2.6868,0.3218,0,2,3.563,12.1,1.4876,fb5c257,0,300.0,16,16,True,deadlock: no team progress,3,1,1,1,0,81,1,9.0898,2070da06d4a0
n2_chain_f56c6588,1,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,14.0,21.9,11.918,9.205,False,2.8774,0.3288,0,2,3.088,9.2,1.5217,fb5c257,1,300.0,16,16,True,deadlock: no team progress,6,2,2,2,0,65,2,12.0,2070da06d4a0
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,11.9,,,,,,,,,0.0,11.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
