scenario,n_agents,success,makespan_B,collisions_agent,collisions_obstacle,dependency_violations,deadlock,deadlock_agents,unsafe_steps,tie_break_events,total_path_length_B,yields_total,yields_per_agent
S3,3,True,130,0,0,0,False,,0,85,33.553,85,1:85;2:0;3:0
